DrugId:START_ID(Drug),Relation:TYPE,ProteinId:END_ID(Protein),RelationName,Action
DB02491,DrugToProtein,P21802,Target,Unknown
DB02492,DrugToProtein,Q16706,Target,Unknown
DB02494,DrugToProtein,Q96L21,Target,Unknown
DB02494,DrugToProtein,P40429,Target,Unknown
DB02494,DrugToProtein,P62829,Target,Unknown
DB02494,DrugToProtein,P61313,Target,Unknown
DB02494,DrugToProtein,P84098,Target,Unknown
DB02494,DrugToProtein,P62750,Target,Unknown
DB02494,DrugToProtein,Q9UHA3,Target,Unknown
DB02494,DrugToProtein,Q9UNX3,Target,Unknown
DB02494,DrugToProtein,P62917,Target,Unknown
DB02494,DrugToProtein,P61927,Target,Unknown
DB02494,DrugToProtein,P39023,Target,Unknown
DB02494,DrugToProtein,P62913,Target,Unknown
DB02494,DrugToProtein,P55769,Target,Unknown
DB02494,DrugToProtein,P15085,Target,Unknown
DB02497,DrugToProtein,P08758,Target,Unknown
DB02498,DrugToProtein,P09874,Target,Unknown
DB02499,DrugToProtein,P05089,Target,Unknown
DB02504,DrugToProtein,P14555,Target,Unknown
DB02506,DrugToProtein,P62136,Target,Unknown
DB02506,DrugToProtein,P30153,Target,Unknown
DB02506,DrugToProtein,P67775,Target,Unknown
DB02506,DrugToProtein,Q13362,Target,Unknown
DB02506,DrugToProtein,P63151,Target,Unknown
DB02508,DrugToProtein,P14324,Target,Unknown
DB02509,DrugToProtein,Q96RI1,Target,Agonist
DB02509,DrugToProtein,P27338,Target,Agonist
DB02509,DrugToProtein,Q96RI1,Target,Unknown
DB02509,DrugToProtein,P27338,Target,Unknown
DB02510,DrugToProtein,P07814,Target,Unknown
DB02512,DrugToProtein,P05062,Target,Unknown
DB02512,DrugToProtein,P04075,Target,Unknown
DB02515,DrugToProtein,P05062,Target,Unknown
DB02515,DrugToProtein,P16118,Target,Unknown
DB02518,DrugToProtein,P15121,Target,Unknown
DB02519,DrugToProtein,P11217,Target,Unknown
DB02526,DrugToProtein,P07477,Target,Unknown
DB02526,DrugToProtein,P00749,Target,Unknown
DB02527,DrugToProtein,Q9UL51,Target,Unknown
DB02527,DrugToProtein,P10644,Target,Unknown
DB02527,DrugToProtein,P31323,Target,Unknown
DB02528,DrugToProtein,P02144,Target,Unknown
DB02530,DrugToProtein,Q9UBS5,Target,Unknown
DB02530,DrugToProtein,O75899,Target,Unknown
DB02530,DrugToProtein,P50440,Target,Unknown
DB02532,DrugToProtein,P0CG22,Target,Unknown
DB02535,DrugToProtein,P00918,Target,Unknown
DB02538,DrugToProtein,P24941,Target,Unknown
DB02541,DrugToProtein,P35030,Target,Unknown
DB02542,DrugToProtein,P0CG47,Target,Unknown
DB02545,DrugToProtein,Q96RI1,Target,Unknown
DB02546,DrugToProtein,Q13547,Target,Inhibitor
DB02546,DrugToProtein,Q92769,Target,Inhibitor
DB02546,DrugToProtein,O15379,Target,Inhibitor
DB02546,DrugToProtein,Q9UBN7,Target,Inhibitor
DB02546,DrugToProtein,Q9BY41,Target,Inhibitor
DB02546,DrugToProtein,Q969S8,Target,Inhibitor
DB02546,DrugToProtein,Q96DB2,Target,Inhibitor
DB02546,DrugToProtein,P56524,Target,Inhibitor
DB02546,DrugToProtein,Q9UQL6,Target,Inhibitor
DB02546,DrugToProtein,Q8WUI4,Target,Inhibitor
DB02546,DrugToProtein,Q9UKV0,Target,Inhibitor
DB02546,DrugToProtein,Q13547,Target,Unknown
DB02546,DrugToProtein,Q92769,Target,Unknown
DB02546,DrugToProtein,O15379,Target,Unknown
DB02546,DrugToProtein,Q9UBN7,Target,Unknown
DB02546,DrugToProtein,Q9BY41,Target,Unknown
DB02546,DrugToProtein,Q969S8,Target,Unknown
DB02546,DrugToProtein,Q96DB2,Target,Unknown
DB02546,DrugToProtein,P56524,Target,Unknown
DB02546,DrugToProtein,Q9UQL6,Target,Unknown
DB02546,DrugToProtein,Q8WUI4,Target,Unknown
DB02546,DrugToProtein,Q9UKV0,Target,Unknown
DB02547,DrugToProtein,O60547,Target,Unknown
DB02548,DrugToProtein,P06744,Target,Unknown
DB02550,DrugToProtein,P07900,Target,Unknown
DB02551,DrugToProtein,P00749,Target,Unknown
DB02552,DrugToProtein,P14324,Target,Unknown
DB02552,DrugToProtein,O95749,Target,Unknown
DB02553,DrugToProtein,P00390,Target,Unknown
DB02555,DrugToProtein,P60568,Target,Unknown
DB02556,DrugToProtein,Q16773,Target,Unknown
DB02556,DrugToProtein,P06850,Target,Unknown
DB02557,DrugToProtein,P23276,Target,Unknown
DB02557,DrugToProtein,P08473,Target,Unknown
DB02557,DrugToProtein,P23276,Target,Inhibitor
DB02557,DrugToProtein,P08473,Target,Inhibitor
DB02558,DrugToProtein,P08473,Target,Unknown
DB02559,DrugToProtein,P00374,Target,Unknown
DB02562,DrugToProtein,P00439,Target,Unknown
DB02563,DrugToProtein,P30084,Target,Unknown
DB02565,DrugToProtein,Q9BY41,Target,Unknown
DB02568,DrugToProtein,P00491,Target,Unknown
DB02569,DrugToProtein,P15531,Target,Unknown
DB02570,DrugToProtein,P04632,Target,Unknown
DB02573,DrugToProtein,P07998,Target,Unknown
DB02580,DrugToProtein,P35080,Target,Unknown
DB02581,DrugToProtein,P60568,Target,Unknown
DB02583,DrugToProtein,P00374,Target,Unknown
DB02585,DrugToProtein,P35030,Target,Unknown
DB02587,DrugToProtein,Q08462,Target,Unknown
DB02587,DrugToProtein,P63092,Target,Unknown
DB02587,DrugToProtein,O95622,Target,Unknown
DB02587,DrugToProtein,P13569,Target,Unknown
DB02587,DrugToProtein,Q08828,Target,Unknown
DB02587,DrugToProtein,Q96PN6,Target,Unknown
DB02587,DrugToProtein,O60266,Target,Unknown
DB02587,DrugToProtein,Q8NFM4,Target,Unknown
DB02587,DrugToProtein,O43306,Target,Unknown
DB02587,DrugToProtein,P51828,Target,Unknown
DB02587,DrugToProtein,P40145,Target,Unknown
DB02587,DrugToProtein,O60503,Target,Unknown
DB02587,DrugToProtein,Q12791,Target,Unknown
DB02587,DrugToProtein,Q16558,Target,Unknown
DB02587,DrugToProtein,Q9Y691,Target,Unknown
DB02587,DrugToProtein,Q9NPA1,Target,Unknown
DB02587,DrugToProtein,Q86W47,Target,Unknown
DB02587,DrugToProtein,O15554,Target,Unknown
DB02587,DrugToProtein,Q92952,Target,Unknown
DB02587,DrugToProtein,Q9H2S1,Target,Unknown
DB02587,DrugToProtein,Q9UGI6,Target,Unknown
DB02587,DrugToProtein,Q92793,Target,Unknown
DB02587,DrugToProtein,P28482,Target,Unknown
DB02587,DrugToProtein,Q8TD08,Target,Unknown
DB02587,DrugToProtein,P27361,Target,Unknown
DB02587,DrugToProtein,P31152,Target,Unknown
DB02587,DrugToProtein,Q16659,Target,Unknown
DB02587,DrugToProtein,Q13164,Target,Unknown
DB02587,DrugToProtein,Q02817,Target,Unknown
DB02587,DrugToProtein,P05121,Target,Unknown
DB02587,DrugToProtein,Q08462,Target,Inhibitor
DB02587,DrugToProtein,P63092,Target,Inhibitor
DB02587,DrugToProtein,O95622,Target,Inhibitor
DB02587,DrugToProtein,P13569,Target,Inhibitor
DB02587,DrugToProtein,Q08828,Target,Inhibitor
DB02587,DrugToProtein,Q96PN6,Target,Inhibitor
DB02587,DrugToProtein,O60266,Target,Inhibitor
DB02587,DrugToProtein,Q8NFM4,Target,Inhibitor
DB02587,DrugToProtein,O43306,Target,Inhibitor
DB02587,DrugToProtein,P51828,Target,Inhibitor
DB02587,DrugToProtein,P40145,Target,Inhibitor
DB02587,DrugToProtein,O60503,Target,Inhibitor
DB02587,DrugToProtein,Q12791,Target,Inhibitor
DB02587,DrugToProtein,Q16558,Target,Inhibitor
DB02587,DrugToProtein,Q9Y691,Target,Inhibitor
DB02587,DrugToProtein,Q9NPA1,Target,Inhibitor
DB02587,DrugToProtein,Q86W47,Target,Inhibitor
DB02587,DrugToProtein,O15554,Target,Inhibitor
DB02587,DrugToProtein,Q92952,Target,Inhibitor
DB02587,DrugToProtein,Q9H2S1,Target,Inhibitor
DB02587,DrugToProtein,Q9UGI6,Target,Inhibitor
DB02587,DrugToProtein,Q92793,Target,Inhibitor
DB02587,DrugToProtein,P28482,Target,Inhibitor
DB02587,DrugToProtein,Q8TD08,Target,Inhibitor
DB02587,DrugToProtein,P27361,Target,Inhibitor
DB02587,DrugToProtein,P31152,Target,Inhibitor
DB02587,DrugToProtein,Q16659,Target,Inhibitor
DB02587,DrugToProtein,Q13164,Target,Inhibitor
DB02587,DrugToProtein,Q02817,Target,Inhibitor
DB02587,DrugToProtein,P05121,Target,Inhibitor
DB02587,DrugToProtein,Q08462,Target,Activator
DB02587,DrugToProtein,P63092,Target,Activator
DB02587,DrugToProtein,O95622,Target,Activator
DB02587,DrugToProtein,P13569,Target,Activator
DB02587,DrugToProtein,Q08828,Target,Activator
DB02587,DrugToProtein,Q96PN6,Target,Activator
DB02587,DrugToProtein,O60266,Target,Activator
DB02587,DrugToProtein,Q8NFM4,Target,Activator
DB02587,DrugToProtein,O43306,Target,Activator
DB02587,DrugToProtein,P51828,Target,Activator
DB02587,DrugToProtein,P40145,Target,Activator
DB02587,DrugToProtein,O60503,Target,Activator
DB02587,DrugToProtein,Q12791,Target,Activator
DB02587,DrugToProtein,Q16558,Target,Activator
DB02587,DrugToProtein,Q9Y691,Target,Activator
DB02587,DrugToProtein,Q9NPA1,Target,Activator
DB02587,DrugToProtein,Q86W47,Target,Activator
DB02587,DrugToProtein,O15554,Target,Activator
DB02587,DrugToProtein,Q92952,Target,Activator
DB02587,DrugToProtein,Q9H2S1,Target,Activator
DB02587,DrugToProtein,Q9UGI6,Target,Activator
DB02587,DrugToProtein,Q92793,Target,Activator
DB02587,DrugToProtein,P28482,Target,Activator
DB02587,DrugToProtein,Q8TD08,Target,Activator
DB02587,DrugToProtein,P27361,Target,Activator
DB02587,DrugToProtein,P31152,Target,Activator
DB02587,DrugToProtein,Q16659,Target,Activator
DB02587,DrugToProtein,Q13164,Target,Activator
DB02587,DrugToProtein,Q02817,Target,Activator
DB02587,DrugToProtein,P05121,Target,Activator
DB02589,DrugToProtein,P29474,Target,Unknown
DB02594,DrugToProtein,O00142,Target,Unknown
DB02594,DrugToProtein,P27707,Target,Unknown
DB02596,DrugToProtein,Q96T66,Target,Unknown
DB02597,DrugToProtein,P08473,Target,Unknown
DB02598,DrugToProtein,P19021,Target,Unknown
DB02602,DrugToProtein,P00918,Target,Unknown
DB02603,DrugToProtein,P24941,Target,Unknown
DB02604,DrugToProtein,P11217,Target,Unknown
DB02607,DrugToProtein,P15531,Target,Unknown
DB02610,DrugToProtein,P00918,Target,Unknown
DB02611,DrugToProtein,P17612,Target,Unknown
DB02613,DrugToProtein,P54317,Target,Unknown
DB02613,DrugToProtein,Q02127,Target,Unknown
DB02615,DrugToProtein,P03372,Target,Unknown
DB02615,DrugToProtein,P18031,Target,Unknown
DB02616,DrugToProtein,P00813,Target,Unknown
DB02620,DrugToProtein,P18031,Target,Unknown
DB02621,DrugToProtein,P68133,Target,Inhibitor
DB02621,DrugToProtein,P06396,Target,Inhibitor
DB02621,DrugToProtein,P68133,Target,Unknown
DB02621,DrugToProtein,P06396,Target,Unknown
DB02622,DrugToProtein,P18031,Target,Unknown
DB02623,DrugToProtein,P60953,Target,Unknown
DB02624,DrugToProtein,P19634,Target,Unknown
DB02628,DrugToProtein,P98170,Target,Unknown
DB02633,DrugToProtein,P15559,Target,Unknown
DB02633,DrugToProtein,P09211,Target,Unknown
DB02635,DrugToProtein,O15382,Target,Unknown
DB02636,DrugToProtein,Q9NZK7,Target,Unknown
DB02637,DrugToProtein,O75390,Target,Unknown
DB02637,DrugToProtein,P35270,Target,Unknown
DB02638,DrugToProtein,P37288,Target,Agonist
DB02638,DrugToProtein,P47901,Target,Agonist
DB02638,DrugToProtein,P30518,Target,Agonist
DB02640,DrugToProtein,P50579,Target,Ligand
DB02643,DrugToProtein,P05019,Target,Unknown
DB02643,DrugToProtein,P27338,Target,Unknown
DB02644,DrugToProtein,P35228,Target,Unknown
DB02644,DrugToProtein,P29475,Target,Unknown
DB02646,DrugToProtein,P02144,Target,Unknown
DB02647,DrugToProtein,P24941,Target,Unknown
DB02648,DrugToProtein,P43155,Target,Unknown
DB02648,DrugToProtein,Q9UKG9,Target,Unknown
DB02651,DrugToProtein,P18031,Target,Unknown
DB02652,DrugToProtein,P15085,Target,Unknown
DB02656,DrugToProtein,P48736,Target,Unknown
DB02656,DrugToProtein,P11309,Target,Unknown
DB02659,DrugToProtein,P00326,Target,Unknown
DB02659,DrugToProtein,P62508,Target,Unknown
DB02659,DrugToProtein,P51161,Target,Unknown
DB02659,DrugToProtein,P13073,Target,Unknown
DB02659,DrugToProtein,P00395,Target,Unknown
DB02659,DrugToProtein,P00403,Target,Unknown
DB02659,DrugToProtein,P00414,Target,Unknown
DB02659,DrugToProtein,P20674,Target,Unknown
DB02659,DrugToProtein,P10606,Target,Unknown
DB02659,DrugToProtein,P09669,Target,Unknown
DB02659,DrugToProtein,P24311,Target,Unknown
DB02659,DrugToProtein,P15954,Target,Unknown
DB02659,DrugToProtein,P10176,Target,Unknown
DB02659,DrugToProtein,Q02221,Target,Unknown
DB02659,DrugToProtein,P14854,Target,Unknown
DB02659,DrugToProtein,P24310,Target,Unknown
DB02659,DrugToProtein,P04054,Target,Unknown
DB02659,DrugToProtein,P23141,Target,Unknown
DB02659,DrugToProtein,Q96RI1,Target,Unknown
DB02659,DrugToProtein,Q8TDU6,Target,Unknown
DB02659,DrugToProtein,P22830,Target,Unknown
DB02660,DrugToProtein,Q07343,Target,Inhibitor
DB02661,DrugToProtein,O43252,Target,Unknown
DB02662,DrugToProtein,P18031,Target,Unknown
DB02665,DrugToProtein,P07477,Target,Unknown
DB02670,DrugToProtein,O60264,Target,Unknown
DB02671,DrugToProtein,P02144,Target,Unknown
DB02673,DrugToProtein,P22303,Target,Unknown
DB02676,DrugToProtein,Q08499,Target,Unknown
DB02678,DrugToProtein,P47929,Target,Unknown
DB02679,DrugToProtein,P43235,Target,Unknown
DB02679,DrugToProtein,P00918,Target,Unknown
DB02681,DrugToProtein,P61024,Target,Unknown
DB02684,DrugToProtein,P07814,Target,Unknown
DB02685,DrugToProtein,P07858,Target,Unknown
DB02689,DrugToProtein,P05089,Target,Unknown
DB02690,DrugToProtein,P09874,Target,Unknown
DB02691,DrugToProtein,P51161,Target,Unknown
DB02696,DrugToProtein,P15291,Target,Unknown
DB02697,DrugToProtein,P45452,Target,Unknown
DB02697,DrugToProtein,P08254,Target,Unknown
DB02701,DrugToProtein,Q10588,Target,Product of
DB02701,DrugToProtein,Q9NXA8,Target,Product of
DB02701,DrugToProtein,P00338,Target,Product of
DB02701,DrugToProtein,P09874,Target,Product of
DB02701,DrugToProtein,Q10588,Target,Unknown
DB02701,DrugToProtein,Q9NXA8,Target,Unknown
DB02701,DrugToProtein,P00338,Target,Unknown
DB02701,DrugToProtein,P09874,Target,Unknown
DB02701,DrugToProtein,Q10588,Target,Binder
DB02701,DrugToProtein,Q9NXA8,Target,Binder
DB02701,DrugToProtein,P00338,Target,Binder
DB02701,DrugToProtein,P09874,Target,Binder
DB02705,DrugToProtein,P00749,Target,Unknown
DB02709,DrugToProtein,P16083,Target,Unknown
DB02709,DrugToProtein,P68400,Target,Unknown
DB02709,DrugToProtein,P23219,Target,Unknown
DB02709,DrugToProtein,P35354,Target,Unknown
DB02709,DrugToProtein,P16050,Target,Unknown
DB02709,DrugToProtein,P09917,Target,Unknown
DB02709,DrugToProtein,P35869,Target,Unknown
DB02709,DrugToProtein,Q8TCG2,Target,Unknown
DB02709,DrugToProtein,P08648,Target,Unknown
DB02709,DrugToProtein,P05106,Target,Unknown
DB02709,DrugToProtein,P05067,Target,Unknown
DB02709,DrugToProtein,P37840,Target,Unknown
DB02709,DrugToProtein,Q96EB6,Target,Unknown
DB02709,DrugToProtein,P03372,Target,Unknown
DB02709,DrugToProtein,P48039,Target,Unknown
DB02709,DrugToProtein,P49286,Target,Unknown
DB02709,DrugToProtein,Q86T13,Target,Unknown
DB02709,DrugToProtein,O75469,Target,Unknown
DB02709,DrugToProtein,Q14994,Target,Unknown
DB02709,DrugToProtein,P11166,Target,Unknown
DB02709,DrugToProtein,P16152,Target,Unknown
DB02709,DrugToProtein,Q07869,Target,Unknown
DB02709,DrugToProtein,P37231,Target,Unknown
DB02709,DrugToProtein,P31749,Target,Unknown
DB02709,DrugToProtein,Q92945,Target,Unknown
DB02709,DrugToProtein,P54577,Target,Unknown
DB02709,DrugToProtein,P16083,Target,Inhibitor
DB02709,DrugToProtein,P68400,Target,Inhibitor
DB02709,DrugToProtein,P23219,Target,Inhibitor
DB02709,DrugToProtein,P35354,Target,Inhibitor
DB02709,DrugToProtein,P16050,Target,Inhibitor
DB02709,DrugToProtein,P09917,Target,Inhibitor
DB02709,DrugToProtein,P35869,Target,Inhibitor
DB02709,DrugToProtein,Q8TCG2,Target,Inhibitor
DB02709,DrugToProtein,P08648,Target,Inhibitor
DB02709,DrugToProtein,P05106,Target,Inhibitor
DB02709,DrugToProtein,P05067,Target,Inhibitor
DB02709,DrugToProtein,P37840,Target,Inhibitor
DB02709,DrugToProtein,Q96EB6,Target,Inhibitor
DB02709,DrugToProtein,P03372,Target,Inhibitor
DB02709,DrugToProtein,P48039,Target,Inhibitor
DB02709,DrugToProtein,P49286,Target,Inhibitor
DB02709,DrugToProtein,Q86T13,Target,Inhibitor
DB02709,DrugToProtein,O75469,Target,Inhibitor
DB02709,DrugToProtein,Q14994,Target,Inhibitor
DB02709,DrugToProtein,P11166,Target,Inhibitor
DB02709,DrugToProtein,P16152,Target,Inhibitor
DB02709,DrugToProtein,Q07869,Target,Inhibitor
DB02709,DrugToProtein,P37231,Target,Inhibitor
DB02709,DrugToProtein,P31749,Target,Inhibitor
DB02709,DrugToProtein,Q92945,Target,Inhibitor
DB02709,DrugToProtein,P54577,Target,Inhibitor
DB02710,DrugToProtein,P80188,Target,Unknown
DB02712,DrugToProtein,P15121,Target,Inhibitor
DB02714,DrugToProtein,P07998,Target,Unknown
DB02715,DrugToProtein,P03372,Target,Unknown
DB02716,DrugToProtein,P06730,Target,Unknown
DB02719,DrugToProtein,P11217,Target,Unknown
DB02720,DrugToProtein,P11217,Target,Unknown
DB02721,DrugToProtein,P00326,Target,Unknown
DB02721,DrugToProtein,P00325,Target,Unknown
DB02721,DrugToProtein,P07327,Target,Unknown
DB02723,DrugToProtein,P00734,Target,Unknown
DB02726,DrugToProtein,P13929,Target,Unknown
DB02726,DrugToProtein,P30613,Target,Unknown
DB02726,DrugToProtein,P60174,Target,Unknown
DB02726,DrugToProtein,P14618,Target,Unknown
DB02726,DrugToProtein,P09104,Target,Unknown
DB02727,DrugToProtein,P29475,Target,Unknown
DB02728,DrugToProtein,P14174,Target,Unknown
DB02730,DrugToProtein,P19961,Target,Unknown
DB02731,DrugToProtein,P55809,Target,Unknown
DB02733,DrugToProtein,P78362,Target,Unknown
DB02733,DrugToProtein,P24941,Target,Unknown
DB02733,DrugToProtein,P11802,Target,Unknown
DB02733,DrugToProtein,P28482,Target,Unknown
DB02733,DrugToProtein,P27361,Target,Unknown
DB02733,DrugToProtein,P78362,Target,Inhibitor
DB02733,DrugToProtein,P24941,Target,Inhibitor
DB02733,DrugToProtein,P11802,Target,Inhibitor
DB02733,DrugToProtein,P28482,Target,Inhibitor
DB02733,DrugToProtein,P27361,Target,Inhibitor
DB02735,DrugToProtein,P08842,Target,Unknown
DB02740,DrugToProtein,P61769,Target,Unknown
DB02740,DrugToProtein,P01848,Target,Unknown
DB02740,DrugToProtein,P01850,Target,Unknown
DB02740,DrugToProtein,P04439,Target,Unknown
DB02741,DrugToProtein,P13631,Target,Unknown
DB02742,DrugToProtein,Q16706,Target,Unknown
DB02742,DrugToProtein,Q9UKM7,Target,Unknown
DB02744,DrugToProtein,P07477,Target,Unknown
DB02745,DrugToProtein,P62312,Target,Unknown
DB02746,DrugToProtein,P03372,Target,Unknown
DB02746,DrugToProtein,P06401,Target,Unknown
DB02746,DrugToProtein,Q92731,Target,Unknown
DB02746,DrugToProtein,Q07869,Target,Unknown
DB02746,DrugToProtein,Q03181,Target,Unknown
DB02746,DrugToProtein,P37231,Target,Unknown
DB02746,DrugToProtein,P19793,Target,Unknown
DB02746,DrugToProtein,P28702,Target,Unknown
DB02746,DrugToProtein,P48443,Target,Unknown
DB02750,DrugToProtein,Q7Z2Z2,Target,Unknown
DB02751,DrugToProtein,Q14353,Target,Unknown
DB02754,DrugToProtein,P07900,Target,Unknown
DB02754,DrugToProtein,P08238,Target,Unknown
DB02755,DrugToProtein,P20645,Target,Unknown
DB02757,DrugToProtein,P03372,Target,Unknown
DB02757,DrugToProtein,Q92731,Target,Unknown
DB02757,DrugToProtein,P00326,Target,Unknown
DB02758,DrugToProtein,Q9NZK7,Target,Unknown
DB02759,DrugToProtein,P61626,Target,Unknown
DB02761,DrugToProtein,Q16762,Target,Unknown
DB02762,DrugToProtein,P12931,Target,Unknown
DB02763,DrugToProtein,P29460,Target,Unknown
DB02767,DrugToProtein,Q9Y6Y9,Target,Unknown
DB02767,DrugToProtein,O00206,Target,Unknown
DB02772,DrugToProtein,Q8TE23,Target,Unknown
DB02772,DrugToProtein,P61626,Target,Unknown
DB02772,DrugToProtein,P68133,Target,Unknown
DB02772,DrugToProtein,O00244,Target,Unknown
DB02772,DrugToProtein,Q9Y3I0,Target,Unknown
DB02773,DrugToProtein,P23219,Target,Unknown
DB02774,DrugToProtein,P84077,Target,Unknown
DB02778,DrugToProtein,P09467,Target,Unknown
DB02779,DrugToProtein,Q06124,Target,Unknown
DB02783,DrugToProtein,P00505,Target,Unknown
DB02784,DrugToProtein,P18031,Target,Unknown
DB02789,DrugToProtein,O75469,Target,Unknown
DB02789,DrugToProtein,O00204,Target,Unknown
DB02795,DrugToProtein,Q9NZK7,Target,Unknown
DB02795,DrugToProtein,P04054,Target,Unknown
DB02796,DrugToProtein,P00491,Target,Unknown
DB02800,DrugToProtein,P34896,Target,Unknown
DB02803,DrugToProtein,P00797,Target,Unknown
DB02805,DrugToProtein,P07998,Target,Unknown
DB02811,DrugToProtein,P06276,Target,Unknown
DB02812,DrugToProtein,P07477,Target,Inhibitor
DB02813,DrugToProtein,P07686,Target,Unknown
DB02818,DrugToProtein,P42262,Target,Unknown
DB02820,DrugToProtein,Q99714,Target,Unknown
DB02821,DrugToProtein,P04181,Target,Inhibitor
DB02822,DrugToProtein,P00326,Target,Unknown
DB02824,DrugToProtein,P34896,Target,Unknown
DB02824,DrugToProtein,P11926,Target,Unknown
DB02825,DrugToProtein,P22303,Target,Unknown
DB02827,DrugToProtein,P18031,Target,Unknown
DB02830,DrugToProtein,P00813,Target,Unknown
DB02831,DrugToProtein,Q7Z4W1,Target,Unknown
DB02833,DrugToProtein,P20248,Target,Unknown
DB02833,DrugToProtein,P24941,Target,Unknown
DB02834,DrugToProtein,P15121,Target,Unknown
DB02835,DrugToProtein,P36871,Target,Unknown
DB02837,DrugToProtein,P11226,Target,Unknown
DB02838,DrugToProtein,P14920,Target,Unknown
DB02840,DrugToProtein,P07900,Target,Unknown
DB02843,DrugToProtein,P11217,Target,Unknown
DB02845,DrugToProtein,P06276,Target,Unknown
DB02845,DrugToProtein,P22303,Target,Unknown
DB02846,DrugToProtein,P08758,Target,Unknown
DB02848,DrugToProtein,P09467,Target,Unknown
DB02850,DrugToProtein,P32754,Target,Unknown
DB02852,DrugToProtein,Q13002,Target,Unknown
DB02854,DrugToProtein,P01859,Target,Unknown
DB02854,DrugToProtein,Q06520,Target,Unknown
DB02854,DrugToProtein,Q8NBQ5,Target,Unknown
DB02855,DrugToProtein,P07858,Target,Unknown
DB02857,DrugToProtein,P00491,Target,Unknown
DB02859,DrugToProtein,O00763,Target,Unknown
DB02860,DrugToProtein,P36873,Target,Unknown
DB02861,DrugToProtein,P00918,Target,Unknown
DB02866,DrugToProtein,P00918,Target,Unknown
DB02868,DrugToProtein,P0DP23,Target,Unknown
DB02869,DrugToProtein,P43235,Target,Unknown
DB02869,DrugToProtein,O60911,Target,Unknown
DB02871,DrugToProtein,P00326,Target,Unknown
DB02872,DrugToProtein,Q00987,Target,Unknown
DB02873,DrugToProtein,Q16539,Target,Unknown
DB02875,DrugToProtein,P07477,Target,Unknown
DB02877,DrugToProtein,P10826,Target,Unknown
DB02878,DrugToProtein,P13716,Target,Unknown
DB02884,DrugToProtein,P08048,Target,Unknown
DB02887,DrugToProtein,P15531,Target,Unknown
DB02888,DrugToProtein,P62942,Target,Unknown
DB02889,DrugToProtein,P04746,Target,Unknown
DB02890,DrugToProtein,P11172,Target,Unknown
DB02893,DrugToProtein,P50579,Target,Unknown
DB02894,DrugToProtein,P00918,Target,Unknown
DB02895,DrugToProtein,P00390,Target,Unknown
DB02898,DrugToProtein,P24941,Target,Unknown
DB02900,DrugToProtein,P11717,Target,Unknown
DB02900,DrugToProtein,P20645,Target,Unknown
DB02901,DrugToProtein,P03372,Target,Unknown
DB02901,DrugToProtein,P08235,Target,Unknown
DB02901,DrugToProtein,P10275,Target,Unknown
DB02901,DrugToProtein,P14061,Target,Unknown
DB02902,DrugToProtein,P49888,Target,Unknown
DB02908,DrugToProtein,P12931,Target,Unknown
DB02910,DrugToProtein,P30084,Target,Unknown
DB02910,DrugToProtein,P42126,Target,Unknown
DB02910,DrugToProtein,P11310,Target,Unknown
DB02911,DrugToProtein,P29474,Target,Unknown
DB02915,DrugToProtein,P20248,Target,Unknown
DB02915,DrugToProtein,P24941,Target,Unknown
DB02917,DrugToProtein,Q9BY41,Target,Unknown
DB02918,DrugToProtein,Q08499,Target,Unknown
DB02919,DrugToProtein,P00374,Target,Unknown
DB02924,DrugToProtein,Q8WX39,Target,Unknown
DB02925,DrugToProtein,Q13621,Target,Inhibitor
DB02929,DrugToProtein,P08758,Target,Unknown
DB02930,DrugToProtein,Q10588,Target,Unknown
DB02930,DrugToProtein,P17600,Target,Unknown
DB02930,DrugToProtein,O14874,Target,Unknown
DB02930,DrugToProtein,P16118,Target,Unknown
DB02930,DrugToProtein,P54278,Target,Unknown
DB02931,DrugToProtein,Q16613,Target,Unknown
DB02932,DrugToProtein,P10275,Target,Unknown
DB02933,DrugToProtein,Q13126,Target,Unknown
DB02935,DrugToProtein,P14625,Target,Unknown
DB02936,DrugToProtein,P14555,Target,Unknown
DB02938,DrugToProtein,P04054,Target,Unknown
DB02942,DrugToProtein,Q15075,Target,Unknown
DB02943,DrugToProtein,P08263,Target,Unknown
DB02950,DrugToProtein,P24941,Target,Inhibitor
DB02950,DrugToProtein,Q00535,Target,Inhibitor
DB02950,DrugToProtein,P06493,Target,Inhibitor
DB02950,DrugToProtein,P24941,Target,Unknown
DB02950,DrugToProtein,Q00535,Target,Unknown
DB02950,DrugToProtein,P06493,Target,Unknown
DB02952,DrugToProtein,P06850,Target,Unknown
DB02952,DrugToProtein,P01303,Target,Unknown
DB02953,DrugToProtein,P22894,Target,Unknown
DB02955,DrugToProtein,P21554,Target,Unknown
DB02955,DrugToProtein,P34972,Target,Unknown
DB02955,DrugToProtein,Q8NER1,Target,Unknown
DB02963,DrugToProtein,P24941,Target,Unknown
DB02964,DrugToProtein,P11217,Target,Unknown
DB02966,DrugToProtein,P42262,Target,Unknown
DB02967,DrugToProtein,Q05315,Target,Unknown
DB02973,DrugToProtein,P24941,Target,Unknown
DB02974,DrugToProtein,P20813,Target,Unknown
DB02977,DrugToProtein,P18031,Target,Unknown
DB02979,DrugToProtein,P29474,Target,Unknown
DB02983,DrugToProtein,Q05315,Target,Unknown
DB02983,DrugToProtein,Q92731,Target,Unknown
DB02984,DrugToProtein,Q16539,Target,Unknown
DB02986,DrugToProtein,P00918,Target,Unknown
