GoId:ID(GO),GoTermName,GoTermType,:LABEL
36072,Direct ossification,Biological_process,GO
36073,Perichondral ossification,Biological_process,GO
36074,Metaplastic ossification,Biological_process,GO
36075,Replacement ossification,Biological_process,GO
36076,Ligamentous ossification,Biological_process,GO
36077,Intratendonous ossification,Biological_process,GO
36078,Minus-end specific microtubule depolymerization,Biological_process,GO
36080,Purine nucleotide-sugar transmembrane transporter activity,Molecular_function,GO
36081,Extracellular ammonia-gated monoatomic ion channel activity,Molecular_function,GO
36082,Extracellular phenylacetaldehyde-gated monoatomic ion channel activity,Molecular_function,GO
36084,Gdp-fucose import into endoplasmic reticulum lumen,Biological_process,GO
36085,Gdp-fucose import into golgi lumen,Biological_process,GO
36087,Glutathione synthase complex,Cellular_component,GO
36088,D-serine catabolic process,Biological_process,GO
36089,Cleavage furrow formation,Biological_process,GO
36090,Cleavage furrow ingression,Biological_process,GO
36092,Phosphatidylinositol-3-phosphate biosynthetic process,Biological_process,GO
36093,Germ cell proliferation,Biological_process,GO
36094,Small molecule binding,Molecular_function,GO
36098,Male germ-line stem cell population maintenance,Biological_process,GO
36099,Female germ-line stem cell population maintenance,Biological_process,GO
36100,Leukotriene catabolic process,Biological_process,GO
36101,Leukotriene b4 catabolic process,Biological_process,GO
36102,Leukotriene b4 metabolic process,Biological_process,GO
36103,Kdo2-lipid a metabolic process,Biological_process,GO
36104,Kdo2-lipid a biosynthetic process,Biological_process,GO
36105,Peroxisome membrane class-1 targeting sequence binding,Molecular_function,GO
36106,Peroxisome membrane class-2 targeting sequence binding,Molecular_function,GO
36107,4-amino-4-deoxy-alpha-l-arabinopyranosyl undecaprenyl phosphate metabolic process,Biological_process,GO
36108,4-amino-4-deoxy-alpha-l-arabinopyranosyl undecaprenyl phosphate biosynthetic process,Biological_process,GO
36109,Alpha-linolenic acid metabolic process,Biological_process,GO
36110,Cellular response to inositol starvation,Biological_process,GO
36111,Very long-chain fatty-acyl-coa metabolic process,Biological_process,GO
36112,Medium-chain fatty-acyl-coa metabolic process,Biological_process,GO
36113,Very long-chain fatty-acyl-coa catabolic process,Biological_process,GO
36114,Medium-chain fatty-acyl-coa catabolic process,Biological_process,GO
36115,Fatty-acyl-coa catabolic process,Biological_process,GO
36116,Long-chain fatty-acyl-coa catabolic process,Biological_process,GO
36117,Hyaluranon cable,Cellular_component,GO
36118,Hyaluranon cable assembly,Biological_process,GO
36119,Response to platelet-derived growth factor,Biological_process,GO
36120,Cellular response to platelet-derived growth factor stimulus,Biological_process,GO
36121,Double-stranded dna helicase activity,Molecular_function,GO
36122,Bmp binding,Molecular_function,GO
36125,Fatty acid beta-oxidation multienzyme complex,Cellular_component,GO
36126,Sperm flagellum,Cellular_component,GO
36127,3-sulfino-l-alanine binding,Molecular_function,GO
36128,Catsper complex,Cellular_component,GO
36130,Prostaglandin h2 endoperoxidase reductase activity,Molecular_function,GO
36131,Prostaglandin d2 11-ketoreductase activity,Molecular_function,GO
36132,13-prostaglandin reductase activity,Molecular_function,GO
36133,11-hydroxythromboxane b2 dehydrogenase activity,Molecular_function,GO
36134,12-hydroxyheptadecatrienoic acid synthase activity,Molecular_function,GO
36135,Schwann cell migration,Biological_process,GO
36136,Kynurenine-oxaloacetate transaminase activity,Molecular_function,GO
36137,Kynurenine aminotransferase activity,Molecular_function,GO
36138,Peptidyl-histidine hydroxylation,Biological_process,GO
36139,Peptidyl-histidine dioxygenase activity,Molecular_function,GO
36140,[protein]-asparagine 3-dioxygenase activity,Molecular_function,GO
36141,L-phenylalanine-oxaloacetate transaminase activity,Molecular_function,GO
36143,Kringle domain binding,Molecular_function,GO
36145,Dendritic cell homeostasis,Biological_process,GO
36146,Cellular response to mycotoxin,Biological_process,GO
36147,Rumination,Biological_process,GO
36148,Phosphatidylglycerol acyl-chain remodeling,Biological_process,GO
36149,Phosphatidylinositol acyl-chain remodeling,Biological_process,GO
36150,Phosphatidylserine acyl-chain remodeling,Biological_process,GO
36151,Phosphatidylcholine acyl-chain remodeling,Biological_process,GO
36152,Phosphatidylethanolamine acyl-chain remodeling,Biological_process,GO
36153,Triglyceride acyl-chain remodeling,Biological_process,GO
36154,Diacylglycerol acyl-chain remodeling,Biological_process,GO
36155,Acylglycerol acyl-chain remodeling,Biological_process,GO
36156,Inner dynein arm,Cellular_component,GO
36157,Outer dynein arm,Cellular_component,GO
36158,Outer dynein arm assembly,Biological_process,GO
36159,Inner dynein arm assembly,Biological_process,GO
36160,Melanocyte-stimulating hormone secretion,Biological_process,GO
36161,Calcitonin secretion,Biological_process,GO
36162,Oxytocin production,Biological_process,GO
36163,3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid decarboxylase activity,Molecular_function,GO
36164,Cell-abiotic substrate adhesion,Biological_process,GO
36165,Invasive growth in response to heat,Biological_process,GO
36166,Phenotypic switching,Biological_process,GO
36167,Phenotypic switching in response to host,Biological_process,GO
36168,Filamentous growth of a population of unicellular organisms in response to heat,Biological_process,GO
36169,3-methoxy-4-hydroxy-5-decaprenylbenzoic acid decarboxylase activity,Molecular_function,GO
36170,Filamentous growth of a population of unicellular organisms in response to starvation,Biological_process,GO
36171,Filamentous growth of a population of unicellular organisms in response to chemical stimulus,Biological_process,GO
36172,Thiamine salvage,Biological_process,GO
36173,Thiosulfate binding,Molecular_function,GO
36174,Butane monooxygenase activity,Molecular_function,GO
36175,"Ribonucleoside-diphosphate reductase activity, glutaredoxin disulfide as acceptor",Molecular_function,GO
36176,Response to neutral ph,Biological_process,GO
36177,Filamentous growth of a population of unicellular organisms in response to ph,Biological_process,GO
36178,Filamentous growth of a population of unicellular organisms in response to neutral ph,Biological_process,GO
36179,Osteoclast maturation,Biological_process,GO
36180,Filamentous growth of a population of unicellular organisms in response to biotic stimulus,Biological_process,GO
36181,Protein localization to linear element,Biological_process,GO
36182,Asperthecin metabolic process,Biological_process,GO
36183,Asperthecin catabolic process,Biological_process,GO
36184,Asperthecin biosynthetic process,Biological_process,GO
36185,13-lipoxin reductase activity,Molecular_function,GO
36186,Early phagosome membrane,Cellular_component,GO
36187,"Cell growth mode switching, budding to filamentous",Biological_process,GO
36188,"Abieta-7,13-dien-18-al dehydrogenase activity",Molecular_function,GO
36189,"Abieta-7,13-diene hydroxylase activity",Molecular_function,GO
36190,Indole-2-monooxygenase activity,Molecular_function,GO
36191,Indolin-2-one monooxygenase activity,Molecular_function,GO
36192,3-hydroxyindolin-2-one monooxygenase activity,Molecular_function,GO
36193,"2-hydroxy-1,4-benzoxazin-3-one monooxygenase activity",Molecular_function,GO
36194,Muscle cell projection,Cellular_component,GO
36195,Muscle cell projection membrane,Cellular_component,GO
36196,Zymosterol metabolic process,Biological_process,GO
36197,Zymosterol biosynthetic process,Biological_process,GO
36198,Dtmp salvage,Biological_process,GO
36199,Cholest-4-en-3-one 26-monooxygenase activity,Molecular_function,GO
36200,3-ketosteroid 9-alpha-monooxygenase activity,Molecular_function,GO
36201,Ent-isokaurene c2-hydroxylase activity,Molecular_function,GO
36202,"Ent-cassa-12,15-diene 11-hydroxylase activity",Molecular_function,GO
36203,Taxoid 14-beta-hydroxylase activity,Molecular_function,GO
36204,"Abieta-7,13-dien-18-ol hydroxylase activity",Molecular_function,GO
36205,Histone catabolic process,Biological_process,GO
36209,"9beta-pimara-7,15-diene oxidase activity",Molecular_function,GO
36211,Protein modification process,Biological_process,GO
36213,Contractile ring contraction,Biological_process,GO
36215,Response to stem cell factor,Biological_process,GO
36216,Cellular response to stem cell factor stimulus,Biological_process,GO
36217,Dgtp diphosphatase activity,Molecular_function,GO
36218,Dttp diphosphatase activity,Molecular_function,GO
36219,Gtp diphosphatase activity,Molecular_function,GO
36220,Itp diphosphatase activity,Molecular_function,GO
36221,Utp diphosphatase activity,Molecular_function,GO
36222,Xtp diphosphatase activity,Molecular_function,GO
36223,Cellular response to adenine starvation,Biological_process,GO
36224,Pairing center,Cellular_component,GO
36225,Cellular response to vitamin b1 starvation,Biological_process,GO
36227,Mitotic g2 cell cycle arrest in response to glucose starvation,Biological_process,GO
36228,Protein localization to nuclear inner membrane,Biological_process,GO
36230,Granulocyte activation,Biological_process,GO
36234,Deglucuronidation,Biological_process,GO
36235,Acyl deglucuronidation,Biological_process,GO
36236,Acyl glucuronidation,Biological_process,GO
36237,Acyl-glucuronidase activity,Molecular_function,GO
36238,Gallate dioxygenase activity,Molecular_function,GO
36239,Taxoid 7beta-hydroxylase activity,Molecular_function,GO
36240,Septal periplasm,Cellular_component,GO
36241,Glutamate catabolic process to 4-hydroxybutyrate,Biological_process,GO
36242,Glutamate catabolic process to succinate via 2-oxoglutarate-dependent gaba-transaminase activity,Biological_process,GO
36243,Succinate-semialdehyde dehydrogenase (nadp+) activity,Molecular_function,GO
36244,Cellular response to neutral ph,Biological_process,GO
36245,Cellular response to menadione,Biological_process,GO
36246,Phytochelatin 2 import into vacuole,Biological_process,GO
36247,Phytochelatin 3 import into vacuole,Biological_process,GO
36248,Phytochelatin 4 import into vacuole,Biological_process,GO
36249,Cadmium ion import into vacuole,Biological_process,GO
36250,Peroxisome transport along microtubule,Biological_process,GO
36255,Response to methylamine,Biological_process,GO
36256,Cellular response to methylamine,Biological_process,GO
36257,Multivesicular body organization,Biological_process,GO
36258,Multivesicular body assembly,Biological_process,GO
36259,Aerobic raffinose catabolic process,Biological_process,GO
36260,Rna capping,Biological_process,GO
36261,7-methylguanosine cap hypermethylation,Biological_process,GO
36262,Granulysin production,Biological_process,GO
36265,Rna (guanine-n7)-methylation,Biological_process,GO
36266,Cdc48p-npl4p-vms1p aaa atpase complex,Cellular_component,GO
36267,Invasive filamentous growth,Biological_process,GO
36268,Swimming,Biological_process,GO
36269,Swimming behavior,Biological_process,GO
36270,Response to diuretic,Biological_process,GO
36271,Response to methylphenidate,Biological_process,GO
36272,Response to gemcitabine,Biological_process,GO
36273,Response to statin,Biological_process,GO
36274,Response to lapatinib,Biological_process,GO
36275,Response to 5-fluorouracil,Biological_process,GO
36276,Response to antidepressant,Biological_process,GO
36277,Response to anticonvulsant,Biological_process,GO
36279,Positive regulation of protein export from nucleus in response to glucose starvation,Biological_process,GO
36280,Cellular response to l-canavanine,Biological_process,GO
36284,Tubulobulbar complex,Cellular_component,GO
36285,Saga complex assembly,Biological_process,GO
36286,Eisosome filament,Cellular_component,GO
36287,Response to iloperidone,Biological_process,GO
36288,Response to ximelagatran,Biological_process,GO
36289,Peptidyl-serine autophosphorylation,Biological_process,GO
36290,Protein trans-autophosphorylation,Biological_process,GO
36291,Protein cis-autophosphorylation,Biological_process,GO
36292,Dna rewinding,Biological_process,GO
36293,Response to decreased oxygen levels,Biological_process,GO
36294,Cellular response to decreased oxygen levels,Biological_process,GO
36295,Cellular response to increased oxygen levels,Biological_process,GO
36296,Response to increased oxygen levels,Biological_process,GO
36297,Interstrand cross-link repair,Biological_process,GO
36298,Recombinational interstrand cross-link repair,Biological_process,GO
36299,Non-recombinational interstrand cross-link repair,Biological_process,GO
36300,B cell receptor internalization,Biological_process,GO
36301,Macrophage colony-stimulating factor production,Biological_process,GO
36302,Atrioventricular canal development,Biological_process,GO
36303,Lymph vessel morphogenesis,Biological_process,GO
36304,Umbilical cord morphogenesis,Biological_process,GO
36305,Ameloblast differentiation,Biological_process,GO
36306,Embryonic heart tube elongation,Biological_process,GO
36307,23s rrna (adenine(2030)-n(6))-methyltransferase activity,Molecular_function,GO
36308,16s rrna (guanine(1516)-n(2))-methyltransferase activity,Molecular_function,GO
36309,Protein localization to m-band,Biological_process,GO
36310,Atp-dependent dna/dna annealing activity,Molecular_function,GO
36311,Chitin disaccharide deacetylase activity,Molecular_function,GO
36312,Phosphatidylinositol 3-kinase regulatory subunit binding,Molecular_function,GO
36313,Phosphatidylinositol 3-kinase catalytic subunit binding,Molecular_function,GO
36314,Response to sterol,Biological_process,GO
36315,Cellular response to sterol,Biological_process,GO
36316,Srebp-scap complex retention in endoplasmic reticulum,Biological_process,GO
36317,Tyrosyl-rna phosphodiesterase activity,Molecular_function,GO
36318,Peptide pheromone receptor activity,Molecular_function,GO
36319,Mating-type m-factor pheromone receptor activity,Molecular_function,GO
36320,Mating-type p-factor pheromone receptor activity,Molecular_function,GO
36321,Ghrelin secretion,Biological_process,GO
36322,Pancreatic polypeptide secretion,Biological_process,GO
36323,Vascular endothelial growth factor receptor-1 signaling pathway,Biological_process,GO
36324,Vascular endothelial growth factor receptor-2 signaling pathway,Biological_process,GO
36325,Vascular endothelial growth factor receptor-3 signaling pathway,Biological_process,GO
36331,Avascular cornea development in camera-type eye,Biological_process,GO
36332,Placental growth factor receptor activity,Molecular_function,GO
36333,Hepatocyte homeostasis,Biological_process,GO
36334,Epidermal stem cell homeostasis,Biological_process,GO
36335,Intestinal stem cell homeostasis,Biological_process,GO
36336,Dendritic cell migration,Biological_process,GO
36337,Fas signaling pathway,Biological_process,GO
36338,Viral membrane,Cellular_component,GO
36339,Lymphocyte adhesion to endothelial cell of high endothelial venule,Biological_process,GO
36340,Chitin-based cuticle sclerotization by biomineralization,Biological_process,GO
36341,Chitin-based cuticle sclerotization by protein cross-linking,Biological_process,GO
36342,Post-anal tail morphogenesis,Biological_process,GO
36343,Psychomotor behavior,Biological_process,GO
36344,Platelet morphogenesis,Biological_process,GO
36345,Platelet maturation,Biological_process,GO
36346,Cellular response to l-cysteine,Biological_process,GO
36348,Hydantoin racemase activity,Molecular_function,GO
36349,Galactose-specific flocculation,Biological_process,GO
36350,Mannose-specific flocculation,Biological_process,GO
36354,2-desacetyl-2-hydroxyethyl bacteriochlorophyllide a dehydrogenase activity,Molecular_function,GO
36355,2-iminoacetate synthase activity,Molecular_function,GO
36356,"Cyclic 2,3-diphosphoglycerate synthetase activity",Molecular_function,GO
36357,2-phosphoglycerate kinase activity,Molecular_function,GO
36358,Lipoteichoic acid d-alanylation,Biological_process,GO
36359,Renal potassium excretion,Biological_process,GO
36360,Sorocarp stalk morphogenesis,Biological_process,GO
36361,"Racemase activity, acting on amino acids and derivatives",Molecular_function,GO
36362,Ascus membrane,Cellular_component,GO
36367,Light adaption,Biological_process,GO
36368,Cone photoresponse recovery,Biological_process,GO
36370,D-alanyl carrier activity,Molecular_function,GO
36371,Protein localization to t-tubule,Biological_process,GO
36372,Opsin transport,Biological_process,GO
36373,L-fucose mutarotase activity,Molecular_function,GO
36374,Glutathione hydrolase activity,Molecular_function,GO
36375,Kibra-ex-mer complex,Cellular_component,GO
36376,Sodium ion export across plasma membrane,Biological_process,GO
36377,Arbuscular mycorrhizal association,Biological_process,GO
36378,Calcitriol biosynthetic process from calciol,Biological_process,GO
36379,Myofilament,Cellular_component,GO
36380,Udp-n-acetylglucosamine-undecaprenyl-phosphate n-acetylglucosaminephosphotransferase activity,Molecular_function,GO
36381,Pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity,Molecular_function,GO
36382,Flavin reductase (nadh) activity,Molecular_function,GO
36383,"3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase activity",Molecular_function,GO
36384,Cdp phosphatase activity,Molecular_function,GO
36386,Bacterial nucleoid packaging,Biological_process,GO
36387,Pre-replicative complex,Cellular_component,GO
36388,Pre-replicative complex assembly,Biological_process,GO
36389,Bacterial pre-replicative complex,Cellular_component,GO
36390,Pre-replicative complex assembly involved in bacterial-type dna replication,Biological_process,GO
36391,Medial cortex septin ring,Cellular_component,GO
36392,Chemokine (c-c motif) ligand 20 production,Biological_process,GO
36393,Thiocyanate peroxidase activity,Molecular_function,GO
36394,Amylase secretion,Biological_process,GO
36395,Pancreatic amylase secretion,Biological_process,GO
36396,Rna n6-methyladenosine methyltransferase complex,Cellular_component,GO
36397,Formate dehydrogenase (quinone) activity,Molecular_function,GO
36398,Tcr signalosome,Cellular_component,GO
36399,Tcr signalosome assembly,Biological_process,GO
36400,Short neuropeptide f receptor activity,Molecular_function,GO
36401,Pyrokinin receptor activity,Molecular_function,GO
36402,Proteasome-activating activity,Molecular_function,GO
36403,Arachidonate 8(s)-lipoxygenase activity,Molecular_function,GO
36407,Mycolate outer membrane,Cellular_component,GO
36408,Histone h3k14 acetyltransferase activity,Molecular_function,GO
36409,Histone h3-k14 acetyltransferase complex,Cellular_component,GO
36410,Mst2 histone acetyltransferase complex,Cellular_component,GO
36411,H-ns-cnu complex,Cellular_component,GO
36412,Acetyl-coa:oxalate coa-transferase,Molecular_function,GO
36415,Regulation of trna stability,Biological_process,GO
36416,Trna stabilization,Biological_process,GO
36417,Trna destabilization,Biological_process,GO
36420,Extrinsic component of mycolate outer membrane,Cellular_component,GO
36421,Extrinsic component of external side of mycolate outer membrane,Cellular_component,GO
36423,"Hexaprenyl-diphosphate synthase ((2e,6e)-farnesyl-diphosphate specific) activity",Molecular_function,GO
36424,L-phosphoserine phosphatase activity,Molecular_function,GO
36426,"Ditrans, polycis-undecaprenyl-phosphate mannosyltransferase activity",Molecular_function,GO
36427,All-trans-undecaprenyl-phosphate mannosyltransferase activity,Molecular_function,GO
36428,Adenosylcobinamide kinase (gtp-specific) activity,Molecular_function,GO
36429,Adenosylcobinamide kinase (atp-specific) activity,Molecular_function,GO
36430,Cmp kinase activity,Molecular_function,GO
36431,Dcmp kinase activity,Molecular_function,GO
36432,All-trans undecaprenol kinase activity,Molecular_function,GO
36433,"Di-trans, poly-cis-undecaprenol kinase activity",Molecular_function,GO
36434,Nitronate monooxygenase (fmn-linked) activity,Molecular_function,GO
36435,K48-linked polyubiquitin modification-dependent protein binding,Molecular_function,GO
36436,Isw1a complex,Cellular_component,GO
36437,Isw1b complex,Cellular_component,GO
36438,Maintenance of lens transparency,Biological_process,GO
36440,Citrate synthase activity,Molecular_function,GO
36441,2-dehydropantolactone reductase activity,Molecular_function,GO
36443,Dermatan 6-sulfotransferase activity,Molecular_function,GO
36444,Calcium import into the mitochondrion,Biological_process,GO
36445,Neuronal stem cell division,Biological_process,GO
36446,Myofibroblast differentiation,Biological_process,GO
36447,Cellular response to sugar-phosphate stress,Biological_process,GO
36448,Cellular response to glucose-phosphate stress,Biological_process,GO
36449,Microtubule minus-end,Cellular_component,GO
36450,Polyuridylation-dependent decapping of nuclear-transcribed mrna,Biological_process,GO
36452,Escrt complex,Cellular_component,GO
36453,Transitive rna interference,Biological_process,GO
36454,Growth factor complex,Cellular_component,GO
36455,Iron-sulfur transferase activity,Molecular_function,GO
36456,L-methionine-(s)-s-oxide reductase activity,Molecular_function,GO
36457,Keratohyalin granule,Cellular_component,GO
36458,Hepatocyte growth factor binding,Molecular_function,GO
36460,Cellular response to cell envelope stress,Biological_process,GO
36461,Bloc-2 complex binding,Molecular_function,GO
36462,Trail-activated apoptotic signaling pathway,Biological_process,GO
36463,Trail receptor activity,Molecular_function,GO
36464,Cytoplasmic ribonucleoprotein granule,Cellular_component,GO
36465,Synaptic vesicle recycling,Biological_process,GO
36466,Synaptic vesicle recycling via endosome,Biological_process,GO
36467,5-hydroxy-l-tryptophan decarboxylase activity,Molecular_function,GO
36468,L-dopa decarboxylase activity,Molecular_function,GO
36469,L-tryptophan decarboxylase activity,Molecular_function,GO
36470,Tyrosine 3-monooxygenase activator activity,Molecular_function,GO
36471,Cellular response to glyoxal,Biological_process,GO
36477,Somatodendritic compartment,Cellular_component,GO
36478,L-dopa decarboxylase activator activity,Molecular_function,GO
36479,Peroxidase inhibitor activity,Molecular_function,GO
36480,Neuron intrinsic apoptotic signaling pathway in response to oxidative stress,Biological_process,GO
36481,Intrinsic apoptotic signaling pathway in response to hydrogen peroxide,Biological_process,GO
36482,Neuron intrinsic apoptotic signaling pathway in response to hydrogen peroxide,Biological_process,GO
36483,Neuron intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,Biological_process,GO
36484,Trunk neural crest cell migration,Biological_process,GO
36485,Dorsolateral trunk neural crest cell migration,Biological_process,GO
36486,Ventral trunk neural crest cell migration,Biological_process,GO
36487,Nitric-oxide synthase inhibitor activity,Molecular_function,GO
36488,Chop-c/ebp complex,Cellular_component,GO
36489,Neuromelanin biosynthetic process,Biological_process,GO
36490,Regulation of translation in response to endoplasmic reticulum stress,Biological_process,GO
36491,Regulation of translation initiation in response to endoplasmic reticulum stress,Biological_process,GO
36492,Eif2alpha phosphorylation in response to endoplasmic reticulum stress,Biological_process,GO
36493,Positive regulation of translation in response to endoplasmic reticulum stress,Biological_process,GO
36494,Positive regulation of translation initiation in response to endoplasmic reticulum stress,Biological_process,GO
36495,Negative regulation of translation initiation in response to endoplasmic reticulum stress,Biological_process,GO
36496,Regulation of translational initiation by eif2 alpha dephosphorylation,Biological_process,GO
36497,Eif2alpha dephosphorylation in response to endoplasmic reticulum stress,Biological_process,GO
36498,Ire1-mediated unfolded protein response,Biological_process,GO
36499,Perk-mediated unfolded protein response,Biological_process,GO
36500,Atf6-mediated unfolded protein response,Biological_process,GO
36501,Ufd1-npl4 complex,Cellular_component,GO
36502,Derlin-1-vimp complex,Cellular_component,GO
36503,Erad pathway,Biological_process,GO
36504,Golgi membrane fusion,Biological_process,GO
36505,Prosaposin receptor activity,Molecular_function,GO
36506,Maintenance of unfolded protein,Biological_process,GO
36507,Protein demannosylation,Biological_process,GO
36508,"Protein alpha-1,2-demannosylation",Biological_process,GO
36509,Trimming of terminal mannose on b branch,Biological_process,GO
36510,Trimming of terminal mannose on c branch,Biological_process,GO
36511,Trimming of first mannose on a branch,Biological_process,GO
36512,Trimming of second mannose on a branch,Biological_process,GO
36513,Derlin-1 retrotranslocation complex,Cellular_component,GO
36514,Dopaminergic neuron axon guidance,Biological_process,GO
36515,Serotonergic neuron axon guidance,Biological_process,GO
36516,Chemoattraction of dopaminergic neuron axon,Biological_process,GO
36517,Chemoattraction of serotonergic neuron axon,Biological_process,GO
36518,Chemorepulsion of dopaminergic neuron axon,Biological_process,GO
36519,Chemorepulsion of serotonergic neuron axon,Biological_process,GO
36520,Astrocyte-dopaminergic neuron signaling,Biological_process,GO
36521,Modulation by symbiont of host protein localization to phagocytic vesicle,Biological_process,GO
36522,Negative regulation by symbiont of host protein localization to phagocytic vesicle,Biological_process,GO
36524,Protein deglycase activity,Molecular_function,GO
36525,Protein deglycation,Biological_process,GO
36526,Peptidyl-cysteine deglycation,Biological_process,GO
36527,Peptidyl-arginine deglycation,Biological_process,GO
36528,Peptidyl-lysine deglycation,Biological_process,GO
36529,"Protein deglycation, glyoxal removal",Biological_process,GO
36530,"Protein deglycation, methylglyoxal removal",Biological_process,GO
38001,Paracrine signaling,Biological_process,GO
38002,Endocrine signaling,Biological_process,GO
38003,G protein-coupled opioid receptor signaling pathway,Biological_process,GO
38004,Epidermal growth factor receptor ligand maturation,Biological_process,GO
38006,Netrin receptor activity involved in chemoattraction,Molecular_function,GO
38007,Netrin-activated signaling pathway,Biological_process,GO
38009,Regulation of signal transduction by receptor internalization,Biological_process,GO
38010,Positive regulation of signal transduction by receptor internalization,Biological_process,GO
38011,Negative regulation of signal transduction by receptor internalization,Biological_process,GO
38014,Negative regulation of insulin receptor signaling pathway by insulin receptor internalization,Biological_process,GO
38015,Positive regulation of insulin receptor signaling pathway by insulin receptor internalization,Biological_process,GO
38016,Insulin receptor internalization,Biological_process,GO
38017,Wnt receptor internalization,Biological_process,GO
38018,Wnt receptor catabolic process,Biological_process,GO
38019,Wnt receptor recycling,Biological_process,GO
38020,Insulin receptor recycling,Biological_process,GO
38021,Leptin receptor activity,Molecular_function,GO
38022,G protein-coupled olfactory receptor activity,Molecular_function,GO
38023,Signaling receptor activity,Molecular_function,GO
38024,Cargo receptor activity,Molecular_function,GO
38025,Reelin receptor activity,Molecular_function,GO
38026,Reelin-mediated signaling pathway,Biological_process,GO
38027,Apolipoprotein a-i-mediated signaling pathway,Biological_process,GO
38032,Termination of g protein-coupled receptor signaling pathway,Biological_process,GO
38033,Positive regulation of endothelial cell chemotaxis by vegf-activated vascular endothelial growth factor receptor signaling pathway,Biological_process,GO
38034,Signal transduction in absence of ligand,Biological_process,GO
38035,Ligand-independent adenylate cyclase-activating g protein-coupled receptor signaling pathway,Biological_process,GO
38036,Sphingosine-1-phosphate receptor activity,Molecular_function,GO
38037,G protein-coupled receptor dimeric complex,Cellular_component,GO
38038,G protein-coupled receptor homodimeric complex,Cellular_component,GO
38039,G protein-coupled receptor heterodimeric complex,Cellular_component,GO
38041,Cross-receptor inhibition within g protein-coupled receptor heterodimer,Biological_process,GO
38043,Interleukin-5-mediated signaling pathway,Biological_process,GO
38045,Large latent transforming growth factor-beta complex,Cellular_component,GO
38046,G protein-coupled enkephalin receptor activity,Molecular_function,GO
38047,Morphine receptor activity,Molecular_function,GO
38048,Dynorphin receptor activity,Molecular_function,GO
38054,G protein-coupled estrogen receptor activity,Molecular_function,GO
38055,Bmp secretion,Biological_process,GO
38057,Tnfsf11 binding,Molecular_function,GO
38059,Ikkalpha-ikkalpha complex,Cellular_component,GO
38060,Nitric oxide-cgmp-mediated signaling,Biological_process,GO
38061,Non-canonical nf-kappab signal transduction,Biological_process,GO
38062,Protein tyrosine kinase collagen receptor activity,Molecular_function,GO
38063,Collagen-activated tyrosine kinase receptor signaling pathway,Biological_process,GO
38064,Collagen receptor activity,Molecular_function,GO
38065,Collagen-activated signaling pathway,Biological_process,GO
38066,P38mapk cascade,Biological_process,GO
38083,Peptidyl-tyrosine autophosphorylation,Biological_process,GO
38084,Vascular endothelial growth factor signaling pathway,Biological_process,GO
38085,Vascular endothelial growth factor binding,Molecular_function,GO
38086,Vegf-activated platelet-derived growth factor receptor signaling pathway,Biological_process,GO
38087,Vegf-activated platelet-derived growth factor receptor-alpha signaling pathway,Biological_process,GO
38088,Vegf-activated platelet-derived growth factor receptor-beta signaling pathway,Biological_process,GO
38089,Positive regulation of cell migration by vascular endothelial growth factor signaling pathway,Biological_process,GO
38090,Positive regulation of cell migration by vegf-activated platelet derived growth factor receptor signaling pathway,Biological_process,GO
38091,Positive regulation of cell proliferation by vegf-activated platelet derived growth factor receptor signaling pathway,Biological_process,GO
38092,Nodal signaling pathway,Biological_process,GO
38093,Fc receptor signaling pathway,Biological_process,GO
38094,Fc-gamma receptor signaling pathway,Biological_process,GO
38095,Fc-epsilon receptor signaling pathway,Biological_process,GO
38096,Fc-gamma receptor signaling pathway involved in phagocytosis,Biological_process,GO
38097,Positive regulation of mast cell activation by fc-epsilon receptor signaling pathway,Biological_process,GO
38098,Sequestering of bmp from receptor via bmp binding,Biological_process,GO
38099,Nodal receptor complex assembly,Biological_process,GO
38100,Nodal binding,Molecular_function,GO
38101,Sequestering of nodal from receptor via nodal binding,Biological_process,GO
38102,Activin receptor antagonist activity,Molecular_function,GO
38104,Nodal receptor complex,Cellular_component,GO
38105,Sequestering of tgfbeta from receptor via tgfbeta binding,Biological_process,GO
38106,Choriogonadotropin hormone binding,Molecular_function,GO
38108,Negative regulation of appetite by leptin-mediated signaling pathway,Biological_process,GO
38109,Kit signaling pathway,Biological_process,GO
38110,Interleukin-2-mediated signaling pathway,Biological_process,GO
38111,Interleukin-7-mediated signaling pathway,Biological_process,GO
38112,Interleukin-8-mediated signaling pathway,Biological_process,GO
38113,Interleukin-9-mediated signaling pathway,Biological_process,GO
38114,Interleukin-21-mediated signaling pathway,Biological_process,GO
38115,Chemokine (c-c motif) ligand 19 signaling pathway,Biological_process,GO
38116,Chemokine (c-c motif) ligand 21 signaling pathway,Biological_process,GO
38117,C-c motif chemokine 19 receptor activity,Molecular_function,GO
38118,C-c chemokine receptor ccr7 signaling pathway,Biological_process,GO
38119,Ccl19-activated ccr7 signaling pathway,Biological_process,GO
38120,Ccl21-activated ccr7 signaling pathway,Biological_process,GO
38121,C-c motif chemokine 21 receptor activity,Molecular_function,GO
38122,C-c motif chemokine 5 receptor activity,Molecular_function,GO
38123,Toll-like receptor tlr1:tlr2 signaling pathway,Biological_process,GO
