PathwayId:START_ID(Pathway),Relation:TYPE,PathwayId:END_ID(Pathway),RelationName
R-HSA-212436,PathwayToPathway,R-HSA-2173793,Is parent of
R-HSA-212436,PathwayToPathway,R-HSA-350054,Is parent of
R-HSA-212436,PathwayToPathway,R-HSA-3700989,Is parent of
R-HSA-212436,PathwayToPathway,R-HSA-383280,Is parent of
R-HSA-212436,PathwayToPathway,R-HSA-8853884,Is parent of
R-HSA-212436,PathwayToPathway,R-HSA-8864260,Is parent of
R-HSA-212436,PathwayToPathway,R-HSA-8878159,Is parent of
R-HSA-212436,PathwayToPathway,R-HSA-8878166,Is parent of
R-HSA-212436,PathwayToPathway,R-HSA-8878171,Is parent of
R-HSA-212436,PathwayToPathway,R-HSA-8953750,Is parent of
R-HSA-212436,PathwayToPathway,R-HSA-8986944,Is parent of
R-HSA-212436,PathwayToPathway,R-HSA-9614085,Is parent of
R-HSA-212436,PathwayToPathway,R-HSA-9634815,Is parent of
R-HSA-2142753,PathwayToPathway,R-HSA-2142670,Is parent of
R-HSA-2142753,PathwayToPathway,R-HSA-2142688,Is parent of
R-HSA-2142753,PathwayToPathway,R-HSA-2142691,Is parent of
R-HSA-2142753,PathwayToPathway,R-HSA-2142696,Is parent of
R-HSA-2142753,PathwayToPathway,R-HSA-2142712,Is parent of
R-HSA-2142753,PathwayToPathway,R-HSA-2142770,Is parent of
R-HSA-2142753,PathwayToPathway,R-HSA-2142816,Is parent of
R-HSA-2142753,PathwayToPathway,R-HSA-2162123,Is parent of
R-HSA-2142845,PathwayToPathway,R-HSA-2142850,Is parent of
R-HSA-2142845,PathwayToPathway,R-HSA-2160916,Is parent of
R-HSA-2161522,PathwayToPathway,R-HSA-2161517,Is parent of
R-HSA-2161522,PathwayToPathway,R-HSA-2161541,Is parent of
R-HSA-2172127,PathwayToPathway,R-HSA-2424491,Is parent of
R-HSA-2173782,PathwayToPathway,R-HSA-2168880,Is parent of
R-HSA-2173782,PathwayToPathway,R-HSA-3000471,Is parent of
R-HSA-2173782,PathwayToPathway,R-HSA-3000480,Is parent of
R-HSA-2173782,PathwayToPathway,R-HSA-3000484,Is parent of
R-HSA-2173782,PathwayToPathway,R-HSA-3000497,Is parent of
R-HSA-2173789,PathwayToPathway,R-HSA-2173788,Is parent of
R-HSA-2173793,PathwayToPathway,R-HSA-2173795,Is parent of
R-HSA-2173793,PathwayToPathway,R-HSA-2173796,Is parent of
R-HSA-2187338,PathwayToPathway,R-HSA-2187335,Is parent of
R-HSA-2187338,PathwayToPathway,R-HSA-2453902,Is parent of
R-HSA-2187338,PathwayToPathway,R-HSA-2514856,Is parent of
R-HSA-2187338,PathwayToPathway,R-HSA-975634,Is parent of
R-HSA-2206281,PathwayToPathway,R-HSA-2206280,Is parent of
R-HSA-2206281,PathwayToPathway,R-HSA-2206282,Is parent of
R-HSA-2206281,PathwayToPathway,R-HSA-2206285,Is parent of
R-HSA-2206281,PathwayToPathway,R-HSA-2206290,Is parent of
R-HSA-2206281,PathwayToPathway,R-HSA-2206291,Is parent of
R-HSA-2206281,PathwayToPathway,R-HSA-2206292,Is parent of
R-HSA-2206281,PathwayToPathway,R-HSA-2206296,Is parent of
R-HSA-2206281,PathwayToPathway,R-HSA-2206302,Is parent of
R-HSA-2206281,PathwayToPathway,R-HSA-2206305,Is parent of
R-HSA-2206281,PathwayToPathway,R-HSA-2206307,Is parent of
R-HSA-2206281,PathwayToPathway,R-HSA-2206308,Is parent of
R-HSA-2219528,PathwayToPathway,R-HSA-2219530,Is parent of
R-HSA-2219528,PathwayToPathway,R-HSA-5674400,Is parent of
R-HSA-2219528,PathwayToPathway,R-HSA-5674404,Is parent of
R-HSA-2262752,PathwayToPathway,R-HSA-1234174,Is parent of
R-HSA-2262752,PathwayToPathway,R-HSA-2559583,Is parent of
R-HSA-2262752,PathwayToPathway,R-HSA-3371497,Is parent of
R-HSA-2262752,PathwayToPathway,R-HSA-3371556,Is parent of
R-HSA-2262752,PathwayToPathway,R-HSA-381119,Is parent of
R-HSA-2262752,PathwayToPathway,R-HSA-9648895,Is parent of
R-HSA-2262752,PathwayToPathway,R-HSA-9707616,Is parent of
R-HSA-2262752,PathwayToPathway,R-HSA-9711097,Is parent of
R-HSA-2262752,PathwayToPathway,R-HSA-9711123,Is parent of
R-HSA-2262752,PathwayToPathway,R-HSA-9840373,Is parent of
R-HSA-2404192,PathwayToPathway,R-HSA-2428924,Is parent of
R-HSA-2408522,PathwayToPathway,R-HSA-2408499,Is parent of
R-HSA-2408522,PathwayToPathway,R-HSA-2408508,Is parent of
R-HSA-2408522,PathwayToPathway,R-HSA-2408550,Is parent of
R-HSA-2408522,PathwayToPathway,R-HSA-2408552,Is parent of
R-HSA-2408522,PathwayToPathway,R-HSA-2408557,Is parent of
R-HSA-2408522,PathwayToPathway,R-HSA-5263617,Is parent of
R-HSA-2428924,PathwayToPathway,R-HSA-2428928,Is parent of
R-HSA-2428924,PathwayToPathway,R-HSA-2428933,Is parent of
R-HSA-2428928,PathwayToPathway,R-HSA-112399,Is parent of
R-HSA-2453864,PathwayToPathway,R-HSA-2466712,Is parent of
R-HSA-2453902,PathwayToPathway,R-HSA-2466712,Is parent of
R-HSA-2454202,PathwayToPathway,R-HSA-2730905,Is parent of
R-HSA-2454202,PathwayToPathway,R-HSA-2871796,Is parent of
R-HSA-2454202,PathwayToPathway,R-HSA-2871809,Is parent of
R-HSA-2454202,PathwayToPathway,R-HSA-2871837,Is parent of
R-HSA-2474795,PathwayToPathway,R-HSA-2453864,Is parent of
R-HSA-2474795,PathwayToPathway,R-HSA-6809583,Is parent of
R-HSA-2514856,PathwayToPathway,R-HSA-2485179,Is parent of
R-HSA-2514856,PathwayToPathway,R-HSA-2514859,Is parent of
R-HSA-2555396,PathwayToPathway,R-HSA-68881,Is parent of
R-HSA-2555396,PathwayToPathway,R-HSA-68882,Is parent of
R-HSA-2559583,PathwayToPathway,R-HSA-2559580,Is parent of
R-HSA-2559583,PathwayToPathway,R-HSA-2559582,Is parent of
R-HSA-2559583,PathwayToPathway,R-HSA-2559585,Is parent of
R-HSA-2559583,PathwayToPathway,R-HSA-2559586,Is parent of
R-HSA-2559586,PathwayToPathway,R-HSA-2559584,Is parent of
R-HSA-2644602,PathwayToPathway,R-HSA-2644606,Is parent of
R-HSA-2644603,PathwayToPathway,R-HSA-2644602,Is parent of
R-HSA-2644603,PathwayToPathway,R-HSA-2644605,Is parent of
R-HSA-2644603,PathwayToPathway,R-HSA-2660825,Is parent of
R-HSA-2644603,PathwayToPathway,R-HSA-2691230,Is parent of
R-HSA-2644603,PathwayToPathway,R-HSA-2894858,Is parent of
R-HSA-2644605,PathwayToPathway,R-HSA-2644607,Is parent of
R-HSA-2660825,PathwayToPathway,R-HSA-2660826,Is parent of
R-HSA-2672351,PathwayToPathway,R-HSA-3295583,Is parent of
R-HSA-2682334,PathwayToPathway,R-HSA-3928662,Is parent of
R-HSA-2682334,PathwayToPathway,R-HSA-3928663,Is parent of
R-HSA-2682334,PathwayToPathway,R-HSA-3928664,Is parent of
R-HSA-2682334,PathwayToPathway,R-HSA-3928665,Is parent of
R-HSA-2691230,PathwayToPathway,R-HSA-2691232,Is parent of
R-HSA-2894858,PathwayToPathway,R-HSA-2894862,Is parent of
R-HSA-2980736,PathwayToPathway,R-HSA-2022377,Is parent of
R-HSA-2980736,PathwayToPathway,R-HSA-209952,Is parent of
R-HSA-2980736,PathwayToPathway,R-HSA-264876,Is parent of
R-HSA-2980736,PathwayToPathway,R-HSA-400508,Is parent of
R-HSA-2980736,PathwayToPathway,R-HSA-422085,Is parent of
R-HSA-2980766,PathwayToPathway,R-HSA-2980767,Is parent of
R-HSA-2980766,PathwayToPathway,R-HSA-3301854,Is parent of
R-HSA-2980766,PathwayToPathway,R-HSA-4419969,Is parent of
R-HSA-2990846,PathwayToPathway,R-HSA-3108232,Is parent of
R-HSA-2990846,PathwayToPathway,R-HSA-3215018,Is parent of
R-HSA-2995410,PathwayToPathway,R-HSA-2995383,Is parent of
R-HSA-2995410,PathwayToPathway,R-HSA-9615933,Is parent of
R-HSA-2995410,PathwayToPathway,R-HSA-9668328,Is parent of
R-HSA-3000171,PathwayToPathway,R-HSA-3000170,Is parent of
R-HSA-3108232,PathwayToPathway,R-HSA-3108214,Is parent of
R-HSA-3108232,PathwayToPathway,R-HSA-3232118,Is parent of
R-HSA-3108232,PathwayToPathway,R-HSA-3232142,Is parent of
R-HSA-3108232,PathwayToPathway,R-HSA-3899300,Is parent of
R-HSA-3108232,PathwayToPathway,R-HSA-4085377,Is parent of
R-HSA-3108232,PathwayToPathway,R-HSA-4090294,Is parent of
R-HSA-3108232,PathwayToPathway,R-HSA-4551638,Is parent of
R-HSA-3108232,PathwayToPathway,R-HSA-4570464,Is parent of
R-HSA-3108232,PathwayToPathway,R-HSA-4615885,Is parent of
R-HSA-3108232,PathwayToPathway,R-HSA-4655427,Is parent of
R-HSA-3108232,PathwayToPathway,R-HSA-4755510,Is parent of
R-HSA-3108232,PathwayToPathway,R-HSA-9793242,Is parent of
R-HSA-3134975,PathwayToPathway,R-HSA-3248023,Is parent of
R-HSA-3215018,PathwayToPathway,R-HSA-3065676,Is parent of
R-HSA-3215018,PathwayToPathway,R-HSA-3065678,Is parent of
R-HSA-3215018,PathwayToPathway,R-HSA-3065679,Is parent of
R-HSA-3229121,PathwayToPathway,R-HSA-3229133,Is parent of
R-HSA-3229121,PathwayToPathway,R-HSA-3274531,Is parent of
R-HSA-3229121,PathwayToPathway,R-HSA-3282872,Is parent of
R-HSA-3229121,PathwayToPathway,R-HSA-3785653,Is parent of
R-HSA-3229121,PathwayToPathway,R-HSA-3814836,Is parent of
R-HSA-3229121,PathwayToPathway,R-HSA-3828062,Is parent of
R-HSA-3229121,PathwayToPathway,R-HSA-3858516,Is parent of
R-HSA-3229121,PathwayToPathway,R-HSA-3878781,Is parent of
R-HSA-3229121,PathwayToPathway,R-HSA-5357609,Is parent of
R-HSA-3247509,PathwayToPathway,R-HSA-3214815,Is parent of
R-HSA-3247509,PathwayToPathway,R-HSA-3214841,Is parent of
R-HSA-3247509,PathwayToPathway,R-HSA-3214842,Is parent of
R-HSA-3247509,PathwayToPathway,R-HSA-3214847,Is parent of
R-HSA-3247509,PathwayToPathway,R-HSA-3214858,Is parent of
R-HSA-3296469,PathwayToPathway,R-HSA-3359454,Is parent of
R-HSA-3296469,PathwayToPathway,R-HSA-3359457,Is parent of
R-HSA-3296469,PathwayToPathway,R-HSA-3359462,Is parent of
R-HSA-3296469,PathwayToPathway,R-HSA-3359463,Is parent of
R-HSA-3296469,PathwayToPathway,R-HSA-3359467,Is parent of
R-HSA-3296469,PathwayToPathway,R-HSA-3359469,Is parent of
R-HSA-3296469,PathwayToPathway,R-HSA-3359471,Is parent of
R-HSA-3296469,PathwayToPathway,R-HSA-3359473,Is parent of
R-HSA-3296469,PathwayToPathway,R-HSA-3359474,Is parent of
R-HSA-3296469,PathwayToPathway,R-HSA-3359475,Is parent of
R-HSA-3296469,PathwayToPathway,R-HSA-3359485,Is parent of
R-HSA-3296469,PathwayToPathway,R-HSA-5683329,Is parent of
R-HSA-3296482,PathwayToPathway,R-HSA-3296469,Is parent of
R-HSA-3296482,PathwayToPathway,R-HSA-3323169,Is parent of
R-HSA-3304347,PathwayToPathway,R-HSA-3311021,Is parent of
R-HSA-3304349,PathwayToPathway,R-HSA-3304356,Is parent of
R-HSA-3304349,PathwayToPathway,R-HSA-3315487,Is parent of
R-HSA-3304351,PathwayToPathway,R-HSA-3304347,Is parent of
R-HSA-3304351,PathwayToPathway,R-HSA-3304349,Is parent of
R-HSA-3304351,PathwayToPathway,R-HSA-3642278,Is parent of
R-HSA-3304351,PathwayToPathway,R-HSA-3656534,Is parent of
R-HSA-3323169,PathwayToPathway,R-HSA-3371598,Is parent of
R-HSA-3323169,PathwayToPathway,R-HSA-3371599,Is parent of
R-HSA-3371556,PathwayToPathway,R-HSA-3371453,Is parent of
R-HSA-3371556,PathwayToPathway,R-HSA-3371511,Is parent of
R-HSA-3371556,PathwayToPathway,R-HSA-3371571,Is parent of
R-HSA-3371571,PathwayToPathway,R-HSA-3371568,Is parent of
R-HSA-351202,PathwayToPathway,R-HSA-350562,Is parent of
R-HSA-351202,PathwayToPathway,R-HSA-351143,Is parent of
R-HSA-351202,PathwayToPathway,R-HSA-351200,Is parent of
R-HSA-354192,PathwayToPathway,R-HSA-354194,Is parent of
R-HSA-354192,PathwayToPathway,R-HSA-372708,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3560783,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3560792,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3560796,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3560801,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3595172,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3595174,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3595177,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3656225,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3656234,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3656237,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3656243,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3656244,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3656248,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-3656253,Is parent of
R-HSA-3560782,PathwayToPathway,R-HSA-4420332,Is parent of
R-HSA-3642278,PathwayToPathway,R-HSA-3642279,Is parent of
R-HSA-3642278,PathwayToPathway,R-HSA-3645790,Is parent of
R-HSA-3656534,PathwayToPathway,R-HSA-3656532,Is parent of
R-HSA-3656534,PathwayToPathway,R-HSA-3656535,Is parent of
R-HSA-3700989,PathwayToPathway,R-HSA-5628897,Is parent of
R-HSA-3700989,PathwayToPathway,R-HSA-5633007,Is parent of
R-HSA-3700989,PathwayToPathway,R-HSA-5633008,Is parent of
R-HSA-3700989,PathwayToPathway,R-HSA-6791312,Is parent of
R-HSA-3700989,PathwayToPathway,R-HSA-6796648,Is parent of
R-HSA-372790,PathwayToPathway,R-HSA-388396,Is parent of
R-HSA-372790,PathwayToPathway,R-HSA-500792,Is parent of
R-HSA-373076,PathwayToPathway,R-HSA-3296197,Is parent of
R-HSA-373076,PathwayToPathway,R-HSA-375276,Is parent of
R-HSA-373076,PathwayToPathway,R-HSA-375280,Is parent of
R-HSA-373076,PathwayToPathway,R-HSA-375281,Is parent of
R-HSA-373076,PathwayToPathway,R-HSA-391903,Is parent of
R-HSA-373076,PathwayToPathway,R-HSA-418038,Is parent of
R-HSA-373076,PathwayToPathway,R-HSA-419408,Is parent of
R-HSA-373076,PathwayToPathway,R-HSA-419771,Is parent of
R-HSA-373076,PathwayToPathway,R-HSA-444209,Is parent of
R-HSA-373080,PathwayToPathway,R-HSA-419812,Is parent of
R-HSA-373080,PathwayToPathway,R-HSA-420092,Is parent of
R-HSA-373752,PathwayToPathway,R-HSA-376172,Is parent of
R-HSA-373752,PathwayToPathway,R-HSA-418885,Is parent of
R-HSA-373752,PathwayToPathway,R-HSA-418886,Is parent of
R-HSA-373752,PathwayToPathway,R-HSA-418890,Is parent of
R-HSA-373755,PathwayToPathway,R-HSA-399954,Is parent of
R-HSA-373755,PathwayToPathway,R-HSA-399955,Is parent of
R-HSA-373755,PathwayToPathway,R-HSA-399956,Is parent of
R-HSA-373755,PathwayToPathway,R-HSA-400685,Is parent of
R-HSA-373755,PathwayToPathway,R-HSA-416700,Is parent of
R-HSA-373760,PathwayToPathway,R-HSA-437239,Is parent of
R-HSA-373760,PathwayToPathway,R-HSA-445095,Is parent of
R-HSA-373760,PathwayToPathway,R-HSA-445144,Is parent of
R-HSA-373760,PathwayToPathway,R-HSA-447038,Is parent of
R-HSA-373760,PathwayToPathway,R-HSA-447041,Is parent of
R-HSA-373760,PathwayToPathway,R-HSA-447043,Is parent of
R-HSA-375165,PathwayToPathway,R-HSA-419037,Is parent of
R-HSA-375276,PathwayToPathway,R-HSA-380095,Is parent of
R-HSA-375276,PathwayToPathway,R-HSA-380108,Is parent of
R-HSA-375276,PathwayToPathway,R-HSA-388479,Is parent of
R-HSA-375276,PathwayToPathway,R-HSA-389397,Is parent of
R-HSA-375276,PathwayToPathway,R-HSA-444473,Is parent of
R-HSA-375276,PathwayToPathway,R-HSA-444821,Is parent of
R-HSA-375280,PathwayToPathway,R-HSA-390648,Is parent of
R-HSA-375280,PathwayToPathway,R-HSA-390650,Is parent of
R-HSA-375280,PathwayToPathway,R-HSA-390651,Is parent of
R-HSA-375280,PathwayToPathway,R-HSA-390666,Is parent of
R-HSA-375280,PathwayToPathway,R-HSA-390696,Is parent of
R-HSA-376176,PathwayToPathway,R-HSA-428540,Is parent of
R-HSA-376176,PathwayToPathway,R-HSA-428542,Is parent of
R-HSA-376176,PathwayToPathway,R-HSA-428543,Is parent of
R-HSA-376176,PathwayToPathway,R-HSA-428890,Is parent of
R-HSA-376176,PathwayToPathway,R-HSA-8985586,Is parent of
R-HSA-376176,PathwayToPathway,R-HSA-8985801,Is parent of
R-HSA-376176,PathwayToPathway,R-HSA-9010553,Is parent of
R-HSA-376176,PathwayToPathway,R-HSA-9010642,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4341670,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4549349,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4549356,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4549380,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4551295,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4570571,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4687000,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4720454,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4720475,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4720489,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4724289,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4724325,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4793950,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4793952,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4793953,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-4793954,Is parent of
R-HSA-3781860,PathwayToPathway,R-HSA-5633231,Is parent of
R-HSA-3781865,PathwayToPathway,R-HSA-3560782,Is parent of
R-HSA-3781865,PathwayToPathway,R-HSA-3781860,Is parent of
R-HSA-3781865,PathwayToPathway,R-HSA-3906995,Is parent of
R-HSA-3781865,PathwayToPathway,R-HSA-5609975,Is parent of
R-HSA-379401,PathwayToPathway,R-HSA-379397,Is parent of
R-HSA-379401,PathwayToPathway,R-HSA-379398,Is parent of
R-HSA-379724,PathwayToPathway,R-HSA-379716,Is parent of
R-HSA-379724,PathwayToPathway,R-HSA-379726,Is parent of
R-HSA-380284,PathwayToPathway,R-HSA-380259,Is parent of
R-HSA-380287,PathwayToPathway,R-HSA-380270,Is parent of
R-HSA-380287,PathwayToPathway,R-HSA-380284,Is parent of
R-HSA-380615,PathwayToPathway,R-HSA-380612,Is parent of
R-HSA-381033,PathwayToPathway,R-HSA-381183,Is parent of
R-HSA-381042,PathwayToPathway,R-HSA-380994,Is parent of
R-HSA-381070,PathwayToPathway,R-HSA-381038,Is parent of
R-HSA-381119,PathwayToPathway,R-HSA-381033,Is parent of
R-HSA-381119,PathwayToPathway,R-HSA-381042,Is parent of
R-HSA-381119,PathwayToPathway,R-HSA-381070,Is parent of
R-HSA-381119,PathwayToPathway,R-HSA-8874177,Is parent of
R-HSA-381119,PathwayToPathway,R-HSA-8874211,Is parent of
R-HSA-381753,PathwayToPathway,R-HSA-9752946,Is parent of
R-HSA-382551,PathwayToPathway,R-HSA-1480926,Is parent of
R-HSA-382551,PathwayToPathway,R-HSA-174824,Is parent of
R-HSA-382551,PathwayToPathway,R-HSA-382556,Is parent of
R-HSA-382551,PathwayToPathway,R-HSA-425407,Is parent of
R-HSA-382551,PathwayToPathway,R-HSA-445717,Is parent of
R-HSA-382551,PathwayToPathway,R-HSA-5223345,Is parent of
R-HSA-382551,PathwayToPathway,R-HSA-8949215,Is parent of
R-HSA-382551,PathwayToPathway,R-HSA-8981607,Is parent of
R-HSA-382551,PathwayToPathway,R-HSA-917937,Is parent of
R-HSA-382551,PathwayToPathway,R-HSA-983712,Is parent of
R-HSA-382551,PathwayToPathway,R-HSA-9845576,Is parent of
R-HSA-382556,PathwayToPathway,R-HSA-1369007,Is parent of
R-HSA-382556,PathwayToPathway,R-HSA-1369062,Is parent of
R-HSA-3858494,PathwayToPathway,R-HSA-4086398,Is parent of
R-HSA-3858494,PathwayToPathway,R-HSA-4086400,Is parent of
R-HSA-388396,PathwayToPathway,R-HSA-397795,Is parent of
R-HSA-388396,PathwayToPathway,R-HSA-416476,Is parent of
R-HSA-388396,PathwayToPathway,R-HSA-416482,Is parent of
R-HSA-388396,PathwayToPathway,R-HSA-418555,Is parent of
R-HSA-388396,PathwayToPathway,R-HSA-418594,Is parent of
R-HSA-388396,PathwayToPathway,R-HSA-418597,Is parent of
R-HSA-388841,PathwayToPathway,R-HSA-389356,Is parent of
R-HSA-388841,PathwayToPathway,R-HSA-389513,Is parent of
R-HSA-388841,PathwayToPathway,R-HSA-389948,Is parent of
R-HSA-389356,PathwayToPathway,R-HSA-389357,Is parent of
R-HSA-389356,PathwayToPathway,R-HSA-389359,Is parent of
R-HSA-389661,PathwayToPathway,R-HSA-6783984,Is parent of
R-HSA-389958,PathwayToPathway,R-HSA-389957,Is parent of
R-HSA-389958,PathwayToPathway,R-HSA-389960,Is parent of
R-HSA-389958,PathwayToPathway,R-HSA-390450,Is parent of
R-HSA-390466,PathwayToPathway,R-HSA-389958,Is parent of
R-HSA-390466,PathwayToPathway,R-HSA-390471,Is parent of
R-HSA-390466,PathwayToPathway,R-HSA-6814122,Is parent of
R-HSA-3906995,PathwayToPathway,R-HSA-5083625,Is parent of
R-HSA-3906995,PathwayToPathway,R-HSA-5083627,Is parent of
R-HSA-3906995,PathwayToPathway,R-HSA-5083628,Is parent of
R-HSA-3906995,PathwayToPathway,R-HSA-5083629,Is parent of
R-HSA-3906995,PathwayToPathway,R-HSA-5083630,Is parent of
R-HSA-3906995,PathwayToPathway,R-HSA-5083632,Is parent of
R-HSA-3906995,PathwayToPathway,R-HSA-5083633,Is parent of
R-HSA-3906995,PathwayToPathway,R-HSA-5083635,Is parent of
R-HSA-3906995,PathwayToPathway,R-HSA-5083636,Is parent of
R-HSA-390918,PathwayToPathway,R-HSA-389599,Is parent of
R-HSA-390918,PathwayToPathway,R-HSA-389887,Is parent of
R-HSA-390918,PathwayToPathway,R-HSA-390247,Is parent of
R-HSA-391251,PathwayToPathway,R-HSA-389977,Is parent of
R-HSA-391251,PathwayToPathway,R-HSA-390466,Is parent of
R-HSA-391903,PathwayToPathway,R-HSA-391906,Is parent of
R-HSA-391903,PathwayToPathway,R-HSA-391908,Is parent of
R-HSA-392154,PathwayToPathway,R-HSA-418457,Is parent of
R-HSA-392499,PathwayToPathway,R-HSA-2980736,Is parent of
R-HSA-392499,PathwayToPathway,R-HSA-381426,Is parent of
R-HSA-392499,PathwayToPathway,R-HSA-391251,Is parent of
R-HSA-392499,PathwayToPathway,R-HSA-5676934,Is parent of
R-HSA-392499,PathwayToPathway,R-HSA-5683826,Is parent of
R-HSA-392499,PathwayToPathway,R-HSA-597592,Is parent of
R-HSA-392499,PathwayToPathway,R-HSA-72766,Is parent of
R-HSA-392499,PathwayToPathway,R-HSA-977225,Is parent of
R-HSA-392499,PathwayToPathway,R-HSA-9837999,Is parent of
R-HSA-392518,PathwayToPathway,R-HSA-392170,Is parent of
R-HSA-392518,PathwayToPathway,R-HSA-418592,Is parent of
R-HSA-392518,PathwayToPathway,R-HSA-428930,Is parent of
R-HSA-397014,PathwayToPathway,R-HSA-390522,Is parent of
R-HSA-397014,PathwayToPathway,R-HSA-445355,Is parent of
R-HSA-397014,PathwayToPathway,R-HSA-5576891,Is parent of
R-HSA-397795,PathwayToPathway,R-HSA-392451,Is parent of
R-HSA-397795,PathwayToPathway,R-HSA-418217,Is parent of
R-HSA-397795,PathwayToPathway,R-HSA-8964315,Is parent of
R-HSA-397795,PathwayToPathway,R-HSA-8964616,Is parent of
R-HSA-399719,PathwayToPathway,R-HSA-416993,Is parent of
R-HSA-399721,PathwayToPathway,R-HSA-399710,Is parent of
R-HSA-399721,PathwayToPathway,R-HSA-399719,Is parent of
R-HSA-400206,PathwayToPathway,R-HSA-1989781,Is parent of
R-HSA-400253,PathwayToPathway,R-HSA-1368071,Is parent of
R-HSA-400253,PathwayToPathway,R-HSA-1368082,Is parent of
R-HSA-400253,PathwayToPathway,R-HSA-1368108,Is parent of
R-HSA-400451,PathwayToPathway,R-HSA-434313,Is parent of
R-HSA-400451,PathwayToPathway,R-HSA-434316,Is parent of
R-HSA-400508,PathwayToPathway,R-HSA-381771,Is parent of
R-HSA-400508,PathwayToPathway,R-HSA-400511,Is parent of
R-HSA-400685,PathwayToPathway,R-HSA-416550,Is parent of
R-HSA-400685,PathwayToPathway,R-HSA-416572,Is parent of
R-HSA-4086400,PathwayToPathway,R-HSA-4608870,Is parent of
R-HSA-4086400,PathwayToPathway,R-HSA-5099900,Is parent of
R-HSA-4086400,PathwayToPathway,R-HSA-5140745,Is parent of
R-HSA-416476,PathwayToPathway,R-HSA-114508,Is parent of
R-HSA-416476,PathwayToPathway,R-HSA-881907,Is parent of
R-HSA-418038,PathwayToPathway,R-HSA-417957,Is parent of
R-HSA-418038,PathwayToPathway,R-HSA-417973,Is parent of
R-HSA-418346,PathwayToPathway,R-HSA-392154,Is parent of
R-HSA-418346,PathwayToPathway,R-HSA-392851,Is parent of
R-HSA-418346,PathwayToPathway,R-HSA-418360,Is parent of
R-HSA-418346,PathwayToPathway,R-HSA-432142,Is parent of
R-HSA-418360,PathwayToPathway,R-HSA-139853,Is parent of
R-HSA-418360,PathwayToPathway,R-HSA-418359,Is parent of
R-HSA-418555,PathwayToPathway,R-HSA-9634597,Is parent of
R-HSA-418594,PathwayToPathway,R-HSA-111885,Is parent of
R-HSA-418990,PathwayToPathway,R-HSA-420597,Is parent of
R-HSA-418990,PathwayToPathway,R-HSA-9759476,Is parent of
R-HSA-421270,PathwayToPathway,R-HSA-373756,Is parent of
R-HSA-421270,PathwayToPathway,R-HSA-418990,Is parent of
R-HSA-421270,PathwayToPathway,R-HSA-420029,Is parent of
R-HSA-422356,PathwayToPathway,R-HSA-381676,Is parent of
R-HSA-422356,PathwayToPathway,R-HSA-399997,Is parent of
R-HSA-422356,PathwayToPathway,R-HSA-400042,Is parent of
R-HSA-422356,PathwayToPathway,R-HSA-400451,Is parent of
R-HSA-422475,PathwayToPathway,R-HSA-2682334,Is parent of
R-HSA-422475,PathwayToPathway,R-HSA-373752,Is parent of
R-HSA-422475,PathwayToPathway,R-HSA-373755,Is parent of
R-HSA-422475,PathwayToPathway,R-HSA-373760,Is parent of
R-HSA-422475,PathwayToPathway,R-HSA-375165,Is parent of
R-HSA-422475,PathwayToPathway,R-HSA-376176,Is parent of
R-HSA-422475,PathwayToPathway,R-HSA-8853659,Is parent of
R-HSA-422475,PathwayToPathway,R-HSA-8866376,Is parent of
R-HSA-425366,PathwayToPathway,R-HSA-425410,Is parent of
R-HSA-425366,PathwayToPathway,R-HSA-429593,Is parent of
R-HSA-425366,PathwayToPathway,R-HSA-433137,Is parent of
R-HSA-425366,PathwayToPathway,R-HSA-433692,Is parent of
