PathwayId:ID(Pathway),PathwayName,:LABEL
R-HSA-2395516,Electron transport from NADPH to Ferredoxin,Pathway
R-HSA-139853,Elevation of cytosolic Ca2+ levels,Pathway
R-HSA-211976,Endogenous sterols,Pathway
R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT),Pathway
R-HSA-1236977,Endosomal/Vacuolar pathway,Pathway
R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK,Pathway
R-HSA-9845620,Enhanced binding of GP1BA variant to VWF multimer:collagen ,Pathway
R-HSA-9845619,Enhanced cleavage of VWF variant by ADAMTS13,Pathway
R-HSA-168275,Entry of Influenza Virion into Host Cell via Endocytosis,Pathway
R-HSA-379398,Enzymatic degradation of Dopamine by monoamine oxidase,Pathway
R-HSA-379397,Enzymatic degradation of dopamine by COMT,Pathway
R-HSA-3928664,Ephrin signaling,Pathway
R-HSA-212165,Epigenetic regulation of gene expression,Pathway
R-HSA-9758919,Epithelial-Mesenchymal Transition (EMT) during gastrulation,Pathway
R-HSA-1237044,Erythrocytes take up carbon dioxide and release oxygen,Pathway
R-HSA-1247673,Erythrocytes take up oxygen and release carbon dioxide,Pathway
R-HSA-9027276,Erythropoietin activates Phosphoinositide-3-kinase (PI3K),Pathway
R-HSA-9027277,Erythropoietin activates Phospholipase C gamma (PLCG),Pathway
R-HSA-9027284,Erythropoietin activates RAS,Pathway
R-HSA-9027283,Erythropoietin activates STAT5,Pathway
R-HSA-9637679,Escape of Mtb from the phagocyte,Pathway
R-HSA-5657562,Essential fructosuria,Pathway
R-HSA-5662853,Essential pentosuria,Pathway
R-HSA-2468052,Establishment of Sister Chromatid Cohesion,Pathway
R-HSA-193144,Estrogen biosynthesis,Pathway
R-HSA-9018519,Estrogen-dependent gene expression,Pathway
R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,Pathway
R-HSA-9634635,Estrogen-stimulated signaling through PRKCZ,Pathway
R-HSA-71384,Ethanol oxidation,Pathway
R-HSA-156842,Eukaryotic Translation Elongation,Pathway
R-HSA-72613,Eukaryotic Translation Initiation,Pathway
R-HSA-72764,Eukaryotic Translation Termination,Pathway
R-HSA-9833109,Evasion by RSV of host interferon responses,Pathway
R-HSA-9630791,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4,Pathway
R-HSA-9630794,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,Pathway
R-HSA-9646303,Evasion of Oncogene Induced Senescence Due to p14ARF Defects,Pathway
R-HSA-9630750,Evasion of Oncogene Induced Senescence Due to p16INK4A Defects,Pathway
R-HSA-9632697,Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4,Pathway
R-HSA-9632700,Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,Pathway
R-HSA-9646304,Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects,Pathway
R-HSA-9632693,Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects,Pathway
R-HSA-8941413,Events associated with phagocytolytic activity of PMN cells,Pathway
R-HSA-168274,Export of Viral Ribonucleoproteins from Nucleus,Pathway
R-HSA-9036866,Expression and Processing of Neurotrophins,Pathway
R-HSA-9752946,Expression and translocation of olfactory receptors,Pathway
R-HSA-180786,Extension of Telomeres,Pathway
R-HSA-9009391,Extra-nuclear estrogen signaling,Pathway
R-HSA-1474244,Extracellular matrix organization,Pathway
R-HSA-140834,Extrinsic Pathway of Fibrin Clot Formation,Pathway
R-HSA-9837092,FASTK family proteins regulate processing and stability of mitochondrial RNAs,Pathway
R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,Pathway
R-HSA-2644605,FBXW7 Mutants and NOTCH1 in Cancer,Pathway
R-HSA-2871809,FCERI mediated Ca+2 mobilization,Pathway
R-HSA-2871796,FCERI mediated MAPK activation,Pathway
R-HSA-2871837,FCERI mediated NF-kB activation,Pathway
R-HSA-2029481,FCGR activation,Pathway
R-HSA-9664323,FCGR3A-mediated IL10 synthesis,Pathway
R-HSA-9664422,FCGR3A-mediated phagocytosis,Pathway
R-HSA-190242,FGFR1 ligand binding and activation,Pathway
R-HSA-1839124,FGFR1 mutant receptor activation,Pathway
R-HSA-190370,FGFR1b ligand binding and activation,Pathway
R-HSA-190374,FGFR1c and Klotho ligand binding and activation,Pathway
R-HSA-190373,FGFR1c ligand binding and activation,Pathway
R-HSA-6803529,FGFR2 alternative splicing,Pathway
R-HSA-190241,FGFR2 ligand binding and activation,Pathway
R-HSA-1839126,FGFR2 mutant receptor activation,Pathway
R-HSA-190377,FGFR2b ligand binding and activation,Pathway
R-HSA-190375,FGFR2c ligand binding and activation,Pathway
R-HSA-190239,FGFR3 ligand binding and activation,Pathway
R-HSA-2033514,FGFR3 mutant receptor activation,Pathway
R-HSA-190371,FGFR3b ligand binding and activation,Pathway
R-HSA-190372,FGFR3c ligand binding and activation,Pathway
R-HSA-190322,FGFR4 ligand binding and activation,Pathway
R-HSA-1839128,FGFR4 mutant receptor activation,Pathway
R-HSA-5658623,FGFRL1 modulation of FGFR1 signaling,Pathway
R-HSA-9607240,FLT3 Signaling,Pathway
R-HSA-9702509,FLT3 mutants bind TKIs,Pathway
R-HSA-9706377,FLT3 signaling by CBL mutants,Pathway
R-HSA-9682385,FLT3 signaling in disease,Pathway
R-HSA-9706374,FLT3 signaling through SRC family kinases,Pathway
R-HSA-217271,FMO oxidises nucleophiles,Pathway
R-HSA-9614085,FOXO-mediated transcription,Pathway
R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,Pathway
R-HSA-9614657,FOXO-mediated transcription of cell death genes,Pathway
R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",Pathway
R-HSA-5654693,FRS-mediated FGFR1 signaling,Pathway
R-HSA-5654700,FRS-mediated FGFR2 signaling,Pathway
R-HSA-5654706,FRS-mediated FGFR3 signaling,Pathway
R-HSA-5654712,FRS-mediated FGFR4 signaling,Pathway
R-HSA-983231,Factors involved in megakaryocyte development and platelet production,Pathway
R-HSA-6783310,Fanconi Anemia Pathway,Pathway
R-HSA-75157,FasL/ CD95L signaling,Pathway
R-HSA-434316,Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,Pathway
R-HSA-8978868,Fatty acid metabolism,Pathway
R-HSA-211935,Fatty acids,Pathway
R-HSA-75105,Fatty acyl-CoA biosynthesis,Pathway
R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,Pathway
R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,Pathway
R-HSA-1187000,Fertilization,Pathway
R-HSA-1566977,Fibronectin matrix formation,Pathway
R-HSA-2855086,Ficolins bind to repetitive carbohydrate structures on the target cell surface,Pathway
R-HSA-390450,Folding of actin by CCT/TriC,Pathway
R-HSA-163210,Formation of ATP by chemiosmotic coupling,Pathway
R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),Pathway
R-HSA-167152,Formation of HIV elongation complex in the absence of HIV Tat,Pathway
R-HSA-167200,Formation of HIV-1 elongation complex containing HIV-1 Tat,Pathway
R-HSA-5696395,Formation of Incision Complex in GG-NER,Pathway
R-HSA-112382,Formation of RNA Pol II elongation complex ,Pathway
R-HSA-2559584,Formation of Senescence-Associated Heterochromatin Foci (SAHF),Pathway
R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,Pathway
R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,Pathway
R-HSA-72689,Formation of a pool of free 40S subunits,Pathway
R-HSA-196025,Formation of annular gap junctions,Pathway
R-HSA-111458,Formation of apoptosome,Pathway
R-HSA-9796292,Formation of axial mesoderm,Pathway
R-HSA-9823730,Formation of definitive endoderm,Pathway
R-HSA-77042,Formation of editosomes by ADAR proteins,Pathway
R-HSA-9761174,Formation of intermediate mesoderm,Pathway
R-HSA-9758920,Formation of lateral plate mesoderm,Pathway
R-HSA-9793380,Formation of paraxial mesoderm,Pathway
R-HSA-2408499,Formation of selenosugars for excretion,Pathway
R-HSA-113418,Formation of the Early Elongation Complex,Pathway
R-HSA-75094,Formation of the Editosome,Pathway
R-HSA-167158,Formation of the HIV-1 Early Elongation Complex,Pathway
R-HSA-173599,"Formation of the active cofactor, UDP-glucuronate",Pathway
R-HSA-9823739,Formation of the anterior neural plate,Pathway
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,Pathway
R-HSA-6809371,Formation of the cornified envelope,Pathway
R-HSA-9830364,Formation of the nephric duct,Pathway
R-HSA-9832991,Formation of the posterior neural plate,Pathway
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",Pathway
R-HSA-9830674,Formation of the ureteric bud,Pathway
R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,Pathway
R-HSA-5661270,Formation of xylulose-5-phosphate,Pathway
R-HSA-444473,Formyl peptide receptors bind formyl peptides and many other ligands,Pathway
R-HSA-444209,Free fatty acid receptors,Pathway
R-HSA-400451,Free fatty acids regulate insulin secretion,Pathway
R-HSA-170968,Frs2-mediated activation,Pathway
R-HSA-5652227,Fructose biosynthesis,Pathway
R-HSA-70350,Fructose catabolism,Pathway
R-HSA-5652084,Fructose metabolism,Pathway
R-HSA-168270,Fusion and Uncoating of the Influenza Virion,Pathway
R-HSA-168288,Fusion of the Influenza Virion to the Host Cell Endosome,Pathway
R-HSA-416482,G alpha (12/13) signalling events,Pathway
R-HSA-418594,G alpha (i) signalling events,Pathway
R-HSA-416476,G alpha (q) signalling events,Pathway
R-HSA-418555,G alpha (s) signalling events,Pathway
R-HSA-418597,G alpha (z) signalling events,Pathway
R-HSA-8964315,G beta:gamma signalling through BTK,Pathway
R-HSA-8964616,G beta:gamma signalling through CDC42,Pathway
R-HSA-392451,G beta:gamma signalling through PI3Kgamma,Pathway
R-HSA-418217,G beta:gamma signalling through PLC beta,Pathway
R-HSA-1296059,G protein gated Potassium channels,Pathway
R-HSA-202040,G-protein activation,Pathway
R-HSA-397795,G-protein beta:gamma signalling,Pathway
R-HSA-112040,G-protein mediated events,Pathway
R-HSA-1538133,G0 and Early G1,Pathway
R-HSA-69236,G1 Phase,Pathway
R-HSA-69615,G1/S DNA Damage Checkpoints,Pathway
R-HSA-69206,G1/S Transition,Pathway
R-HSA-69205,G1/S-Specific Transcription,Pathway
R-HSA-68911,G2 Phase,Pathway
R-HSA-69481,G2/M Checkpoints,Pathway
R-HSA-69473,G2/M DNA damage checkpoint,Pathway
R-HSA-69478,G2/M DNA replication checkpoint,Pathway
R-HSA-69275,G2/M Transition,Pathway
R-HSA-180292,GAB1 signalosome,Pathway
R-HSA-977444,GABA B receptor activation,Pathway
R-HSA-977443,GABA receptor activation,Pathway
R-HSA-888568,GABA synthesis,Pathway
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",Pathway
R-HSA-6787639,GDP-fucose biosynthesis,Pathway
R-HSA-5635851,GLI proteins bind promoters of Hh responsive genes to promote transcription,Pathway
R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,Pathway
R-HSA-430116,GP1b-IX-V activation signalling,Pathway
R-HSA-388396,GPCR downstream signalling,Pathway
R-HSA-500792,GPCR ligand binding,Pathway
R-HSA-9634597,GPER1 signaling,Pathway
R-HSA-114604,GPVI-mediated activation cascade,Pathway
R-HSA-179812,GRB2 events in EGFR signaling,Pathway
R-HSA-1963640,GRB2 events in ERBB2 signaling,Pathway
R-HSA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins ,Pathway
R-HSA-1306955,GRB7 events in ERBB2 signaling,Pathway
R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,Pathway
R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,Pathway
R-HSA-9726842,Gain-of-function MRAS complexes activate RAF signaling,Pathway
R-HSA-70370,Galactose catabolism,Pathway
R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",Pathway
R-HSA-159740,Gamma-carboxylation of protein precursors,Pathway
R-HSA-159854,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",Pathway
R-HSA-190861,Gap junction assembly,Pathway
R-HSA-190873,Gap junction degradation,Pathway
R-HSA-190828,Gap junction trafficking,Pathway
R-HSA-157858,Gap junction trafficking and regulation,Pathway
R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,Pathway
R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,Pathway
R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,Pathway
R-HSA-9758941,Gastrulation,Pathway
R-HSA-211000,Gene Silencing by RNA,Pathway
R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,Pathway
R-HSA-74160,Gene expression (Transcription),Pathway
R-HSA-202433,Generation of second messenger molecules,Pathway
R-HSA-212436,Generic Transcription Pathway,Pathway
R-HSA-9754189,Germ layer formation at gastrulation,Pathway
R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),Pathway
R-HSA-163359,Glucagon signaling in metabolic regulation,Pathway
R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,Pathway
R-HSA-420092,Glucagon-type ligand receptors,Pathway
R-HSA-194002,Glucocorticoid biosynthesis,Pathway
R-HSA-70263,Gluconeogenesis,Pathway
R-HSA-70326,Glucose metabolism,Pathway
R-HSA-156588,Glucuronidation,Pathway
R-HSA-210500,Glutamate Neurotransmitter Release Cycle,Pathway
R-HSA-8964539,Glutamate and glutamine metabolism,Pathway
R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",Pathway
R-HSA-156590,Glutathione conjugation,Pathway
R-HSA-174403,Glutathione synthesis and recycling,Pathway
R-HSA-1483206,Glycerophospholipid biosynthesis,Pathway
R-HSA-6814848,Glycerophospholipid catabolism,Pathway
R-HSA-6783984,Glycine degradation,Pathway
R-HSA-70221,Glycogen breakdown (glycogenolysis),Pathway
R-HSA-8982491,Glycogen metabolism,Pathway
R-HSA-3858516,Glycogen storage disease type 0 (liver GYS2),Pathway
R-HSA-3828062,Glycogen storage disease type 0 (muscle GYS1),Pathway
R-HSA-5357609,Glycogen storage disease type II (GAA),Pathway
R-HSA-3878781,Glycogen storage disease type IV (GBE1),Pathway
R-HSA-3274531,Glycogen storage disease type Ia (G6PC),Pathway
R-HSA-3229133,Glycogen storage disease type Ib (SLC37A4),Pathway
R-HSA-3814836,Glycogen storage disease type XV (GYG1),Pathway
R-HSA-3229121,Glycogen storage diseases,Pathway
R-HSA-3322077,Glycogen synthesis,Pathway
R-HSA-70171,Glycolysis,Pathway
R-HSA-209822,Glycoprotein hormones,Pathway
R-HSA-1630316,Glycosaminoglycan metabolism,Pathway
R-HSA-9840309,Glycosphingolipid biosynthesis,Pathway
R-HSA-9840310,Glycosphingolipid catabolism,Pathway
R-HSA-1660662,Glycosphingolipid metabolism,Pathway
R-HSA-9845576,Glycosphingolipid transport,Pathway
R-HSA-389661,Glyoxylate metabolism and glycine degradation,Pathway
R-HSA-432722,Golgi Associated Vesicle Biogenesis,Pathway
R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,Pathway
R-HSA-8856688,Golgi-to-ER retrograde transport,Pathway
R-HSA-982772,Growth hormone receptor signaling,Pathway
R-HSA-3214847,HATs acetylate histones,Pathway
R-HSA-9609690,HCMV Early Events,Pathway
R-HSA-9609646,HCMV Infection,Pathway
R-HSA-9610379,HCMV Late Events,Pathway
R-HSA-1296061,HCN channels,Pathway
R-HSA-3214815,HDACs deacetylate histones,Pathway
R-HSA-8963896,HDL assembly,Pathway
R-HSA-8964011,HDL clearance,Pathway
R-HSA-8964058,HDL remodeling,Pathway
R-HSA-3214842,HDMs demethylate histones,Pathway
R-HSA-5685942,HDR through Homologous Recombination (HRR),Pathway
R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),Pathway
R-HSA-5685939,HDR through MMEJ (alt-NHEJ),Pathway
R-HSA-5685938,HDR through Single Strand Annealing (SSA),Pathway
R-HSA-5658034,HHAT G278V doesn't palmitoylate Hh-Np,Pathway
R-HSA-162906,HIV Infection,Pathway
R-HSA-162587,HIV Life Cycle,Pathway
R-HSA-167169,HIV Transcription Elongation,Pathway
R-HSA-167161,HIV Transcription Initiation,Pathway
R-HSA-167287,HIV elongation arrest and recovery,Pathway
R-HSA-2022928,HS-GAG biosynthesis,Pathway
R-HSA-2024096,HS-GAG degradation,Pathway
R-HSA-3371511,HSF1 activation,Pathway
R-HSA-3371571,HSF1-dependent transactivation,Pathway
R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,Pathway
R-HSA-5610787,Hedgehog 'off' state,Pathway
R-HSA-5632684,Hedgehog 'on' state,Pathway
R-HSA-5358346,Hedgehog ligand biogenesis,Pathway
R-HSA-189451,Heme biosynthesis,Pathway
R-HSA-189483,Heme degradation,Pathway
R-HSA-9707616,Heme signaling,Pathway
R-HSA-109582,Hemostasis,Pathway
R-HSA-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,Pathway
R-HSA-5657560,Hereditary fructose intolerance,Pathway
R-HSA-5387390,Hh mutants abrogate ligand secretion,Pathway
R-HSA-5362768,Hh mutants are degraded by ERAD,Pathway
R-HSA-629597,Highly calcium permeable nicotinic acetylcholine receptors,Pathway
R-HSA-629594,Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,Pathway
R-HSA-629587,Highly sodium permeable postsynaptic acetylcholine nicotinic receptors,Pathway
R-HSA-390650,Histamine receptors,Pathway
R-HSA-70921,Histidine catabolism,Pathway
R-HSA-5693579,Homologous DNA Pairing and Strand Exchange,Pathway
R-HSA-5693538,Homology Directed Repair,Pathway
R-HSA-375281,Hormone ligand-binding receptors,Pathway
R-HSA-162909,Host Interactions of HIV factors,Pathway
R-HSA-450520,HuR (ELAVL1) binds and stabilizes mRNA,Pathway
R-HSA-2142850,Hyaluronan biosynthesis and export,Pathway
R-HSA-2142845,Hyaluronan metabolism,Pathway
R-HSA-2160916,Hyaluronan uptake and degradation,Pathway
R-HSA-1483115,Hydrolysis of LPC,Pathway
R-HSA-1483152,Hydrolysis of LPE,Pathway
R-HSA-3296197,Hydroxycarboxylic acid-binding receptors,Pathway
R-HSA-204626,Hypusine synthesis from eIF5A-lysine,Pathway
R-HSA-9732724,IFNG signaling activates MAPKs,Pathway
R-HSA-2428924,IGF1R signaling cascade,Pathway
R-HSA-5602636,IKBKB deficiency causes SCID,Pathway
R-HSA-5603027,IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR),Pathway
R-HSA-937041,IKK complex recruitment mediated by RIP1,Pathway
R-HSA-6788467,IL-6-type cytokine receptor ligand interactions,Pathway
R-HSA-1855196,IP3 and IP4 transport between cytosol and nucleus,Pathway
R-HSA-1855229,IP6 and IP7 transport between cytosol and nucleus,Pathway
R-HSA-1855215,IPs transport between ER lumen and cytosol,Pathway
R-HSA-1855156,IPs transport between ER lumen and nucleus,Pathway
R-HSA-1855184,IPs transport between cytosol and ER lumen,Pathway
R-HSA-1855192,IPs transport between nucleus and ER lumen,Pathway
R-HSA-1855170,IPs transport between nucleus and cytosol,Pathway
R-HSA-937039,IRAK1 recruits IKK complex,Pathway
R-HSA-975144,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,Pathway
R-HSA-937042,IRAK2 mediated activation of TAK1 complex,Pathway
R-HSA-975163,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,Pathway
R-HSA-5603041,IRAK4 deficiency (TLR2/4),Pathway
R-HSA-5603037,IRAK4 deficiency (TLR5),Pathway
R-HSA-381070,IRE1alpha activates chaperones,Pathway
R-HSA-1606341,IRF3 mediated activation of type 1 IFN,Pathway
R-HSA-3270619,IRF3-mediated induction of type I IFN,Pathway
R-HSA-74713,IRS activation,Pathway
R-HSA-112399,IRS-mediated signalling,Pathway
R-HSA-2428928,IRS-related events triggered by IGF1R,Pathway
R-HSA-1169408,ISG15 antiviral mechanism,Pathway
R-HSA-5603029,IkBA variant leads to EDA-ID,Pathway
R-HSA-9669917,Imatinib-resistant KIT mutants,Pathway
R-HSA-9674396,Imatinib-resistant PDGFR mutants,Pathway
R-HSA-168256,Immune System,Pathway
R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Pathway
R-HSA-9709603,Impaired BRCA2 binding to PALB2,Pathway
R-HSA-9709570,Impaired BRCA2 binding to RAD51,Pathway
R-HSA-9763198,Impaired BRCA2 binding to SEM1 (DSS1),Pathway
R-HSA-9709275,Impaired BRCA2 translocation to the nucleus,Pathway
R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex,Pathway
R-HSA-428543,Inactivation of CDC42 and RAC1,Pathway
R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,Pathway
R-HSA-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",Pathway
R-HSA-400508,"Incretin synthesis, secretion, and inactivation",Pathway
R-HSA-9733458,Induction of Cell-Cell Fusion,Pathway
R-HSA-9635486,Infection with Mycobacterium tuberculosis,Pathway
R-HSA-5663205,Infectious disease,Pathway
R-HSA-622312,Inflammasomes,Pathway
R-HSA-168255,Influenza Infection,Pathway
R-HSA-168273,Influenza Viral RNA Transcription and Replication,Pathway
R-HSA-168277,Influenza Virus Induced Apoptosis,Pathway
R-HSA-997272,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,Pathway
R-HSA-9670095,Inhibition of DNA recombination at telomere,Pathway
R-HSA-168315,Inhibition of Host mRNA Processing and RNA Silencing,Pathway
R-HSA-168888,Inhibition of IFN-beta,Pathway
R-HSA-168305,Inhibition of Interferon Synthesis,Pathway
R-HSA-169131,Inhibition of PKR,Pathway
R-HSA-5638303,Inhibition of Signaling by Overexpressed EGFR,Pathway
R-HSA-165181,Inhibition of TSC complex formation by PKB,Pathway
R-HSA-9635644,Inhibition of membrane repair,Pathway
R-HSA-9636249,Inhibition of nitric oxide production,Pathway
R-HSA-113501,Inhibition of replication initiation of damaged DNA by RB1/E2F1,Pathway
R-HSA-141405,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,Pathway
R-HSA-166663,Initial triggering of complement,Pathway
R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,Pathway
R-HSA-8876493,InlA-mediated entry of Listeria monocytogenes into host cells,Pathway
R-HSA-8875360,InlB-mediated entry of Listeria monocytogenes into host cell,Pathway
R-HSA-168249,Innate Immune System,Pathway
R-HSA-1483249,Inositol phosphate metabolism,Pathway
R-HSA-429593,Inositol transporters,Pathway
R-HSA-9609523,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,Pathway
R-HSA-163754,Insulin effects increased synthesis of Xylulose-5-Phosphate,Pathway
R-HSA-264876,Insulin processing,Pathway
R-HSA-77387,Insulin receptor recycling,Pathway
R-HSA-74751,Insulin receptor signalling cascade,Pathway
R-HSA-428359,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Pathway
R-HSA-163685,Integration of energy metabolism,Pathway
R-HSA-162592,Integration of provirus,Pathway
R-HSA-175567,Integration of viral DNA into host genomic DNA,Pathway
R-HSA-216083,Integrin cell surface interactions,Pathway
R-HSA-354192,Integrin signaling,Pathway
R-HSA-2534343,Interaction With Cumulus Cells And The Zona Pellucida,Pathway
R-HSA-445095,Interaction between L1 and Ankyrins,Pathway
R-HSA-8854521,Interaction between PHLDA1 and AURKA,Pathway
R-HSA-177243,Interactions of Rev with host cellular proteins,Pathway
R-HSA-176034,Interactions of Tat with host cellular proteins,Pathway
R-HSA-176033,Interactions of Vpr with host cellular proteins,Pathway
R-HSA-880009,Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,Pathway
R-HSA-499943,Interconversion of nucleotide di- and triphosphates,Pathway
R-HSA-351200,Interconversion of polyamines,Pathway
R-HSA-913531,Interferon Signaling,Pathway
R-HSA-909733,Interferon alpha/beta signaling,Pathway
R-HSA-877300,Interferon gamma signaling,Pathway
R-HSA-912526,Interleukin receptor SHC signaling,Pathway
R-HSA-446652,Interleukin-1 family signaling,Pathway
R-HSA-448706,Interleukin-1 processing,Pathway
R-HSA-9020702,Interleukin-1 signaling,Pathway
R-HSA-6783783,Interleukin-10 signaling,Pathway
R-HSA-447115,Interleukin-12 family signaling,Pathway
R-HSA-9020591,Interleukin-12 signaling,Pathway
R-HSA-8983432,Interleukin-15 signaling,Pathway
R-HSA-448424,Interleukin-17 signaling,Pathway
R-HSA-9012546,Interleukin-18 signaling,Pathway
R-HSA-451927,Interleukin-2 family signaling,Pathway
R-HSA-9020558,Interleukin-2 signaling,Pathway
R-HSA-8854691,Interleukin-20 family signaling,Pathway
R-HSA-9020958,Interleukin-21 signaling,Pathway
R-HSA-9020933,Interleukin-23 signaling,Pathway
R-HSA-9020956,Interleukin-27 signaling,Pathway
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",Pathway
R-HSA-9014843,Interleukin-33 signaling,Pathway
R-HSA-8984722,Interleukin-35 Signalling,Pathway
R-HSA-9014826,Interleukin-36 pathway,Pathway
R-HSA-9008059,Interleukin-37 signaling,Pathway
R-HSA-9007892,Interleukin-38 signaling,Pathway
R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,Pathway
R-HSA-6783589,Interleukin-6 family signaling,Pathway
R-HSA-1059683,Interleukin-6 signaling,Pathway
R-HSA-1266695,Interleukin-7 signaling,Pathway
R-HSA-8985947,Interleukin-9 signaling,Pathway
R-HSA-8963676,Intestinal absorption,Pathway
R-HSA-8981373,Intestinal hexose absorption,Pathway
R-HSA-8942233,Intestinal infectious diseases,Pathway
R-HSA-8963678,Intestinal lipid absorption,Pathway
R-HSA-5659898,Intestinal saccharidase deficiencies,Pathway
R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,Pathway
R-HSA-6811438,Intra-Golgi traffic,Pathway
R-HSA-434313,Intracellular metabolism of fatty acids regulates insulin secretion,Pathway
R-HSA-8981607,Intracellular oxygen transport,Pathway
R-HSA-9006925,Intracellular signaling by second messengers,Pathway
R-HSA-5620924,Intraflagellar transport,Pathway
R-HSA-109606,Intrinsic Pathway for Apoptosis,Pathway
R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,Pathway
R-HSA-8941237,Invadopodia formation,Pathway
R-HSA-1296065,Inwardly rectifying K+ channels,Pathway
R-HSA-983712,Ion channel transport,Pathway
R-HSA-5578775,Ion homeostasis,Pathway
R-HSA-6803544,Ion influx/efflux at host-pathogen interface,Pathway
R-HSA-936837,Ion transport by P-type ATPases,Pathway
R-HSA-451306,Ionotropic activity of kainate receptors,Pathway
R-HSA-917937,Iron uptake and transport,Pathway
R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,Pathway
R-HSA-5689877,Josephin domain DUBs,Pathway
R-HSA-9755511,KEAP1-NFE2L2 pathway,Pathway
R-HSA-9669921,KIT mutants bind TKIs,Pathway
R-HSA-450604,KSRP (KHSRP) binds and destabilizes mRNA,Pathway
R-HSA-9702569,KW2449-resistant FLT3 mutants,Pathway
R-HSA-2022854,Keratan sulfate biosynthesis,Pathway
R-HSA-2022857,Keratan sulfate degradation,Pathway
R-HSA-1638074,Keratan sulfate/keratin metabolism,Pathway
R-HSA-6805567,Keratinization,Pathway
R-HSA-74182,Ketone body metabolism,Pathway
R-HSA-9830369,Kidney development,Pathway
R-HSA-9664420,Killing mechanisms,Pathway
R-HSA-983189,Kinesins,Pathway
R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,Pathway
R-HSA-373760,L1CAM interactions,Pathway
