DrugId:START_ID(Drug),Relation:TYPE,DiseaseId:END_ID(Disease),RelationName
DB00741,DrugToDisease,C1320547,Off-label use
DB00741,DrugToDisease,C0332798,Contraindication
DB00741,DrugToDisease,C0015404,Contraindication
DB00741,DrugToDisease,C0085096,Contraindication
DB00741,DrugToDisease,C0684256,Contraindication
DB00741,DrugToDisease,C0271454,Off-label use
DB00741,DrugToDisease,C1761609,Indication
DB00741,DrugToDisease,C0029456,Contraindication
DB00741,DrugToDisease,C0701163,Indication
DB00741,DrugToDisease,C0022073,Indication
DB00741,DrugToDisease,C0024138,Indication
DB00741,DrugToDisease,C0013295,Contraindication
DB00741,DrugToDisease,C0030807,Indication
DB00741,DrugToDisease,C0011608,Indication
DB00741,DrugToDisease,C0039520,Indication
DB00741,DrugToDisease,C0001144,Indication
DB00741,DrugToDisease,C0040896,Indication
DB00741,DrugToDisease,C0156185,Contraindication
DB00741,DrugToDisease,C0433445,Contraindication
DB00741,DrugToDisease,C0023449,Indication
DB00741,DrugToDisease,C0423775,Off-label use
DB00741,DrugToDisease,C0020676,Contraindication
DB00741,DrugToDisease,C0729545,Contraindication
DB00741,DrugToDisease,C0040259,Indication
DB00741,DrugToDisease,C0017601,Contraindication
DB00741,DrugToDisease,C0395818,Indication
DB00741,DrugToDisease,C0022658,Contraindication
DB00741,DrugToDisease,C0009766,Indication
DB00741,DrugToDisease,C0036508,Indication
DB00741,DrugToDisease,C0017409,Contraindication
DB00741,DrugToDisease,C0035854,Indication
DB00741,DrugToDisease,C0085074,Indication
DB00741,DrugToDisease,C0036830,Indication
DB00741,DrugToDisease,C0019829,Indication
DB00741,DrugToDisease,C0021355,Indication
DB00741,DrugToDisease,C0011606,Indication
DB00741,DrugToDisease,C0024305,Indication
DB00741,DrugToDisease,C0154301,Indication
DB00741,DrugToDisease,C0521707,Contraindication
DB00741,DrugToDisease,C0155461,Contraindication
DB00741,DrugToDisease,C0014544,Contraindication
DB00741,DrugToDisease,C0242459,Indication
DB00741,DrugToDisease,C0040147,Indication
DB00741,DrugToDisease,C0033775,Indication
DB00741,DrugToDisease,C0011615,Indication
DB00741,DrugToDisease,C0006444,Indication
DB00741,DrugToDisease,C0406317,Indication
DB00741,DrugToDisease,C0004096,Indication
DB00741,DrugToDisease,C0014742,Indication
DB00741,DrugToDisease,C0349774,Contraindication
DB00741,DrugToDisease,C0003868,Indication
DB00741,DrugToDisease,C0001627,Indication
DB00741,DrugToDisease,C1384589,Indication
DB00741,DrugToDisease,C0019357,Contraindication
DB00741,DrugToDisease,C0011849,Contraindication
DB00741,DrugToDisease,C0729535,Contraindication
DB00741,DrugToDisease,C0849907,Indication
DB00741,DrugToDisease,C0019112,Indication
DB00741,DrugToDisease,C0003872,Indication
DB00741,DrugToDisease,C0151467,Indication
DB00741,DrugToDisease,C0033777,Indication
DB00741,DrugToDisease,C0019348,Contraindication
DB00741,DrugToDisease,C0405580,Indication
DB00741,DrugToDisease,C0015405,Contraindication
DB00741,DrugToDisease,C0079773,Indication
DB00741,DrugToDisease,C0022081,Indication
DB00741,DrugToDisease,C0036974,Contraindication
DB00741,DrugToDisease,C0041322,Contraindication
DB00741,DrugToDisease,C0020635,Contraindication
DB00741,DrugToDisease,C0040252,Indication
DB00741,DrugToDisease,C2894027,Indication
DB00741,DrugToDisease,C0020538,Contraindication
DB00741,DrugToDisease,C0152874,Contraindication
DB00741,DrugToDisease,C0018794,Contraindication
DB00741,DrugToDisease,C0010543,Indication
DB00741,DrugToDisease,C0406326,Indication
DB00741,DrugToDisease,C0001403,Indication
DB00741,DrugToDisease,C0026948,Indication
DB00741,DrugToDisease,C0235063,Contraindication
DB00741,DrugToDisease,C0162309,Off-label use
DB00741,DrugToDisease,C0017612,Contraindication
DB00741,DrugToDisease,C0030920,Contraindication
DB00741,DrugToDisease,C3875321,Indication
DB00741,DrugToDisease,C0009663,Contraindication
DB00741,DrugToDisease,C1301518,Contraindication
DB00741,DrugToDisease,C0022570,Contraindication
DB00741,DrugToDisease,C2607914,Indication
DB00741,DrugToDisease,C0271183,Contraindication
DB00741,DrugToDisease,C0004364,Indication
DB00741,DrugToDisease,C2937222,Indication
DB00741,DrugToDisease,C0019357,Contraindication
DB00741,DrugToDisease,C0011616,Indication
DB00741,DrugToDisease,C0029878,Indication
DB00741,DrugToDisease,C0038358,Contraindication
DB00741,DrugToDisease,C0009324,Indication
DB00741,DrugToDisease,C0039503,Indication
DB00741,DrugToDisease,C0014868,Contraindication
DB00741,DrugToDisease,C0002880,Indication
DB00741,DrugToDisease,C0015397,Indication
DB00741,DrugToDisease,C0015403,Contraindication
DB00741,DrugToDisease,C0036202,Indication
DB00741,DrugToDisease,C0005138,Indication
DB00741,DrugToDisease,C0026857,Indication
DB00741,DrugToDisease,C0009450,Contraindication
DB00741,DrugToDisease,C0038013,Indication
DB01591,DrugToDisease,C0585136,Contraindication
DB01591,DrugToDisease,C0236124,Contraindication
DB01591,DrugToDisease,C0403643,Indication
DB01591,DrugToDisease,C0085605,Contraindication
DB01591,DrugToDisease,C0023895,Contraindication
DB01591,DrugToDisease,C0948779,Contraindication
DB01591,DrugToDisease,C0040479,Contraindication
DB01591,DrugToDisease,C0017605,Contraindication
DB01591,DrugToDisease,C0085606,Indication
DB01591,DrugToDisease,C1141890,Contraindication
DB01591,DrugToDisease,C0268734,Contraindication
DB01591,DrugToDisease,C0403654,Contraindication
DB08997,DrugToDisease,C0236830,Indication
DB01140,DrugToDisease,C0042029,Indication
DB01140,DrugToDisease,C0554628,Indication
DB01140,DrugToDisease,C0577709,Indication
DB01140,DrugToDisease,C0520775,Indication
DB01140,DrugToDisease,C0577708,Indication
DB01140,DrugToDisease,C0341677,Contraindication
DB01140,DrugToDisease,C0040425,Indication
DB01140,DrugToDisease,C0275804,Indication
DB01140,DrugToDisease,C1318973,Indication
DB01140,DrugToDisease,C0014358,Contraindication
DB11770,DrugToDisease,C0020538,Indication
DB12930,DrugToDisease,C0011581,Indication
DB00887,DrugToDisease,C0020598,Contraindication
DB00887,DrugToDisease,C0020538,Off-label use
DB00887,DrugToDisease,C0020437,Off-label use
DB00887,DrugToDisease,C0003460,Contraindication
DB00887,DrugToDisease,C0019147,Contraindication
DB00887,DrugToDisease,C0011849,Contraindication
DB00887,DrugToDisease,C0040034,Contraindication
DB00887,DrugToDisease,C0581377,Off-label use
DB00887,DrugToDisease,C0740394,Contraindication
DB00887,DrugToDisease,C0013604,Indication
DB00887,DrugToDisease,C0151723,Contraindication
DB00887,DrugToDisease,C0023895,Contraindication
DB00887,DrugToDisease,C0028961,Contraindication
DB04575,DrugToDisease,C0020476,Contraindication
DB04575,DrugToDisease,C0014175,Contraindication
DB04575,DrugToDisease,C0011849,Contraindication
DB04575,DrugToDisease,C0023895,Contraindication
DB04575,DrugToDisease,C0149871,Contraindication
DB04575,DrugToDisease,C0149911,Contraindication
DB04575,DrugToDisease,C0730512,Contraindication
DB04575,DrugToDisease,C0020557,Contraindication
DB04575,DrugToDisease,C0024141,Contraindication
DB04575,DrugToDisease,C0398623,Contraindication
DB04575,DrugToDisease,C1527411,Contraindication
DB04575,DrugToDisease,C0014544,Contraindication
DB04575,DrugToDisease,C0028754,Contraindication
DB04575,DrugToDisease,C0149931,Contraindication
DB04575,DrugToDisease,C0020443,Contraindication
DB04575,DrugToDisease,C0524702,Contraindication
DB04575,DrugToDisease,C0271578,Indication
DB04575,DrugToDisease,C0016977,Contraindication
DB04575,DrugToDisease,C0027051,Contraindication
DB04575,DrugToDisease,C0600142,Indication
DB04575,DrugToDisease,C0042133,Contraindication
DB04575,DrugToDisease,C3163805,Contraindication
DB04575,DrugToDisease,C0020538,Contraindication
DB04575,DrugToDisease,C0040046,Contraindication
DB04575,DrugToDisease,C0008489,Contraindication
DB04575,DrugToDisease,C0221392,Indication
DB04575,DrugToDisease,C0020676,Contraindication
DB04575,DrugToDisease,C0040038,Contraindication
DB04575,DrugToDisease,C0004096,Contraindication
DB04575,DrugToDisease,C0020598,Contraindication
DB04575,DrugToDisease,C0025874,Contraindication
DB04575,DrugToDisease,C1562312,Contraindication
DB04575,DrugToDisease,C0025218,Contraindication
DB04575,DrugToDisease,C0162533,Contraindication
DB04575,DrugToDisease,C0476089,Contraindication
DB04575,DrugToDisease,C0745138,Contraindication
DB04575,DrugToDisease,C0497327,Contraindication
DB04575,DrugToDisease,C0268000,Contraindication
DB04575,DrugToDisease,C0038454,Contraindication
DB04575,DrugToDisease,C1140680,Contraindication
DB04575,DrugToDisease,C1956346,Contraindication
DB01060,DrugToDisease,C0275556,Indication
DB01060,DrugToDisease,C0276026,Indication
DB01060,DrugToDisease,C0029456,Contraindication
DB01060,DrugToDisease,C0085605,Contraindication
DB01060,DrugToDisease,C0271429,Indication
DB01060,DrugToDisease,C0349774,Off-label use
DB01060,DrugToDisease,C0155862,Indication
DB01060,DrugToDisease,C0561644,Off-label use
DB01060,DrugToDisease,C0271454,Off-label use
DB01060,DrugToDisease,C0007947,Off-label use
DB01060,DrugToDisease,C0015970,Off-label use
DB01060,DrugToDisease,C0276027,Indication
DB01060,DrugToDisease,C0004626,Indication
DB01060,DrugToDisease,C0149725,Indication
DB01060,DrugToDisease,C0008370,Contraindication
DB01060,DrugToDisease,C0042514,Contraindication
DB01060,DrugToDisease,C0022658,Contraindication
DB01060,DrugToDisease,C0554628,Indication
DB01060,DrugToDisease,C2349530,Indication
DB01060,DrugToDisease,C0151723,Contraindication
DB01060,DrugToDisease,C0024198,Off-label use
DB01060,DrugToDisease,C0856695,Indication
DB01060,DrugToDisease,C0268734,Contraindication
DB01060,DrugToDisease,C0729524,Indication
DB01060,DrugToDisease,C0021345,Contraindication
DB01060,DrugToDisease,C0433054,Off-label use
DB01060,DrugToDisease,C0031350,Indication
DB01060,DrugToDisease,C0008311,Off-label use
DB01060,DrugToDisease,C0023895,Contraindication
DB01060,DrugToDisease,C0035468,Indication
DB01060,DrugToDisease,C0149904,Contraindication
DB01060,DrugToDisease,C0032708,Contraindication
DB01060,DrugToDisease,C0014358,Contraindication
DB01060,DrugToDisease,C0155862,Indication
DB01060,DrugToDisease,C0577708,Indication
DB01060,DrugToDisease,C0026896,Contraindication
DB01060,DrugToDisease,C0519030,Indication
DB01060,DrugToDisease,C0041466,Off-label use
DB01060,DrugToDisease,C1698510,Indication
DB01060,DrugToDisease,C0561596,Off-label use
DB01060,DrugToDisease,C1318973,Indication
DB01060,DrugToDisease,C0275794,Indication
DB01060,DrugToDisease,C0275804,Indication
DB01060,DrugToDisease,C0040479,Contraindication
DB01060,DrugToDisease,C0275793,Indication
DB01060,DrugToDisease,C0014836,Indication
DB01060,DrugToDisease,C0520775,Indication
DB01060,DrugToDisease,C0016658,Contraindication
DB01060,DrugToDisease,C0042029,Indication
DB01060,DrugToDisease,C0729586,Indication
DB01060,DrugToDisease,C0850666,Indication
DB01116,DrugToDisease,C0034063,Indication
DB00524,DrugToDisease,C0011849,Contraindication
DB00524,DrugToDisease,C0020538,Indication
DB00524,DrugToDisease,C0020651,Contraindication
DB00524,DrugToDisease,C0020443,Contraindication
DB00524,DrugToDisease,C0024141,Contraindication
DB00524,DrugToDisease,C0003460,Contraindication
DB00524,DrugToDisease,C0019151,Contraindication
DB00524,DrugToDisease,C0018099,Contraindication
DB00524,DrugToDisease,C0268734,Contraindication
DB00524,DrugToDisease,C0242528,Contraindication
DB00524,DrugToDisease,C0151723,Contraindication
DB00524,DrugToDisease,C0085605,Contraindication
DB00524,DrugToDisease,C0152165,Contraindication
DB00524,DrugToDisease,C0020625,Contraindication
DB00524,DrugToDisease,C0019147,Contraindication
DB00524,DrugToDisease,C0001339,Contraindication
DB00524,DrugToDisease,C0028961,Contraindication
DB00524,DrugToDisease,C0020437,Contraindication
DB00524,DrugToDisease,C1443924,Contraindication
DB00808,DrugToDisease,C0740394,Contraindication
DB00808,DrugToDisease,C0011175,Contraindication
DB00808,DrugToDisease,C0023895,Contraindication
DB00808,DrugToDisease,C0003460,Contraindication
DB00808,DrugToDisease,C0011849,Contraindication
DB00808,DrugToDisease,C0028961,Contraindication
DB00808,DrugToDisease,C0020538,Indication
DB00808,DrugToDisease,C0020625,Contraindication
DB00808,DrugToDisease,C0013604,Indication
DB00808,DrugToDisease,C0268734,Contraindication
DB00808,DrugToDisease,C0018099,Contraindication
DB00808,DrugToDisease,C0020502,Contraindication
DB11964,DrugToDisease,C0017168,Indication
DB11964,DrugToDisease,C0030920,Indication
DB08962,DrugToDisease,C0011860,Indication
DB01395,DrugToDisease,C0020676,Contraindication
DB01395,DrugToDisease,C1527411,Contraindication
DB01395,DrugToDisease,C0020598,Contraindication
DB01395,DrugToDisease,C0040046,Contraindication
DB01395,DrugToDisease,C0020538,Contraindication
DB01395,DrugToDisease,C0524702,Contraindication
DB01395,DrugToDisease,C0268734,Contraindication
DB01395,DrugToDisease,C1140680,Contraindication
DB01395,DrugToDisease,C0398623,Contraindication
DB01395,DrugToDisease,C0014175,Contraindication
DB01395,DrugToDisease,C0476089,Contraindication
DB01395,DrugToDisease,C0221392,Indication
DB01395,DrugToDisease,C0022658,Contraindication
DB01395,DrugToDisease,C0011581,Contraindication
DB01395,DrugToDisease,C0025218,Contraindication
DB01395,DrugToDisease,C0038454,Contraindication
DB01395,DrugToDisease,C0035317,Contraindication
DB01395,DrugToDisease,C0745138,Contraindication
DB01395,DrugToDisease,C0014544,Contraindication
DB01395,DrugToDisease,C0149911,Contraindication
DB01395,DrugToDisease,C0600142,Indication
DB01395,DrugToDisease,C0023895,Contraindication
DB01395,DrugToDisease,C0030353,Contraindication
DB01395,DrugToDisease,C0016977,Contraindication
DB01395,DrugToDisease,C0730512,Contraindication
DB01395,DrugToDisease,C0520676,Indication
DB01395,DrugToDisease,C0001144,Indication
DB01395,DrugToDisease,C0264716,Contraindication
DB01395,DrugToDisease,C0020557,Contraindication
DB01395,DrugToDisease,C0020476,Contraindication
DB01395,DrugToDisease,C0032708,Contraindication
DB01395,DrugToDisease,C1562312,Contraindication
DB01395,DrugToDisease,C0014544,Contraindication
DB01395,DrugToDisease,C0027051,Contraindication
DB01395,DrugToDisease,C0040038,Contraindication
DB01395,DrugToDisease,C0149871,Contraindication
DB01395,DrugToDisease,C0004096,Contraindication
DB01395,DrugToDisease,C0032460,Off-label use
DB01395,DrugToDisease,C0008489,Contraindication
DB01395,DrugToDisease,C0028754,Contraindication
DB01395,DrugToDisease,C0405580,Contraindication
DB01395,DrugToDisease,C0497327,Contraindication
DB01395,DrugToDisease,C0156393,Indication
DB01395,DrugToDisease,C0025874,Contraindication
DB01395,DrugToDisease,C0020473,Contraindication
DB01395,DrugToDisease,C1956346,Contraindication
DB01395,DrugToDisease,C0024141,Contraindication
DB01395,DrugToDisease,C0162533,Contraindication
DB01395,DrugToDisease,C0268000,Contraindication
DB01395,DrugToDisease,C3163805,Contraindication
DB01395,DrugToDisease,C0011849,Contraindication
DB01395,DrugToDisease,C0020443,Contraindication
DB01395,DrugToDisease,C0042133,Contraindication
DB01395,DrugToDisease,C0149931,Contraindication
DB01395,DrugToDisease,C0013390,Indication
DB01244,DrugToDisease,C0002962,Indication
DB01117,DrugToDisease,C0401151,Contraindication
DB01117,DrugToDisease,C0024537,Off-label use
DB01117,DrugToDisease,C0023895,Contraindication
DB01117,DrugToDisease,C0040558,Off-label use
DB01117,DrugToDisease,C0268734,Contraindication
DB01117,DrugToDisease,C1720498,Off-label use
DB01117,DrugToDisease,C0024535,Indication
DB01117,DrugToDisease,C0042963,Contraindication
DB01117,DrugToDisease,C0272053,Contraindication
DB01117,DrugToDisease,C0085605,Contraindication
DB01117,DrugToDisease,C0004576,Off-label use
DB01117,DrugToDisease,C0020456,Contraindication
DB09223,DrugToDisease,C0036341,Indication
DB00833,DrugToDisease,C0339932,Indication
DB00833,DrugToDisease,C0040425,Indication
DB00833,DrugToDisease,C0275804,Indication
DB00833,DrugToDisease,C0041912,Indication
DB00833,DrugToDisease,C0276026,Indication
DB00833,DrugToDisease,C0014358,Contraindication
DB00833,DrugToDisease,C0032285,Indication
DB00833,DrugToDisease,C0015970,Off-label use
DB00833,DrugToDisease,C0149725,Indication
DB00833,DrugToDisease,C0339933,Indication
DB00833,DrugToDisease,C0554628,Indication
DB00833,DrugToDisease,C0042029,Indication
DB00833,DrugToDisease,C0031350,Indication
DB00833,DrugToDisease,C0155862,Indication
DB00833,DrugToDisease,C1318973,Indication
DB00833,DrugToDisease,C0729586,Indication
DB06480,DrugToDisease,C0009806,Indication
DB06480,DrugToDisease,C0021845,Contraindication
DB06480,DrugToDisease,C0009324,Contraindication
DB00790,DrugToDisease,C0004238,Off-label use
DB00790,DrugToDisease,C0151773,Contraindication
DB00790,DrugToDisease,C1135196,Off-label use
DB00790,DrugToDisease,C0264716,Off-label use
DB00790,DrugToDisease,C0023895,Contraindication
DB00790,DrugToDisease,C0035067,Contraindication
DB00790,DrugToDisease,C0265115,Contraindication
DB00790,DrugToDisease,C0011881,Off-label use
DB00790,DrugToDisease,C0019243,Contraindication
DB00790,DrugToDisease,C0002994,Contraindication
DB00790,DrugToDisease,C0027947,Contraindication
DB00790,DrugToDisease,C0009782,Contraindication
DB00790,DrugToDisease,C0020538,Indication
DB00790,DrugToDisease,C0022658,Contraindication
DB00782,DrugToDisease,C0020550,Contraindication
DB00782,DrugToDisease,C0746102,Contraindication
DB00782,DrugToDisease,C0009324,Contraindication
DB00782,DrugToDisease,C0264716,Contraindication
DB00782,DrugToDisease,C0085621,Contraindication
DB00782,DrugToDisease,C0238015,Contraindication
DB00782,DrugToDisease,C1541124,Contraindication
DB00782,DrugToDisease,C0267516,Contraindication
DB00782,DrugToDisease,C0030446,Contraindication
DB00782,DrugToDisease,C1956346,Contraindication
DB00782,DrugToDisease,C0267387,Contraindication
DB00782,DrugToDisease,C0014848,Contraindication
DB00782,DrugToDisease,C0038358,Contraindication
DB00782,DrugToDisease,C0236124,Contraindication
DB00782,DrugToDisease,C3489393,Contraindication
DB00782,DrugToDisease,C0030920,Indication
DB00782,DrugToDisease,C0019080,Contraindication
DB00782,DrugToDisease,C0022104,Off-label use
DB00782,DrugToDisease,C1739363,Contraindication
DB00782,DrugToDisease,C0022658,Contraindication
DB00782,DrugToDisease,C0012765,Contraindication
DB00782,DrugToDisease,C0014869,Contraindication
DB00782,DrugToDisease,C0026896,Contraindication
DB00782,DrugToDisease,C0025162,Contraindication
DB00782,DrugToDisease,C0270611,Contraindication
DB00782,DrugToDisease,C0017605,Contraindication
DB00782,DrugToDisease,C0013080,Contraindication
DB00782,DrugToDisease,C0023895,Contraindication
DB00782,DrugToDisease,C0267558,Contraindication
DB00782,DrugToDisease,C0340515,Contraindication
DB00782,DrugToDisease,C0042024,Off-label use
DB00782,DrugToDisease,C0178879,Contraindication
DB00782,DrugToDisease,C0403654,Contraindication
DB00782,DrugToDisease,C0020538,Contraindication
DB00568,DrugToDisease,C0042571,Indication
DB00568,DrugToDisease,C0027497,Indication
DB00568,DrugToDisease,C0026603,Indication
DB08984,DrugToDisease,C0029408,Indication
DB00448,DrugToDisease,C0013295,Indication
DB00448,DrugToDisease,C0014858,Contraindication
DB00448,DrugToDisease,C0032708,Contraindication
DB00448,DrugToDisease,C0023895,Contraindication
DB00448,DrugToDisease,C0040479,Contraindication
DB00448,DrugToDisease,C0041909,Off-label use
DB00448,DrugToDisease,C0007222,Contraindication
DB00448,DrugToDisease,C0237938,Contraindication
DB00448,DrugToDisease,C0151723,Contraindication
DB00448,DrugToDisease,C0014358,Contraindication
DB00448,DrugToDisease,C0038358,Indication
DB00448,DrugToDisease,C0020538,Contraindication
DB00448,DrugToDisease,C0002871,Contraindication
DB00448,DrugToDisease,C0022658,Contraindication
DB00448,DrugToDisease,C0029456,Contraindication
DB00448,DrugToDisease,C0040038,Contraindication
DB00448,DrugToDisease,C0013604,Contraindication
DB00448,DrugToDisease,C0001973,Contraindication
DB00448,DrugToDisease,C0085605,Contraindication
DB00448,DrugToDisease,C0043515,Indication
DB00448,DrugToDisease,C0264716,Contraindication
DB00448,DrugToDisease,C0008370,Contraindication
DB00448,DrugToDisease,C0268734,Contraindication
DB00448,DrugToDisease,C0027051,Contraindication
DB00448,DrugToDisease,C0016658,Contraindication
DB00448,DrugToDisease,C0042514,Contraindication
DB00448,DrugToDisease,C0017181,Contraindication
DB00448,DrugToDisease,C0026896,Contraindication
DB00448,DrugToDisease,C0267055,Indication
DB00448,DrugToDisease,C0038454,Contraindication
DB00448,DrugToDisease,C0005779,Contraindication
DB00448,DrugToDisease,C0268000,Contraindication
DB00448,DrugToDisease,C0149904,Contraindication
DB00448,DrugToDisease,C0017168,Indication
DB00448,DrugToDisease,C0021345,Contraindication
DB00448,DrugToDisease,C0030920,Indication
DB01157,DrugToDisease,C0022658,Contraindication
DB01157,DrugToDisease,C0151773,Contraindication
DB01157,DrugToDisease,C0023895,Contraindication
DB01166,DrugToDisease,C0022658,Contraindication
DB01166,DrugToDisease,C0021775,Indication
DB01166,DrugToDisease,C0023895,Contraindication
DB01166,DrugToDisease,C0264716,Contraindication
DB06288,DrugToDisease,C0013415,Off-label use
DB06288,DrugToDisease,C0221765,Indication
DB06288,DrugToDisease,C0520909,Indication
DB00957,DrugToDisease,C0020598,Contraindication
DB00957,DrugToDisease,C0025218,Contraindication
DB00957,DrugToDisease,C0008489,Contraindication
DB00957,DrugToDisease,C0002962,Contraindication
DB00957,DrugToDisease,C0149911,Contraindication
DB00957,DrugToDisease,C0016977,Contraindication
DB00957,DrugToDisease,C0524702,Contraindication
DB00957,DrugToDisease,C0014544,Contraindication
DB00957,DrugToDisease,C0001144,Indication
DB00957,DrugToDisease,C0221392,Indication
DB00957,DrugToDisease,C1140680,Contraindication
DB00957,DrugToDisease,C0020473,Contraindication
DB00957,DrugToDisease,C0042133,Contraindication
DB00957,DrugToDisease,C0027051,Contraindication
DB00957,DrugToDisease,C0029458,Indication
DB00957,DrugToDisease,C0020476,Contraindication
DB00957,DrugToDisease,C1305934,Contraindication
DB00957,DrugToDisease,C0271578,Off-label use
DB00957,DrugToDisease,C0025323,Off-label use
DB00957,DrugToDisease,C0745138,Contraindication
DB00957,DrugToDisease,C1562312,Contraindication
DB00957,DrugToDisease,C0007847,Contraindication
DB00957,DrugToDisease,C0011849,Contraindication
DB00957,DrugToDisease,C0345904,Contraindication
DB00957,DrugToDisease,C0014175,Contraindication
DB00957,DrugToDisease,C0030353,Contraindication
DB00957,DrugToDisease,C0023895,Contraindication
DB00957,DrugToDisease,C0020538,Contraindication
DB00957,DrugToDisease,C0162533,Contraindication
DB00957,DrugToDisease,C3163805,Contraindication
DB00957,DrugToDisease,C0156393,Indication
DB00957,DrugToDisease,C0268318,Contraindication
DB00957,DrugToDisease,C0268000,Contraindication
DB00957,DrugToDisease,C0398623,Contraindication
DB00957,DrugToDisease,C0014544,Contraindication
DB00957,DrugToDisease,C0020557,Contraindication
DB00957,DrugToDisease,C0032708,Contraindication
DB00957,DrugToDisease,C0013390,Off-label use
DB00957,DrugToDisease,C0024141,Contraindication
DB00957,DrugToDisease,C0149931,Contraindication
DB00957,DrugToDisease,C0020443,Contraindication
DB00957,DrugToDisease,C0004096,Contraindication
DB00957,DrugToDisease,C0040046,Contraindication
DB00957,DrugToDisease,C0730512,Contraindication
DB00957,DrugToDisease,C0600142,Indication
DB00957,DrugToDisease,C1956346,Contraindication
DB00957,DrugToDisease,C1527411,Contraindication
DB00957,DrugToDisease,C0020676,Contraindication
DB00957,DrugToDisease,C0025874,Contraindication
DB00957,DrugToDisease,C0020456,Contraindication
DB00957,DrugToDisease,C0035317,Contraindication
DB00957,DrugToDisease,C0040038,Contraindication
DB00957,DrugToDisease,C0476089,Contraindication
DB00957,DrugToDisease,C0011581,Contraindication
DB00957,DrugToDisease,C0149871,Contraindication
DB00957,DrugToDisease,C0022658,Contraindication
DB00957,DrugToDisease,C0028754,Contraindication
DB00957,DrugToDisease,C0497327,Contraindication
DB00957,DrugToDisease,C0032460,Off-label use
DB00957,DrugToDisease,C0730349,Off-label use
DB00957,DrugToDisease,C0038454,Contraindication
DB00957,DrugToDisease,C0264716,Contraindication
DB00957,DrugToDisease,C0018824,Contraindication
DB00957,DrugToDisease,C0022354,Contraindication
DB13555,DrugToDisease,C0085612,Indication
DB15959,DrugToDisease,C0085580,Indication
DB08439,DrugToDisease,C2215257,Indication
DB00896,DrugToDisease,C0015407,Contraindication
DB00896,DrugToDisease,C0022570,Contraindication
DB00896,DrugToDisease,C0042164,Indication
DB00896,DrugToDisease,C0015405,Contraindication
DB00896,DrugToDisease,C0019357,Contraindication
DB00896,DrugToDisease,C0041322,Contraindication
DB00679,DrugToDisease,C0027849,Contraindication
DB00679,DrugToDisease,C0085628,Contraindication
DB00679,DrugToDisease,C0009421,Contraindication
DB00679,DrugToDisease,C0686347,Contraindication
DB00679,DrugToDisease,C1141890,Contraindication
DB00679,DrugToDisease,C0020651,Contraindication
DB00679,DrugToDisease,C0011268,Contraindication
DB00679,DrugToDisease,C0018939,Contraindication
DB00679,DrugToDisease,C0014544,Contraindication
DB11656,DrugToDisease,C0017152,Indication
DB11656,DrugToDisease,C0030920,Indication
DB08961,DrugToDisease,C0018802,Indication
DB00716,DrugToDisease,C0009766,Indication
DB00716,DrugToDisease,C0004096,Indication
DB00270,DrugToDisease,C0034735,Off-label use
DB00270,DrugToDisease,C0002962,Off-label use
DB00270,DrugToDisease,C0020538,Indication
DB00270,DrugToDisease,C0264716,Contraindication
DB00270,DrugToDisease,C0027051,Contraindication
DB00270,DrugToDisease,C0085649,Contraindication
DB00270,DrugToDisease,C0023895,Contraindication
DB00270,DrugToDisease,C0010054,Contraindication
DB00675,DrugToDisease,C0149871,Contraindication
DB00675,DrugToDisease,C0040034,Contraindication
DB00675,DrugToDisease,C1140680,Off-label use
DB00675,DrugToDisease,C0020437,Contraindication
DB00675,DrugToDisease,C0040038,Contraindication
DB00675,DrugToDisease,C0038454,Contraindication
DB00675,DrugToDisease,C0476089,Off-label use
DB00675,DrugToDisease,C3163805,Indication
DB00675,DrugToDisease,C0521707,Contraindication
DB00675,DrugToDisease,C0524702,Contraindication
DB00675,DrugToDisease,C0023530,Contraindication
DB00675,DrugToDisease,C1134719,Indication
DB00675,DrugToDisease,C0024902,Off-label use
DB06725,DrugToDisease,C0030193,Indication
DB00656,DrugToDisease,C0021141,Contraindication
DB00656,DrugToDisease,C1269683,Indication
DB00656,DrugToDisease,C1141890,Contraindication
DB00656,DrugToDisease,C0917801,Off-label use
DB00656,DrugToDisease,C0018799,Contraindication
DB00656,DrugToDisease,C0040479,Contraindication
DB00656,DrugToDisease,C0151723,Contraindication
DB00656,DrugToDisease,C0020651,Contraindication
DB00656,DrugToDisease,C0033117,Contraindication
DB00656,DrugToDisease,C1739363,Contraindication
DB00656,DrugToDisease,C0005779,Contraindication
DB00486,DrugToDisease,C0033975,Contraindication
DB00486,DrugToDisease,C0338831,Contraindication
DB00486,DrugToDisease,C0740858,Contraindication
DB00486,DrugToDisease,C0401160,Indication
DB00486,DrugToDisease,C0085605,Contraindication
DB00486,DrugToDisease,C1956346,Contraindication
DB00486,DrugToDisease,C0264886,Contraindication
DB00486,DrugToDisease,C0011581,Contraindication
DB00486,DrugToDisease,C0264716,Contraindication
DB00486,DrugToDisease,C0036341,Contraindication
DB00486,DrugToDisease,C0020538,Contraindication
DB01216,DrugToDisease,C1739363,Indication
DB01216,DrugToDisease,C0023895,Contraindication
DB01216,DrugToDisease,C0162836,Off-label use
DB01609,DrugToDisease,C0022658,Contraindication
DB01609,DrugToDisease,C0011175,Contraindication
DB01609,DrugToDisease,C1384666,Contraindication
DB01609,DrugToDisease,C0017181,Contraindication
DB01609,DrugToDisease,C0237938,Contraindication
