NodeType: Drug | Name: 3,5-Dimethyl-1-(3-Nitrophenyl)-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester | DrugId: DB01959
NodeType: Drug | Name: N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE | DrugId: DB07630
NodeType: Drug | Name: Lauryldimethylbetaine | DrugId: DB07631
NodeType: Drug | Name: 5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide | DrugId: DB07632
NodeType: Drug | Name: octyl 3-deoxy-2-O-(6-deoxy-alpha-L-galactopyranosyl)-beta-D-xylo-hexopyranoside | DrugId: DB07633
NodeType: Drug | Name: (2,6-Dimethylphenoxy)acetic acid | DrugId: DB07634
NodeType: Drug | Name: 4,4'-Dihydroxybenzophenone | DrugId: DB07635
NodeType: Drug | Name: 5-Heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione | DrugId: DB07636
NodeType: Drug | Name: Dibromotyrosine | DrugId: DB07637
NodeType: Drug | Name: (3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL | DrugId: DB07638
NodeType: Drug | Name: 3-(7-DIAMINOMETHYL-NAPHTHALEN-2-YL)-PROPIONIC ACID ETHYL ESTER | DrugId: DB07639
NodeType: Drug | Name: 2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione | DrugId: DB07640
NodeType: Drug | Name: Decyl(dimethyl)phosphine oxide | DrugId: DB07641
NodeType: Drug | Name: 5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine | DrugId: DB07642
NodeType: Drug | Name: 5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine | DrugId: DB07643
NodeType: Drug | Name: 5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine | DrugId: DB07644
NodeType: Drug | Name: Sebacic acid | DrugId: DB07645
NodeType: Drug | Name: UNDECYLAMINE-N,N-DIMETHYL-N-OXIDE | DrugId: DB07646
NodeType: Drug | Name: (2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL | DrugId: DB07647
NodeType: Drug | Name: (2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL | DrugId: DB07648
NodeType: Drug | Name: (3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol | DrugId: DB07649
NodeType: Drug | Name: Decyl formate | DrugId: DB07650
NodeType: Drug | Name: N-ACETYL-L-PHENYLALANYL-4-[DIFLUORO(PHOSPHONO)METHYL]-L-PHENYLALANINAMIDE | DrugId: DB07651
NodeType: Drug | Name: 1-[2-DEOXYRIBOFURANOSYL]-2,4-DIFLUORO-5-METHYL-BENZENE-5'MONOPHOSPHATE | DrugId: DB07652
NodeType: Drug | Name: N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE | DrugId: DB07653
NodeType: Drug | Name: (5,6-DIPHENYL-FURO[2,3-D]PYRIMIDIN-4-YLAMINO)-ACETIC | DrugId: DB07654
NodeType: Drug | Name: 3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE | DrugId: DB07655
NodeType: Drug | Name: PHOSPHONIC ACID 2-DODECANOYLAMINO-HEXYL ESTER PROPYL ESTER | DrugId: DB07657
NodeType: Drug | Name: AC-(D)Phe-pro-borolys-OH | DrugId: DB07658
NodeType: Drug | Name: AC-(D)PHE-PRO-BOROHOMOLYS-OH | DrugId: DB07659
NodeType: Drug | Name: AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH | DrugId: DB07660
NodeType: Drug | Name: 1,6-Naphthalenediol | DrugId: DB07661
NodeType: Drug | Name: PD-168393 | DrugId: DB07662
NodeType: Drug | Name: 2-[(1R)-1-CARBOXY-2-(4-HYDROXYPHENYL)ETHYL]-1,3-DIOXOISOINDOLINE-5-CARBOXYLIC ACID | DrugId: DB07663
NodeType: Drug | Name: K-00546 | DrugId: DB07664
NodeType: Drug | Name: N-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide | DrugId: DB07665
NodeType: Drug | Name: (3R,4S)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE | DrugId: DB07666
NodeType: Drug | Name: 2-((3',5'-DIMETHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID | DrugId: DB07667
NodeType: Drug | Name: alpha-Methyl-2-hydroxy-4-diethylaminocinnamic acid | DrugId: DB07668
NodeType: Drug | Name: 2,3-Dimethyl-1,4-naphthoquinone | DrugId: DB07669
NodeType: Drug | Name: N,4-Dimethyl-N-(1-phenyl-1H-pyrazol-5-yl)benzenesulfonamide | DrugId: DB07670
NodeType: Drug | Name: 2-[1-METHYLHEXYL]-4,6-DINITROPHENOL | DrugId: DB07671
NodeType: Drug | Name: TRANS-2-(DIMETHYLPHENYLSILYL)-PIPERIDINE-N-OXIDE | DrugId: DB07672
NodeType: Drug | Name: (2S)-2-Methyl-3-phenylpropanoic acid | DrugId: DB07673
NodeType: Drug | Name: O,O-DIETHYL HYDROGEN THIOPHOSPHATE | DrugId: DB07674
NodeType: Drug | Name: (2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID | DrugId: DB07675
NodeType: Drug | Name: 3-({[(3S)-3,4-dihydroxybutyl]oxy}amino)-1H,2'H-2,3'-biindol-2'-one | DrugId: DB07676
NodeType: Drug | Name: 2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one | DrugId: DB07677
NodeType: Drug | Name: (9ALPHA,13BETA,17BETA)-2-[(1Z)-BUT-1-EN-1-YL]ESTRA-1,3,5(10)-TRIENE-3,17-DIOL | DrugId: DB07678
NodeType: Drug | Name: (9S,12S)-9-(1-methylethyl)-7,10-dioxo-2-oxa-8,11-diazabicyclo[12.2.2]octadeca-1(16),14,17-triene-12-carboxylic acid | DrugId: DB07679
NodeType: Drug | Name: [(1S)-1-(5-CHLORO-1-BENZOTHIEN-3-YL)-2-(2-NAPHTHYLAMINO)-2-OXOETHYL]PHOSPHONIC ACID | DrugId: DB07680
NodeType: Drug | Name: DODECANESULFONATE ION | DrugId: DB07681
NodeType: Drug | Name: N-(dibenzo[b,d]thiophen-3-ylsulfonyl)-L-valine | DrugId: DB07683
NodeType: Drug | Name: 5-(DIMETHYLAMINO)-2-NAPHTHALENESULFONIC ACID | DrugId: DB07684
NodeType: Drug | Name: 4-{[5-(CYCLOHEXYLMETHOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE | DrugId: DB07685
NodeType: Drug | Name: 4-{[5-(CYCLOHEXYLAMINO)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE | DrugId: DB07686
NodeType: Drug | Name: 4-({5-[(4-AMINOCYCLOHEXYL)AMINO][1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL}AMINO)BENZENESULFONAMIDE | DrugId: DB07687
NodeType: Drug | Name: 4-{[5-(CYCLOHEXYLOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE | DrugId: DB07688
NodeType: Drug | Name: METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL]AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE | DrugId: DB07689
NodeType: Drug | Name: 2-({[3-(3,4-dihydroisoquinolin-2(1H)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid | DrugId: DB07691
NodeType: Drug | Name: 1-[(2,6-difluorophenyl)sulfonyl]-4-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)piperazine | DrugId: DB07692
NodeType: Drug | Name: N-(3,5-dibromo-4-hydroxyphenyl)-2,6-dimethylbenzamide | DrugId: DB07693
NodeType: Drug | Name: 2,5-dichloro-N-(3,5-dibromo-4-hydroxyphenyl)benzamide | DrugId: DB07694
NodeType: Drug | Name: N-(3,5-dibromo-4-hydroxyphenyl)-4-hydroxy-3,5-dimethylbenzamide | DrugId: DB07695
NodeType: Drug | Name: methyl (3S)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate | DrugId: DB07696
NodeType: Drug | Name: 1-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)-4-[(4-methoxyphenyl)sulfonyl]piperazine | DrugId: DB07697
NodeType: Drug | Name: 3-(3-aminophenyl)-N-(3-chlorophenyl)pyrazolo[1,5-a]pyrimidin-5-amine | DrugId: DB07698
NodeType: Drug | Name: 3-carboxamido-1,3,5(10)-estratrien-17(R)-spiro-2'(5',5'-dimethyl-6'oxo)tetrahydropyran | DrugId: DB07700
NodeType: Drug | Name: 1-BENZYL-4-[(5,6-DIMETHOXY-1-INDANON-2-YL)METHYL]PIPERIDINE | DrugId: DB07701
NodeType: Drug | Name: 17alpha-Estriol | DrugId: DB07702
NodeType: Drug | Name: (3R,4S,5S,7R,9E,11R,12R)-12-ETHYL-4-HYDROXY-3,5,7,11-TETRAMETHYLOXACYCLODODEC-9-ENE-2,8-DIONE | DrugId: DB07703
NodeType: Drug | Name: 6-AMINO-4-[2-(4-METHOXYPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE | DrugId: DB07704
NodeType: Drug | Name: (S)-econazole | DrugId: DB07705
NodeType: Drug | Name: 2-Hydroxyestradiol | DrugId: DB07706
NodeType: Drug | Name: (9BETA,11ALPHA,13ALPHA,14BETA,17ALPHA)-11-(METHOXYMETHYL)ESTRA-1(10),2,4-TRIENE-3,17-DIOL | DrugId: DB07707
NodeType: Drug | Name: 3-CHLORO-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL | DrugId: DB07708
NodeType: Drug | Name: PHENYLALANYLAMINODI(ETHYLOXY)ETHYL BENZENESULFONAMIDEAMINOCARBONYLBENZENESULFONAMIDE | DrugId: DB07710
NodeType: Drug | Name: (2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol | DrugId: DB07711
NodeType: Drug | Name: 3-ETHYL-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL | DrugId: DB07712
NodeType: Drug | Name: (1S)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid | DrugId: DB07713
NodeType: Drug | Name: 6-(3-METHYL-1,4-DIOXO-1,4-DIHYDRONAPHTHALEN-2-YL)HEXANOIC ACID | DrugId: DB07714
NodeType: Drug | Name: Emodin | DrugId: DB07715
NodeType: Drug | Name: (4Z)-2,8:7,12:11,15:14,18:17,22-PENTAANHYDRO-4,5,6,9,10,13,19,20,21-NONADEOXY-D-ARABINO-D-ALLO-D-ALLO-DOCOSA-4,9,20-TRIENITOL | DrugId: DB07716
NodeType: Drug | Name: (5S,8R,9S,10S,13R,14S,17S)-13-{2-[(3,5-DIFLUOROBENZYL)OXY]ETHYL}-17-HYDROXY-10-METHYLHEXADECAHYDRO-3H-CYCLOPENTA[A]PHENANTHREN-3-ONE | DrugId: DB07717
NodeType: Drug | Name: [(3R)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid | DrugId: DB07719
NodeType: Drug | Name: Epibatidine | DrugId: DB07720
NodeType: Drug | Name: DIETHYL 4-METHOXYPHENYL PHOSPHATE | DrugId: DB07721
NodeType: Drug | Name: 3-(4-NITRO-PHENOXY)-PROPAN-1-OL | DrugId: DB07722
NodeType: Drug | Name: 3-(5-methoxy-1H-indol-3-yl)propanoic acid | DrugId: DB07723
NodeType: Drug | Name: Indeglitazar | DrugId: DB07724
NodeType: Drug | Name: t-Butylhydroquinone | DrugId: DB07726
NodeType: Drug | Name: 2-[2-(2-FLUOROPHENYL)PYRIDIN-4-YL]-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE | DrugId: DB07728
NodeType: Drug | Name: 3-fluoro-N-[3-(1H-tetrazol-5-yl)phenyl]benzamide | DrugId: DB07729
NodeType: Drug | Name: 5-(3-HYDROXYPHENYL)ISOTHIAZOL-3(2H)-ONE 1,1-DIOXIDE | DrugId: DB07730
NodeType: Drug | Name: CAN-508 | DrugId: DB07731
NodeType: Drug | Name: 2-[(2-NAPHTHYLSULFONYL)AMINO]ETHYL DIHYDROGEN PHOSPHATE | DrugId: DB07732
NodeType: Drug | Name: 1-METHYL-3-TRIFLUOROMETHYL-1H-THIENO[2,3-C]PYRAZOLE-5-CARBOXYLIC ACID (2-MERCAPTO-ETHYL)-AMIDE | DrugId: DB07733
NodeType: Drug | Name: N-(1-benzylpiperidin-4-yl)-4-sulfanylbutanamide | DrugId: DB07734
NodeType: Drug | Name: N-[1-(2,6-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide | DrugId: DB07735
NodeType: Drug | Name: (2S)-4-(4-fluorobenzyl)-N-(2-sulfanylethyl)piperazine-2-carboxamide | DrugId: DB07736
NodeType: Drug | Name: (2S)-4-(4-fluorobenzyl)-N-(3-sulfanylpropyl)piperazine-2-carboxamide | DrugId: DB07737
NodeType: Drug | Name: N-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide | DrugId: DB07738
NodeType: Drug | Name: (3R)-3-(FLUOROMETHYL)-7-(THIOMORPHOLIN-4-YLSULFONYL)-1,2,3,4-TETRAHYDROISOQUINOLINE | DrugId: DB07739
NodeType: Drug | Name: (7R,12R,13R)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid | DrugId: DB07740
NodeType: Drug | Name: 4-(1R,3AS,4R,8AS,8BR)-[1-DIFLUOROMETHYL-2-(4-FLUOROBENZYL)-3-OXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZAMIDINE | DrugId: DB07741
NodeType: Drug | Name: N-(2,3-DIFLUORO-BENZYL)-4-SULFAMOYL-BENZAMIDE | DrugId: DB07742
NodeType: Drug | Name: S-[5-(TRIFLUOROMETHYL)-4H-1,2,4-TRIAZOL-3-YL] 5-(PHENYLETHYNYL)FURAN-2-CARBOTHIOATE | DrugId: DB07743
NodeType: Drug | Name: Z-Val-Ala-Asp fluoromethyl ketone | DrugId: DB07744
NodeType: Drug | Name: 2-{[4-(TRIFLUOROMETHOXY)BENZOYL]AMINO}ETHYL DIHYDROGEN PHOSPHATE | DrugId: DB07745
NodeType: Drug | Name: 3-ETHYL-6-{[(4-FLUOROPHENYL)SULFONYL]AMINO}-2-METHYLBENZOIC ACID | DrugId: DB07746
NodeType: Drug | Name: (3R)-N-(4-CHLOROPHENYL)-3-(HYDROXYMETHYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE | DrugId: DB07747
NodeType: Drug | Name: 2-({[4-(TRIFLUOROMETHOXY)PHENYL]SULFONYL}AMINO)ETHYL DIHYDROGEN PHOSPHATE | DrugId: DB07748
NodeType: Drug | Name: 2-ACETYLAMINO-4-METHYL-PENTANOIC ACID (1-FORMYL-2-PHENYL-ETHYL)-AMIDE | DrugId: DB07749
NodeType: Drug | Name: (2R)-1-[4-({4-[(2,5-Dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol | DrugId: DB07750
NodeType: Drug | Name: (2S)-1-[4-({6-[(2,6-Difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol | DrugId: DB07751
NodeType: Drug | Name: 3',5'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID | DrugId: DB07753
NodeType: Drug | Name: DCFBC | DrugId: DB07754
NodeType: Drug | Name: (2S)-1-[4-({4-[(2,5-Dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol | DrugId: DB07755
NodeType: Drug | Name: 1-[3-({[(4-AMINO-5-FLUORO-2-METHYLQUINOLIN-3-YL)METHYL]THIO}METHYL)PHENYL]-2,2,2-TRIFLUOROETHANE-1,1-DIOL | DrugId: DB07756
NodeType: Drug | Name: (9aS)-4-bromo-9a-butyl-7-hydroxy-1,2,9,9a-tetrahydro-3H-fluoren-3-one | DrugId: DB07757
NodeType: Drug | Name: 5-(2,5-DICHLOROPHENYL)-2-FUROIC ACID | DrugId: DB07758
NodeType: Drug | Name: 5-[2-(TRIFLUOROMETHYL)PHENYL]-2-FUROIC ACID | DrugId: DB07759
NodeType: Drug | Name: 3-[(1E,7E)-8-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-3,6-dioxa-2,7-diazaocta-1,7-dien-1-yl]benzoic acid | DrugId: DB07760
NodeType: Drug | Name: (2R)-1-[4-({6-[(2,6-Difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol | DrugId: DB07761
NodeType: Drug | Name: 4-(N-ACETYLAMINO)-3-[N-(2-ETHYLBUTANOYLAMINO)]BENZOIC ACID | DrugId: DB07762
NodeType: Drug | Name: (5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE | DrugId: DB07763
NodeType: Drug | Name: Fluorescin | DrugId: DB07764
NodeType: Drug | Name: METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL](METHYL)AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE | DrugId: DB07765
NodeType: Drug | Name: (2Z,3E)-2,3'-biindole-2',3(1H,1'H)-dione 3-{O-[(3R)-3,4-dihydroxybutyl]oxime} | DrugId: DB07766
NodeType: Drug | Name: Ferulic acid | DrugId: DB07767
NodeType: Drug | Name: Epitestosterone | DrugId: DB07768
NodeType: Drug | Name: S-3-(4-FLUOROPHENOXY)-2-HYDROXY-2-METHYL-N-[4-NITRO-3-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE | DrugId: DB07769
NodeType: Drug | Name: 5-(4-FLUOROPHENYL)-3-{[(4-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID | DrugId: DB07770
NodeType: Drug | Name: [(3,7,11-TRIMETHYL-DODECA-2,6,10-TRIENYLOXYCARBAMOYL)-METHYL]-PHOSPHONIC ACID | DrugId: DB07771
NodeType: Drug | Name: (1R)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid | DrugId: DB07772
NodeType: Drug | Name: 5-FLUOROINDOLE PROPANOL PHOSPHATE | DrugId: DB07773
NodeType: Drug | Name: 3',5'-DIBROMO-2',4,4',6'-TETRAHYDROXY AURONE | DrugId: DB07775
NodeType: Drug | Name: Flavone | DrugId: DB07776
NodeType: Drug | Name: (S)-famoxadone | DrugId: DB07778
NodeType: Drug | Name: N-({(2S)-1-[(3R)-3-AMINO-4-(2-FLUOROPHENYL)BUTANOYL]PYRROLIDIN-2-YL}METHYL)BENZAMIDE | DrugId: DB07779
NodeType: Drug | Name: N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-NITRILOMETHYL-PYRIDYL]-THIOUREA | DrugId: DB07781
NodeType: Drug | Name: 4-AMINO-2-TRIFLUOROMETHYL-5-HYDROXYMETHYLPYRIMIDINE PYROPHOSPHATE | DrugId: DB07782
NodeType: Drug | Name: 1-((1R)-1-(HYDROXYMETHYL)-3-{6-[(3-PHENYLPROPANOYL)AMINO]-1H-INDOL-1-YL}PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE | DrugId: DB07783
NodeType: Drug | Name: [4-(4-ACETYLAMINO-PHENYL)-3,5-DIOXO-4-AZA-TRICYCLO[5.2.2.0 2,6]UNDEC-1-YLCARBAMOYLOXY]-ACETIC ACID | DrugId: DB07784
NodeType: Drug | Name: 1-{(1R,2S)-2-HYDROXY-1-[2-(2-NAPHTHYLOXY)ETHYL]PROPYL}-1H-IMIDAZONE-4-CARBOXAMIDE | DrugId: DB07785
NodeType: Drug | Name: 1-((1R,2S)-1-{2-[2-(4-CHLOROPHENYL)-1,3-BENZOXAZOL-7-YL]ETHYL}-2-HYDROXYPROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE | DrugId: DB07786
NodeType: Drug | Name: 5-FLUORO-1-[4-(4-PHENYL-3,6-DIHYDROPYRIDIN-1(2H)-YL)BUTYL]QUINAZOLINE-2,4(1H,3H)-DIONE | DrugId: DB07787
NodeType: Drug | Name: (3R,5Z,8S,9S,11E)-8,9,16-TRIHYDROXY-14-METHOXY-3-METHYL-3,4,9,10-TETRAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,7(8H)-DIONE | DrugId: DB07788
NodeType: Drug | Name: 1-[5-Methyl-2-(trifluoromethyl)furan-3-yl]-3-[5-[2-[[6-(1H-1,2,4-triazol-5-ylamino)pyrimidin-4-yl]amino]ethyl]-1,3-thiazol-2-yl]urea | DrugId: DB07789
NodeType: Drug | Name: N-(2-METHOXYETHYL)-4-({4-[2-METHYL-1-(1-METHYLETHYL)-1H-IMIDAZOL-5-YL]PYRIMIDIN-2-YL}AMINO)BENZENESULFONAMIDE | DrugId: DB07790
NodeType: Drug | Name: 4-{[4-(1-CYCLOPROPYL-2-METHYL-1H-IMIDAZOL-5-YL)PYRIMIDIN-2-YL]AMINO}-N-METHYLBENZENESULFONAMIDE | DrugId: DB07791
NodeType: Drug | Name: (S)-2-CHLORO-N-(1-(2-(2-HYDROXYETHYLAMINO)-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL)-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE | DrugId: DB07792
NodeType: Drug | Name: (2S)-N-[(3S)-1-(2-AMINO-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-2-CHLORO-2H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE | DrugId: DB07793
NodeType: Drug | Name: 5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE | DrugId: DB07794
NodeType: Drug | Name: Fisetin | DrugId: DB07795
NodeType: Drug | Name: (3ASR,4RS,8ASR,8BRS)-4-(2-(4-FLUOROBENZYL)-1,3-DIOXODEACAHYDROPYRROLO[3,4-A] PYRROLIZIN-4-YL)BENZAMIDINE | DrugId: DB07796
NodeType: Drug | Name: N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-CHLORO-PYRIDYL]-THIOUREA | DrugId: DB07797
NodeType: Drug | Name: (3R)-3-(FLUOROMETHYL)-N-(3,3,3-TRIFLUOROPROPYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE | DrugId: DB07798
NodeType: Drug | Name: N-(2-(((5-CHLORO-2-PYRIDINYL)AMINO)SULFONYL)PHENYL)-4-(2-OXO-1(2H)-PYRIDINYL)BENZAMIDE | DrugId: DB07800
NodeType: Drug | Name: N-butyl-3-{[6-(9H-purin-6-ylamino)hexanoyl]amino}benzamide | DrugId: DB07801
NodeType: Drug | Name: 3,8-DIBROMO-7-HYDROXY-4-METHYL-2H-CHROMEN-2-ONE | DrugId: DB07802
NodeType: Drug | Name: 2-phenyl-1H-imidazole-4-carboxylic acid | DrugId: DB07803
NodeType: Drug | Name: 5-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1H-1,2,4-TRIAZOLE-3-SULFONAMIDE | DrugId: DB07804
NodeType: Drug | Name: 3-CHLORO-2,2-DIMETHYL-N-[4-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE | DrugId: DB07805
NodeType: Drug | Name: (2R,4S)-2-[(R)-BENZYLCARBAMOYL-PHENYLACETYL-METHYL]-5,5-DIMETHYL-THIAZOLIDINE-4-CARBOXYLIC ACID | DrugId: DB07806
NodeType: Drug | Name: (3R,4R,5R)-5-(HYDROXYMETHYL)-1-(3-PHENYLPROPYL)PIPERIDINE-3,4-DIOL | DrugId: DB07807
NodeType: Drug | Name: (1S,2R)-2-[(2,5-difluorophenyl)carbamoyl]cyclopropanecarboxylic acid | DrugId: DB07808
NodeType: Drug | Name: 4-({[4-(3-METHYLBENZOYL)PYRIDIN-2-YL]AMINO}METHYL)BENZENECARBOXIMIDAMIDE | DrugId: DB07809
NodeType: Drug | Name: Phloretin | DrugId: DB07810
NodeType: Drug | Name: N-cyclopropyl-2',6-dimethyl-4'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-3-carboxamide | DrugId: DB07811
NodeType: Drug | Name: N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide | DrugId: DB07812
NodeType: Drug | Name: GLYCYLALANYL-N-2-NAPHTHYL-L-PROLINEAMIDE | DrugId: DB07813
NodeType: Drug | Name: Gibberellic acid | DrugId: DB07814
NodeType: Drug | Name: Gibberellin A4 | DrugId: DB07815
NodeType: Drug | Name: N-(P-CYANOPHENYL)-N'-DIPHENYLMETHYL-GUANIDINE-ACETIC ACID | DrugId: DB07816
NodeType: Drug | Name: 1-{3-[(4-pyridin-2-ylpiperazin-1-yl)sulfonyl]phenyl}-3-(1,3-thiazol-2-yl)urea | DrugId: DB07817
NodeType: Drug | Name: (2E)-3-(2,4-DICHLOROPHENYL)-N-HYDROXYACRYLAMIDE | DrugId: DB07818
NodeType: Drug | Name: (2E)-3-(4-CHLOROPHENYL)-N-HYDROXYACRYLAMIDE | DrugId: DB07819
NodeType: Drug | Name: 6-(3',5'-DIMETHYLBENZYL)-1-ETHOXYMETHYL-5-ISOPROPYLURACIL | DrugId: DB07820
NodeType: Drug | Name: (1R)-1,2,2-trimethylpropyl (R)-methylphosphinate | DrugId: DB07821
NodeType: Drug | Name: (2S)-2-[(3aR,4R,7S,7aS)-1,3-dioxooctahydro-2H-4,7-methanoisoindol-2-yl]propanoic acid | DrugId: DB07823
NodeType: Drug | Name: 4-ethyl-5-methyl-2-(1H-tetrazol-5-yl)-1,2-dihydro-3H-pyrazol-3-one | DrugId: DB07824
NodeType: Drug | Name: (3S)-1-(4-acetylphenyl)-5-oxopyrrolidine-3-carboxylic acid | DrugId: DB07825
NodeType: Drug | Name: 2-[4-chloro-2-(phenylcarbonyl)phenoxy]-N-phenylacetamide | DrugId: DB07826
NodeType: Drug | Name: 4-{[1-METHYL-2,4-DIOXO-6-(3-PHENYLPROP-1-YN-1-YL)-1,4-DIHYDROQUINAZOLIN-3(2H)-YL]METHYL}BENZOIC ACID | DrugId: DB07827
NodeType: Drug | Name: 4-[3-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL]PYRIDINE | DrugId: DB07829
