NodeType: Pathway | PathwayName: Regulation of innate immune responses to cytosolic DNA | PathwayId: R-HSA-3134975
NodeType: Pathway | PathwayName: Calmodulin induced events | PathwayId: R-HSA-111933
NodeType: Pathway | PathwayName: Calnexin/calreticulin cycle | PathwayId: R-HSA-901042
NodeType: Pathway | PathwayName: Cam-PDE 1 activation | PathwayId: R-HSA-111957
NodeType: Pathway | PathwayName: Cap-dependent Translation Initiation | PathwayId: R-HSA-72737
NodeType: Pathway | PathwayName: Carboxyterminal post-translational modifications of tubulin | PathwayId: R-HSA-8955332
NodeType: Pathway | PathwayName: Cardiac conduction | PathwayId: R-HSA-5576891
NodeType: Pathway | PathwayName: Cardiogenesis | PathwayId: R-HSA-9733709
NodeType: Pathway | PathwayName: Cargo concentration in the ER | PathwayId: R-HSA-5694530
NodeType: Pathway | PathwayName: Cargo recognition for clathrin-mediated endocytosis | PathwayId: R-HSA-8856825
NodeType: Pathway | PathwayName: Cargo trafficking to the periciliary membrane | PathwayId: R-HSA-5620920
NodeType: Pathway | PathwayName: Carnitine metabolism | PathwayId: R-HSA-200425
NodeType: Pathway | PathwayName: Carnitine synthesis | PathwayId: R-HSA-71262
NodeType: Pathway | PathwayName: Caspase activation via Death Receptors in the presence of ligand | PathwayId: R-HSA-140534
NodeType: Pathway | PathwayName: Caspase activation via Dependence Receptors in the absence of ligand | PathwayId: R-HSA-418889
NodeType: Pathway | PathwayName: Caspase activation via extrinsic apoptotic signalling pathway | PathwayId: R-HSA-5357769
NodeType: Pathway | PathwayName: Caspase-mediated cleavage of cytoskeletal proteins | PathwayId: R-HSA-264870
NodeType: Pathway | PathwayName: Catecholamine biosynthesis | PathwayId: R-HSA-209905
NodeType: Pathway | PathwayName: Cation-coupled Chloride cotransporters | PathwayId: R-HSA-426117
NodeType: Pathway | PathwayName: Cdc20:Phospho-APC/C mediated degradation of Cyclin A | PathwayId: R-HSA-174184
NodeType: Pathway | PathwayName: Cell Cycle | PathwayId: R-HSA-1640170
NodeType: Pathway | PathwayName: Cell Cycle Checkpoints | PathwayId: R-HSA-69620
NodeType: Pathway | PathwayName: Cell Cycle, Mitotic | PathwayId: R-HSA-69278
NodeType: Pathway | PathwayName: Cell death signalling via NRAGE, NRIF and NADE | PathwayId: R-HSA-204998
NodeType: Pathway | PathwayName: Cell junction organization | PathwayId: R-HSA-446728
NodeType: Pathway | PathwayName: Cell recruitment (pro-inflammatory response) | PathwayId: R-HSA-9664424
NodeType: Pathway | PathwayName: Cell redox homeostasis | PathwayId: R-HSA-1222541
NodeType: Pathway | PathwayName: Cell surface interactions at the vascular wall | PathwayId: R-HSA-202733
NodeType: Pathway | PathwayName: Cell-Cell communication | PathwayId: R-HSA-1500931
NodeType: Pathway | PathwayName: Cell-cell junction organization | PathwayId: R-HSA-421270
NodeType: Pathway | PathwayName: Cell-extracellular matrix interactions | PathwayId: R-HSA-446353
NodeType: Pathway | PathwayName: Cellular Senescence | PathwayId: R-HSA-2559583
NodeType: Pathway | PathwayName: Cellular hexose transport | PathwayId: R-HSA-189200
NodeType: Pathway | PathwayName: Cellular response to chemical stress | PathwayId: R-HSA-9711123
NodeType: Pathway | PathwayName: Cellular response to heat stress | PathwayId: R-HSA-3371556
NodeType: Pathway | PathwayName: Cellular response to hypoxia | PathwayId: R-HSA-1234174
NodeType: Pathway | PathwayName: Cellular response to mitochondrial stress | PathwayId: R-HSA-9840373
NodeType: Pathway | PathwayName: Cellular response to starvation | PathwayId: R-HSA-9711097
NodeType: Pathway | PathwayName: Cellular responses to stimuli | PathwayId: R-HSA-8953897
NodeType: Pathway | PathwayName: Cellular responses to stress | PathwayId: R-HSA-2262752
NodeType: Pathway | PathwayName: Centrosome maturation | PathwayId: R-HSA-380287
NodeType: Pathway | PathwayName: Ceramide signalling | PathwayId: R-HSA-193681
NodeType: Pathway | PathwayName: ChREBP activates metabolic gene expression | PathwayId: R-HSA-163765
NodeType: Pathway | PathwayName: Chaperone Mediated Autophagy | PathwayId: R-HSA-9613829
NodeType: Pathway | PathwayName: Chaperonin-mediated protein folding | PathwayId: R-HSA-390466
NodeType: Pathway | PathwayName: Chemokine receptors bind chemokines | PathwayId: R-HSA-380108
NodeType: Pathway | PathwayName: Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex | PathwayId: R-HSA-75035
NodeType: Pathway | PathwayName: Cholesterol biosynthesis | PathwayId: R-HSA-191273
NodeType: Pathway | PathwayName: Cholesterol biosynthesis via desmosterol | PathwayId: R-HSA-6807047
NodeType: Pathway | PathwayName: Cholesterol biosynthesis via lathosterol | PathwayId: R-HSA-6807062
NodeType: Pathway | PathwayName: Choline catabolism | PathwayId: R-HSA-6798163
NodeType: Pathway | PathwayName: Chondroitin sulfate biosynthesis | PathwayId: R-HSA-2022870
NodeType: Pathway | PathwayName: Chondroitin sulfate/dermatan sulfate metabolism | PathwayId: R-HSA-1793185
NodeType: Pathway | PathwayName: Chromatin modifications during the maternal to zygotic transition (MZT) | PathwayId: R-HSA-9821002
NodeType: Pathway | PathwayName: Chromatin modifying enzymes | PathwayId: R-HSA-3247509
NodeType: Pathway | PathwayName: Chromatin organization | PathwayId: R-HSA-4839726
NodeType: Pathway | PathwayName: Chromosome Maintenance | PathwayId: R-HSA-73886
NodeType: Pathway | PathwayName: Chylomicron assembly | PathwayId: R-HSA-8963888
NodeType: Pathway | PathwayName: Chylomicron clearance | PathwayId: R-HSA-8964026
NodeType: Pathway | PathwayName: Chylomicron remodeling | PathwayId: R-HSA-8963901
NodeType: Pathway | PathwayName: Cilium Assembly | PathwayId: R-HSA-5617833
NodeType: Pathway | PathwayName: Ciprofloxacin ADME | PathwayId: R-HSA-9793528
NodeType: Pathway | PathwayName: Circadian Clock | PathwayId: R-HSA-400253
NodeType: Pathway | PathwayName: Citric acid cycle (TCA cycle) | PathwayId: R-HSA-71403
NodeType: Pathway | PathwayName: Class A/1 (Rhodopsin-like receptors) | PathwayId: R-HSA-373076
NodeType: Pathway | PathwayName: Class B/2 (Secretin family receptors) | PathwayId: R-HSA-373080
NodeType: Pathway | PathwayName: Class C/3 (Metabotropic glutamate/pheromone receptors) | PathwayId: R-HSA-420499
NodeType: Pathway | PathwayName: Class I MHC mediated antigen processing & presentation | PathwayId: R-HSA-983169
NodeType: Pathway | PathwayName: Class I peroxisomal membrane protein import | PathwayId: R-HSA-9603798
NodeType: Pathway | PathwayName: Classical Kir channels | PathwayId: R-HSA-1296053
NodeType: Pathway | PathwayName: Classical antibody-mediated complement activation | PathwayId: R-HSA-173623
NodeType: Pathway | PathwayName: Clathrin-mediated endocytosis | PathwayId: R-HSA-8856828
NodeType: Pathway | PathwayName: Cleavage of the damaged purine | PathwayId: R-HSA-110331
NodeType: Pathway | PathwayName: Cleavage of the damaged pyrimidine | PathwayId: R-HSA-110329
NodeType: Pathway | PathwayName: Cobalamin (Cbl) metabolism | PathwayId: R-HSA-9759218
NodeType: Pathway | PathwayName: Cobalamin (Cbl, vitamin B12) transport and metabolism | PathwayId: R-HSA-196741
NodeType: Pathway | PathwayName: Coenzyme A biosynthesis | PathwayId: R-HSA-196783
NodeType: Pathway | PathwayName: Cohesin Loading onto Chromatin | PathwayId: R-HSA-2470946
NodeType: Pathway | PathwayName: Collagen biosynthesis and modifying enzymes | PathwayId: R-HSA-1650814
NodeType: Pathway | PathwayName: Collagen chain trimerization | PathwayId: R-HSA-8948216
NodeType: Pathway | PathwayName: Collagen degradation | PathwayId: R-HSA-1442490
NodeType: Pathway | PathwayName: Collagen formation | PathwayId: R-HSA-1474290
NodeType: Pathway | PathwayName: Common Pathway of Fibrin Clot Formation | PathwayId: R-HSA-140875
NodeType: Pathway | PathwayName: Competing endogenous RNAs (ceRNAs) regulate PTEN translation | PathwayId: R-HSA-8948700
NodeType: Pathway | PathwayName: Complement cascade | PathwayId: R-HSA-166658
NodeType: Pathway | PathwayName: Complex I biogenesis | PathwayId: R-HSA-6799198
NodeType: Pathway | PathwayName: Complex III assembly | PathwayId: R-HSA-9865881
NodeType: Pathway | PathwayName: Complex IV assembly | PathwayId: R-HSA-9864848
NodeType: Pathway | PathwayName: Condensation of Prometaphase Chromosomes | PathwayId: R-HSA-2514853
NodeType: Pathway | PathwayName: Condensation of Prophase Chromosomes | PathwayId: R-HSA-2299718
NodeType: Pathway | PathwayName: Conjugation of benzoate with glycine | PathwayId: R-HSA-177135
NodeType: Pathway | PathwayName: Conjugation of carboxylic acids | PathwayId: R-HSA-159424
NodeType: Pathway | PathwayName: Conjugation of phenylacetate with glutamine | PathwayId: R-HSA-177162
NodeType: Pathway | PathwayName: Conjugation of salicylate with glycine | PathwayId: R-HSA-177128
NodeType: Pathway | PathwayName: Constitutive Signaling by AKT1 E17K in Cancer | PathwayId: R-HSA-5674400
NodeType: Pathway | PathwayName: Constitutive Signaling by Aberrant PI3K in Cancer | PathwayId: R-HSA-2219530
NodeType: Pathway | PathwayName: Constitutive Signaling by EGFRvIII | PathwayId: R-HSA-5637810
NodeType: Pathway | PathwayName: Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants | PathwayId: R-HSA-1236382
NodeType: Pathway | PathwayName: Constitutive Signaling by NOTCH1 HD Domain Mutants | PathwayId: R-HSA-2691232
NodeType: Pathway | PathwayName: Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants | PathwayId: R-HSA-2894862
NodeType: Pathway | PathwayName: Constitutive Signaling by NOTCH1 PEST Domain Mutants | PathwayId: R-HSA-2644606
NodeType: Pathway | PathwayName: Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant | PathwayId: R-HSA-2660826
NodeType: Pathway | PathwayName: Constitutive Signaling by Overexpressed ERBB2 | PathwayId: R-HSA-9634285
NodeType: Pathway | PathwayName: Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase | PathwayId: R-HSA-176407
NodeType: Pathway | PathwayName: Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding | PathwayId: R-HSA-6814122
NodeType: Pathway | PathwayName: Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding | PathwayId: R-HSA-389958
NodeType: Pathway | PathwayName: Costimulation by the CD28 family | PathwayId: R-HSA-388841
NodeType: Pathway | PathwayName: Creatine metabolism | PathwayId: R-HSA-71288
NodeType: Pathway | PathwayName: Creation of C4 and C2 activators | PathwayId: R-HSA-166786
NodeType: Pathway | PathwayName: Cristae formation | PathwayId: R-HSA-8949613
NodeType: Pathway | PathwayName: Cross-presentation of particulate exogenous antigens (phagosomes) | PathwayId: R-HSA-1236973
NodeType: Pathway | PathwayName: Cross-presentation of soluble exogenous antigens (endosomes) | PathwayId: R-HSA-1236978
NodeType: Pathway | PathwayName: Crosslinking of collagen fibrils | PathwayId: R-HSA-2243919
NodeType: Pathway | PathwayName: Cyclin A/B1/B2 associated events during G2/M transition | PathwayId: R-HSA-69273
NodeType: Pathway | PathwayName: Cyclin A:Cdk2-associated events at S phase entry | PathwayId: R-HSA-69656
NodeType: Pathway | PathwayName: Cyclin D associated events in G1 | PathwayId: R-HSA-69231
NodeType: Pathway | PathwayName: Cyclin E associated events during G1/S transition | PathwayId: R-HSA-69202
NodeType: Pathway | PathwayName: Cysteine formation from homocysteine | PathwayId: R-HSA-1614603
NodeType: Pathway | PathwayName: Cytochrome P450 - arranged by substrate type | PathwayId: R-HSA-211897
NodeType: Pathway | PathwayName: Cytochrome c-mediated apoptotic response | PathwayId: R-HSA-111461
NodeType: Pathway | PathwayName: Cytokine Signaling in Immune system | PathwayId: R-HSA-1280215
NodeType: Pathway | PathwayName: Cytoprotection by HMOX1 | PathwayId: R-HSA-9707564
NodeType: Pathway | PathwayName: Cytosolic iron-sulfur cluster assembly | PathwayId: R-HSA-2564830
NodeType: Pathway | PathwayName: Cytosolic sensors of pathogen-associated DNA | PathwayId: R-HSA-1834949
NodeType: Pathway | PathwayName: Cytosolic sulfonation of small molecules | PathwayId: R-HSA-156584
NodeType: Pathway | PathwayName: Cytosolic tRNA aminoacylation | PathwayId: R-HSA-379716
NodeType: Pathway | PathwayName: DAG and IP3 signaling | PathwayId: R-HSA-1489509
NodeType: Pathway | PathwayName: DAP12 interactions | PathwayId: R-HSA-2172127
NodeType: Pathway | PathwayName: DAP12 signaling | PathwayId: R-HSA-2424491
NodeType: Pathway | PathwayName: DARPP-32 events | PathwayId: R-HSA-180024
NodeType: Pathway | PathwayName: DCC mediated attractive signaling | PathwayId: R-HSA-418885
NodeType: Pathway | PathwayName: DDX58/IFIH1-mediated induction of interferon-alpha/beta | PathwayId: R-HSA-168928
NodeType: Pathway | PathwayName: DEx/H-box helicases activate type I IFN and inflammatory cytokines production | PathwayId: R-HSA-3134963
NodeType: Pathway | PathwayName: DNA Damage Bypass | PathwayId: R-HSA-73893
NodeType: Pathway | PathwayName: DNA Damage Recognition in GG-NER | PathwayId: R-HSA-5696394
NodeType: Pathway | PathwayName: DNA Damage Reversal | PathwayId: R-HSA-73942
NodeType: Pathway | PathwayName: DNA Damage/Telomere Stress Induced Senescence | PathwayId: R-HSA-2559586
NodeType: Pathway | PathwayName: DNA Double Strand Break Response | PathwayId: R-HSA-5693606
NodeType: Pathway | PathwayName: DNA Double-Strand Break Repair | PathwayId: R-HSA-5693532
NodeType: Pathway | PathwayName: DNA Repair | PathwayId: R-HSA-73894
NodeType: Pathway | PathwayName: DNA Replication | PathwayId: R-HSA-69306
NodeType: Pathway | PathwayName: DNA Replication Pre-Initiation | PathwayId: R-HSA-69002
NodeType: Pathway | PathwayName: DNA methylation | PathwayId: R-HSA-5334118
NodeType: Pathway | PathwayName: DNA replication initiation | PathwayId: R-HSA-68952
NodeType: Pathway | PathwayName: DNA strand elongation | PathwayId: R-HSA-69190
NodeType: Pathway | PathwayName: DSCAM interactions | PathwayId: R-HSA-376172
NodeType: Pathway | PathwayName: Dasatinib-resistant KIT mutants | PathwayId: R-HSA-9669914
NodeType: Pathway | PathwayName: Deactivation of the beta-catenin transactivating complex | PathwayId: R-HSA-3769402
NodeType: Pathway | PathwayName: Deadenylation of mRNA | PathwayId: R-HSA-429947
NodeType: Pathway | PathwayName: Deadenylation-dependent mRNA decay | PathwayId: R-HSA-429914
NodeType: Pathway | PathwayName: Death Receptor Signaling | PathwayId: R-HSA-73887
NodeType: Pathway | PathwayName: Dectin-1 mediated noncanonical NF-kB signaling | PathwayId: R-HSA-5607761
NodeType: Pathway | PathwayName: Dectin-2 family | PathwayId: R-HSA-5621480
NodeType: Pathway | PathwayName: Defective ABCA1 causes TGD | PathwayId: R-HSA-5682113
NodeType: Pathway | PathwayName: Defective ABCA12 causes ARCI4B | PathwayId: R-HSA-5682294
NodeType: Pathway | PathwayName: Defective ABCA3 causes SMDP3 | PathwayId: R-HSA-5688399
NodeType: Pathway | PathwayName: Defective ABCA3 causes SMDP3 | PathwayId: R-HSA-5683678
NodeType: Pathway | PathwayName: Defective ABCB11 causes PFIC2 and BRIC2 | PathwayId: R-HSA-5678520
NodeType: Pathway | PathwayName: Defective ABCB4 causes PFIC3, ICP3 and GBD1 | PathwayId: R-HSA-5678771
NodeType: Pathway | PathwayName: Defective ABCB6 causes MCOPCB7 | PathwayId: R-HSA-5683371
NodeType: Pathway | PathwayName: Defective ABCC2 causes DJS | PathwayId: R-HSA-5679001
NodeType: Pathway | PathwayName: Defective ABCC6 causes PXE | PathwayId: R-HSA-5690338
NodeType: Pathway | PathwayName: Defective ABCC8 can cause hypo- and hyper-glycemias | PathwayId: R-HSA-5683177
NodeType: Pathway | PathwayName: Defective ABCC9 causes CMD10, ATFB12 and Cantu syndrome | PathwayId: R-HSA-5678420
NodeType: Pathway | PathwayName: Defective ABCD1 causes ALD | PathwayId: R-HSA-5684045
NodeType: Pathway | PathwayName: Defective ABCD4 causes MAHCJ | PathwayId: R-HSA-5683329
NodeType: Pathway | PathwayName: Defective ABCG5 causes sitosterolemia | PathwayId: R-HSA-5679096
NodeType: Pathway | PathwayName: Defective ABCG8 causes GBD4 and sitosterolemia | PathwayId: R-HSA-5679090
NodeType: Pathway | PathwayName: Defective ACTH causes obesity and POMCD | PathwayId: R-HSA-5579031
NodeType: Pathway | PathwayName: Defective ACY1 causes encephalopathy | PathwayId: R-HSA-5579007
NodeType: Pathway | PathwayName: Defective ADA disrupts (deoxy)adenosine deamination | PathwayId: R-HSA-9734735
NodeType: Pathway | PathwayName: Defective AHCY causes HMAHCHD | PathwayId: R-HSA-5578997
NodeType: Pathway | PathwayName: Defective ALG1 causes CDG-1k | PathwayId: R-HSA-4549380
NodeType: Pathway | PathwayName: Defective ALG11 causes CDG-1p | PathwayId: R-HSA-4551295
NodeType: Pathway | PathwayName: Defective ALG12 causes CDG-1g | PathwayId: R-HSA-4720489
NodeType: Pathway | PathwayName: Defective ALG14 causes ALG14-CMS | PathwayId: R-HSA-5633231
NodeType: Pathway | PathwayName: Defective ALG2 causes CDG-1i | PathwayId: R-HSA-4549349
NodeType: Pathway | PathwayName: Defective ALG3 causes CDG-1d | PathwayId: R-HSA-4720475
NodeType: Pathway | PathwayName: Defective ALG6 causes CDG-1c | PathwayId: R-HSA-4724289
NodeType: Pathway | PathwayName: Defective ALG8 causes CDG-1h | PathwayId: R-HSA-4724325
NodeType: Pathway | PathwayName: Defective ALG9 causes CDG-1l | PathwayId: R-HSA-4720454
NodeType: Pathway | PathwayName: Defective AMN causes MGA1 | PathwayId: R-HSA-3359462
NodeType: Pathway | PathwayName: Defective APRT disrupts adenine salvage | PathwayId: R-HSA-9734195
NodeType: Pathway | PathwayName: Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI) | PathwayId: R-HSA-5619099
NodeType: Pathway | PathwayName: Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI) | PathwayId: R-HSA-9036092
NodeType: Pathway | PathwayName: Defective B3GALT6 causes EDSP2 and SEMDJL1 | PathwayId: R-HSA-4420332
NodeType: Pathway | PathwayName: Defective B3GALTL causes PpS | PathwayId: R-HSA-5083635
NodeType: Pathway | PathwayName: Defective B3GAT3 causes JDSSDHD | PathwayId: R-HSA-3560801
NodeType: Pathway | PathwayName: Defective B4GALT1 causes B4GALT1-CDG (CDG-2d) | PathwayId: R-HSA-3656244
NodeType: Pathway | PathwayName: Defective B4GALT1 causes CDG-2d | PathwayId: R-HSA-4793953
NodeType: Pathway | PathwayName: Defective B4GALT7 causes EDS, progeroid type | PathwayId: R-HSA-3560783
NodeType: Pathway | PathwayName: Defective BTD causes biotidinase deficiency | PathwayId: R-HSA-3371598
NodeType: Pathway | PathwayName: Defective Base Excision Repair Associated with MUTYH | PathwayId: R-HSA-9605310
NodeType: Pathway | PathwayName: Defective Base Excision Repair Associated with NEIL1 | PathwayId: R-HSA-9616334
NodeType: Pathway | PathwayName: Defective Base Excision Repair Associated with NEIL3 | PathwayId: R-HSA-9629232
NodeType: Pathway | PathwayName: Defective Base Excision Repair Associated with NTHL1 | PathwayId: R-HSA-9616333
NodeType: Pathway | PathwayName: Defective Base Excision Repair Associated with OGG1 | PathwayId: R-HSA-9656249
NodeType: Pathway | PathwayName: Defective C1GALT1C1 causes TNPS | PathwayId: R-HSA-5083632
NodeType: Pathway | PathwayName: Defective CBLIF causes IFD | PathwayId: R-HSA-3359457
NodeType: Pathway | PathwayName: Defective CD320 causes MMATC | PathwayId: R-HSA-3359485
NodeType: Pathway | PathwayName: Defective CFTR causes cystic fibrosis | PathwayId: R-HSA-5678895
NodeType: Pathway | PathwayName: Defective CHST14 causes EDS, musculocontractural type | PathwayId: R-HSA-3595174
NodeType: Pathway | PathwayName: Defective CHST3 causes SEDCJD | PathwayId: R-HSA-3595172
NodeType: Pathway | PathwayName: Defective CHST6 causes MCDC1 | PathwayId: R-HSA-3656225
NodeType: Pathway | PathwayName: Defective CHSY1 causes TPBS | PathwayId: R-HSA-3595177
NodeType: Pathway | PathwayName: Defective CP causes aceruloplasminemia (ACERULOP) | PathwayId: R-HSA-5619060
NodeType: Pathway | PathwayName: Defective CSF2RA causes SMDP4 | PathwayId: R-HSA-5688890
NodeType: Pathway | PathwayName: Defective CSF2RB causes SMDP5 | PathwayId: R-HSA-5688849
NodeType: Pathway | PathwayName: Defective CUBN causes MGA1 | PathwayId: R-HSA-3359463
NodeType: Pathway | PathwayName: Defective CYP11A1 causes AICSR | PathwayId: R-HSA-5579026
NodeType: Pathway | PathwayName: Defective CYP11B1 causes AH4 | PathwayId: R-HSA-5579017
NodeType: Pathway | PathwayName: Defective CYP11B2 causes CMO-1 deficiency | PathwayId: R-HSA-5579009
NodeType: Pathway | PathwayName: Defective CYP17A1 causes AH5 | PathwayId: R-HSA-5579028
NodeType: Pathway | PathwayName: Defective CYP19A1 causes AEXS | PathwayId: R-HSA-5579030
NodeType: Pathway | PathwayName: Defective CYP1B1 causes Glaucoma | PathwayId: R-HSA-5579000
NodeType: Pathway | PathwayName: Defective CYP21A2 causes AH3 | PathwayId: R-HSA-5579021
NodeType: Pathway | PathwayName: Defective CYP24A1 causes HCAI | PathwayId: R-HSA-5579010
NodeType: Pathway | PathwayName: Defective CYP26B1 causes RHFCA | PathwayId: R-HSA-5579015
NodeType: Pathway | PathwayName: Defective CYP26C1 causes FFDD4 | PathwayId: R-HSA-5579004
NodeType: Pathway | PathwayName: Defective CYP27A1 causes CTX | PathwayId: R-HSA-5578996
NodeType: Pathway | PathwayName: Defective CYP27B1 causes VDDR1A | PathwayId: R-HSA-5579014
NodeType: Pathway | PathwayName: Defective CYP27B1 causes VDDR1B | PathwayId: R-HSA-5579027
NodeType: Pathway | PathwayName: Defective CYP2U1 causes SPG56 | PathwayId: R-HSA-5579011
NodeType: Pathway | PathwayName: Defective CYP4F22 causes ARCI5 | PathwayId: R-HSA-5579005
NodeType: Pathway | PathwayName: Defective CYP7B1 causes SPG5A and CBAS3 | PathwayId: R-HSA-5579013
NodeType: Pathway | PathwayName: Defective DHDDS causes RP59 | PathwayId: R-HSA-4755609
NodeType: Pathway | PathwayName: Defective DNA double strand break response due to BARD1 loss of function | PathwayId: R-HSA-9699150
NodeType: Pathway | PathwayName: Defective DNA double strand break response due to BRCA1 loss of function | PathwayId: R-HSA-9663199
NodeType: Pathway | PathwayName: Defective DOLK causes DOLK-CDG | PathwayId: R-HSA-4755583
NodeType: Pathway | PathwayName: Defective DPAGT1 causes CDG-1j, CMSTA2 | PathwayId: R-HSA-4549356
NodeType: Pathway | PathwayName: Defective DPM1 causes DPM1-CDG | PathwayId: R-HSA-4717374
NodeType: Pathway | PathwayName: Defective DPM2 causes DPM2-CDG | PathwayId: R-HSA-4719377
NodeType: Pathway | PathwayName: Defective DPM3 causes DPM3-CDG | PathwayId: R-HSA-4719360
NodeType: Pathway | PathwayName: Defective EXT1 causes exostoses 1, TRPS2 and CHDS | PathwayId: R-HSA-3656253
NodeType: Pathway | PathwayName: Defective EXT2 causes exostoses 2 | PathwayId: R-HSA-3656237
NodeType: Pathway | PathwayName: Defective F8 accelerates dissociation of the A2 domain | PathwayId: R-HSA-9672387
NodeType: Pathway | PathwayName: Defective F8 binding to the cell membrane | PathwayId: R-HSA-9672395
NodeType: Pathway | PathwayName: Defective F8 binding to von Willebrand factor | PathwayId: R-HSA-9672393
NodeType: Pathway | PathwayName: Defective F8 cleavage by thrombin | PathwayId: R-HSA-9672391
NodeType: Pathway | PathwayName: Defective F8 secretion | PathwayId: R-HSA-9672397
NodeType: Pathway | PathwayName: Defective F8 sulfation at Y1699 | PathwayId: R-HSA-9674519
NodeType: Pathway | PathwayName: Defective F9 activation | PathwayId: R-HSA-9673221
NodeType: Pathway | PathwayName: Defective F9 secretion | PathwayId: R-HSA-9673218
NodeType: Pathway | PathwayName: Defective F9 variant does not activate FX | PathwayId: R-HSA-9673202
NodeType: Pathway | PathwayName: Defective FMO3 causes TMAU | PathwayId: R-HSA-5579019
NodeType: Pathway | PathwayName: Defective GALE causes EDG | PathwayId: R-HSA-5609977
NodeType: Pathway | PathwayName: Defective GALK1 causes GALCT2 | PathwayId: R-HSA-5609976
NodeType: Pathway | PathwayName: Defective GALNT12 causes CRCS1 | PathwayId: R-HSA-5083636
NodeType: Pathway | PathwayName: Defective GALNT3 causes HFTC | PathwayId: R-HSA-5083625
NodeType: Pathway | PathwayName: Defective GALT can cause GALCT | PathwayId: R-HSA-5609978
NodeType: Pathway | PathwayName: Defective GCK causes maturity-onset diabetes of the young 2 (MODY2) | PathwayId: R-HSA-5619073
NodeType: Pathway | PathwayName: Defective GCLC causes HAGGSD | PathwayId: R-HSA-5578999
NodeType: Pathway | PathwayName: Defective GFPT1 causes CMSTA1 | PathwayId: R-HSA-4085023
NodeType: Pathway | PathwayName: Defective GGT1 causes GLUTH | PathwayId: R-HSA-5579022
NodeType: Pathway | PathwayName: Defective GGT1 in aflatoxin detoxification causes GLUTH | PathwayId: R-HSA-9035968
NodeType: Pathway | PathwayName: Defective GNE causes sialuria, NK and IBM2 | PathwayId: R-HSA-4085011
NodeType: Pathway | PathwayName: Defective GSS causes GSS deficiency | PathwayId: R-HSA-5579006
NodeType: Pathway | PathwayName: Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function | PathwayId: R-HSA-9704331
NodeType: Pathway | PathwayName: Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function | PathwayId: R-HSA-9704646
NodeType: Pathway | PathwayName: Defective HEXA causes GM2G1 | PathwayId: R-HSA-3656234
NodeType: Pathway | PathwayName: Defective HEXB causes GM2G2 | PathwayId: R-HSA-3656248
NodeType: Pathway | PathwayName: Defective HK1 causes hexokinase deficiency (HK deficiency) | PathwayId: R-HSA-5619056
NodeType: Pathway | PathwayName: Defective HLCS causes multiple carboxylase deficiency | PathwayId: R-HSA-3371599
NodeType: Pathway | PathwayName: Defective HPRT1 disrupts guanine and hypoxanthine salvage | PathwayId: R-HSA-9734281
NodeType: Pathway | PathwayName: Defective Inhibition of DNA Recombination at Telomere | PathwayId: R-HSA-9670621
NodeType: Pathway | PathwayName: Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations | PathwayId: R-HSA-9670615
NodeType: Pathway | PathwayName: Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations | PathwayId: R-HSA-9670613
NodeType: Pathway | PathwayName: Defective Intrinsic Pathway for Apoptosis | PathwayId: R-HSA-9734009
NodeType: Pathway | PathwayName: Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function | PathwayId: R-HSA-9645722
NodeType: Pathway | PathwayName: Defective LARGE causes MDDGA6 and MDDGB6 | PathwayId: R-HSA-5083627
NodeType: Pathway | PathwayName: Defective LFNG causes SCDO3 | PathwayId: R-HSA-5083630
NodeType: Pathway | PathwayName: Defective MAN1B1 causes MRT15 | PathwayId: R-HSA-4793950
NodeType: Pathway | PathwayName: Defective MAOA causes BRUNS | PathwayId: R-HSA-5579012
NodeType: Pathway | PathwayName: Defective MAT1A causes MATD | PathwayId: R-HSA-5579024
NodeType: Pathway | PathwayName: Defective MGAT2 causes CDG-2a | PathwayId: R-HSA-4793952
NodeType: Pathway | PathwayName: Defective MMAA causes MMA, cblA type | PathwayId: R-HSA-3359475
NodeType: Pathway | PathwayName: Defective MMAB causes MMA, cblB type | PathwayId: R-HSA-3359471
NodeType: Pathway | PathwayName: Defective MMACHC causes MAHCC | PathwayId: R-HSA-3359474
NodeType: Pathway | PathwayName: Defective MMADHC causes MMAHCD | PathwayId: R-HSA-3359473
NodeType: Pathway | PathwayName: Defective MOGS causes CDG-2b | PathwayId: R-HSA-4793954
NodeType: Pathway | PathwayName: Defective MPDU1 causes CDG-1f | PathwayId: R-HSA-4687000
